,name,model,maker,prefix,postfix,kind,num_model,model_names,maker_new
34,벤츠 SLS AMG,SLS AMG,벤츠,0,0,Coupe,2,SLS AMG,벤츠
35,닷지 램 픽업 2021년형,램 픽업,닷지,0,0,Mid-Large suv,2,램 픽업,닷지
36,벤츠 CLA-클래스 C117: CLA45 AMG,CLA-클래스,벤츠,0,0,Sedan,5,CLA-클래스,벤츠
37,캐딜락 CT6 2016년형,CT6,캐딜락,0,0,Sedan,2,CT6,캐딜락
38,렉서스 NX 2015년형,NX,렉서스,0,0,Mid-Large suv,2,NX,렉서스
39,랜드로버 레인지로버 보그 2019년형,레인지로버 보그,랜드로버,0,0,Mid-Large suv,2,레인지로버 보그,랜드로버
40,마세라티 콰트로포르테,콰트로포르테,마세라티,0,0,Sedan,3,콰트로포르테,마세라티
41,아우디 TT 2015년형,TT,아우디,0,0,Sedan,2,TT,아우디
42,렉서스 ES 2015년형,ES,렉서스,0,0,Sedan,2,ES,렉서스
43,현대 뉴 엑센트 X3,엑센트,현대,0,0,Sedan,2,엑센트,현대
44,마세라티 기블리 2016년형,기블리,마세라티,0,0,Sedan,2,기블리,마세라티
45,아우디 스포트백(4도어) A5,A5,아우디,0,0,Sedan,2,A5,아우디
46,토요타 프리우스 2015년형,프리우스,토요타,0,0,Sedan,2,프리우스,토요타
47,벤츠 C-클래스 세단 W205,C-클래스,벤츠,0,0,Sedan,3,C-클래스,벤츠
48,닛산 큐브 Z12,큐브,닛산,0,Z12,Sedan,2,큐브,닛산
49,벤츠 S-클래스 C222 쿠페,S-클래스,벤츠,0,0,Sedan,2,S-클래스,벤츠
50,벤츠 EQC-클래스,EQC-클래스,벤츠,0,0,Mid-Large suv,2,EQC-클래스,벤츠
51,마세라티 콰트로포르테 2016년형,콰트로포르테,마세라티,0,0,Sedan,3,콰트로포르테,마세라티
52,현대 i30 FD,i30,현대,0,0,Sedan,3,i30,현대
53,벤츠 GLA-클래스 X156,GLA-클래스,벤츠,0,0,Small suv,5,GLA-클래스,벤츠
54,볼보 S80 2015년형,S80,볼보,0,0,Sedan,3,S80,볼보
55,아우디 Q5 2013년형,Q5,아우디,0,0,Mid-Large suv,2,Q5,아우디
56,포르쉐 마칸 2015년형,마칸,포르쉐,0,0,Mid-Large suv,2,마칸,포르쉐
57,쉐보레/한국GM X 젠트라 T255,젠트라,쉐보레/한국GM,0,0,Sedan,2,젠트라,쉐보레/한국GM
58,BMW i3,i3,BMW,0,0,Sedan,2,i3,BMW
59,볼보 XC40 2019년형,XC40,볼보,0,0,Mid-Large suv,2,XC40,볼보
60,미니쿠퍼 JCW,0,0,0,0,,2,쿠퍼,미니
61,쉐보레/한국GM 2 마티즈 M150,마티즈,쉐보레/한국GM,0,0,Sedan,3,마티즈,쉐보레/한국GM
62,닷지 램 픽업,램 픽업,닷지,0,0,Mid-Large suv,2,램 픽업,닷지
63,볼보 FH500 2019년형,0,0,0,0,,2,FH,볼보
64,벤틀리 컨티넨탈 플라잉스퍼 2008년형,컨티넨탈 플라잉스퍼,벤틀리,0,0,Sedan,4,컨티넨탈 플라잉스퍼,벤틀리
65,5 시리즈 G30/31,5 시리즈,BMW,0,0,Sedan,2,5 시리즈,BMW
66,현대 LPi HEV 아반떼 HD,아반떼,현대,0,0,Sedan,2,아반떼,현대
67,인피니티 G 시리즈 2008년형,G 시리즈,인피니티,0,0,Sedan,3,G 시리즈,인피니티
68,벤츠 GT-클래스 X290 GT43 AMG 4DOOR,GT-클래스,벤츠,0,0,Sedan,3,GT-클래스,벤츠
69,랜드로버 레인지로버 이보크 2020년형,레인지로버 이보크,랜드로버,0,0,Mid-Large suv,2,레인지로버 이보크,랜드로버
70,미니 2열 쿠퍼 2020년형,2열 쿠퍼,미니,0,0,Sedan,3,2열 쿠퍼,미니
71,쌍용 코란도 투리스모 A150,코란도 투리스모,쌍용,0,0,van,4,코란도 투리스모,쌍용
72,벤츠 GLE-클래스 2016년형,GLE-클래스,벤츠,0,0,Mid-Large suv,2,GLE-클래스,벤츠
73,아우디 SQ 2015년형,SQ,아우디,0,0,Mid-Large suv,2,SQ,아우디
74,볼보 C70 2008년형,2008,푸조,0,0,Small suv,3,C70,볼보
75,벤츠 S-클래스 2008년형,S-클래스,벤츠,0,0,Sedan,3,S-클래스,벤츠
76,재규어 XJ6 2006년형,0,0,0,0,,3,XJ6,재규어
77,렉서스 LS 2009년형,0,0,0,0,,2,200,크라이슬러
78,볼보 S60 2016년형,S60,볼보,0,0,Sedan,2,S60,볼보
79,미니 1열 쿠퍼,0,0,0,0,,2,쿠퍼,미니
80,아우디 A6 2008년형,2008,푸조,0,0,Small suv,3,A6,아우디
81,미니 1열 쿠퍼 2010년형,0,0,0,0,,2,쿠퍼,미니
82,쉐보레/대우 캡티바 유로5,캡티바,홀덴,0,0,Mid-Large suv,2,캡티바,쉐보레/한국GM
83,벤츠 GLA-클래스 2018년형,GLA-클래스,벤츠,0,0,Small suv,2,GLA-클래스,벤츠
84,레인지로버 스포츠 2019년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv,3,레인지로버 스포츠,랜드로버
85,쏘렌토 UM 더마스터,쏘렌토,기아,0,UM,Mid-Large suv,2,쏘렌토,기아
86,EQ900 HI,EQ900,제네시스,0,0,Sedan,2,EQ900,제네시스
87,GLC-클래스,GLC-클래스,벤츠,0,0,Mid-Large suv,3,GLC-클래스,벤츠
88,Audi S8,S8,아우디,0,0,Sedan,2,S8,아우디
89,i3,i3,BMW,0,0,Sedan,2,i3,BMW
90,볼보XC70,XC70,볼보,0,0,Mid-Large suv,2,XC70,볼보
91,미니클럽맨,클럽맨,미니,0,0,Sedan,2,클럽맨,미니
92,M550DX,550,페라리,0,0,Coupe,3,5 시리즈,BMW
93,RS5,RS5,아우디,0,0,Coupe,3,RS5,아우디
94,컨티넨탈 플라잉스퍼,컨티넨탈 플라잉스퍼,벤틀리,0,0,Sedan,2,컨티넨탈 플라잉스퍼,벤틀리
95,제네시스 G80 스포츠,제네시스,현대,0,0,Sedan,3,G80,제네시스
96,푸조 607 2007년형,0,0,0,0,,2,607,푸조
97,지프 그랜드 체로키,그랜드 체로키,지프,0,0,Mid-Large suv,2,그랜드 체로키,지프
98,폭스바겐 제타 2015년형,제타,폭스바겐,0,0,Sedan,2,제타,폭스바겐
99,아우디 컨버터블 A5,A5,아우디,0,0,Sedan,2,A5,아우디
100,랜드로버 레인지로버 2008년형,레인지로버,랜드로버,0,0,Mid-Large suv,3,레인지로버,랜드로버
101,푸조 208 2015년형,208,푸조,0,0,Sedan,2,208,푸조
102,랜드로버 레인지로버 보그 2010년형,레인지로버 보그,랜드로버,0,0,Mid-Large suv,2,레인지로버 보그,랜드로버
103,포드 이스케이프 2011년형,이스케이프,포드,0,0,Small suv,2,이스케이프,포드
104,미니 뉴 클럽맨 F54,클럽맨,미니,0,0,Sedan,3,클럽맨,미니
105,현대 뉴 스타렉스 A1,스타렉스,현대,0,A1,van,2,스타렉스,현대
106,랜드로버 레인지로버 스포츠 2010년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv,3,레인지로버 스포츠,랜드로버
107,벤츠 C-클래스 쿠페 C205,C-클래스,벤츠,0,0,Sedan,4,C-클래스,벤츠
108,푸조 205 2015년형,205,푸조,0,0,Sedan,2,205,푸조
109,볼보 S80 2012년형,S80,볼보,0,0,Sedan,2,S80,볼보
110,폭스바겐 CC 2015년형,CC,폭스바겐,0,0,Sedan,2,CC,폭스바겐
111,펜콘 IX5,X5,BMW,0,0,Mid-Large suv,2,펜곤 ix5,동풍소콘
112,닷지 캘리버 2009년형,0,0,0,0,,2,캘리버,닷지
113,C35S5,C35,동풍소콘,0,0,van,3,C35,동풍소콘
114,미니 컨트리맨 2016년형,컨트리맨,미니,0,0,Small suv,2,컨트리맨,미니
115,푸조 508SW 2020년형,508SW,푸조,0,0,Small suv,3,508SW,푸조
116,벤츠 GLE-클래스 2020년형,GLE-클래스,벤츠,0,0,Mid-Large suv,2,GLE-클래스,벤츠
117,아우디 Q7 2007년형,0,0,0,0,,2,Q7,아우디
118,캐딜락 SRX 2010년형,SRX,캐딜락,0,0,Mid-Large suv,2,SRX,캐딜락
119,푸조 3008 2015년형,3008,푸조,0,0,Small suv,2,3008,푸조
120,다이하쓰 미라지노 2018년형,미라지노,다이하쓰,0,0,Sedan,2,미라지노,다이하쓰
121,스바루 포레스터 2015년형,포레스터,스바루,0,0,Mid-Large suv,2,포레스터,스바루
122,닛산 알티마 2015년형,알티마,닛산,0,0,Sedan,2,알티마,닛산
123,쉐보레 익스프레스밴 2006년형,익스프레스밴,쉐보레,0,0,van,2,익스프레스밴,쉐보레
124,토요타 캠리 2008년형,2008,푸조,0,0,Small suv,3,캠리,토요타
125,쉐보레/대우 올뉴 마티즈 M200/250,0,0,0,0,,4,마티즈,쉐보레/한국GM
126,쉐보레/대우 라세티 J200,라세티,쉐보레/한국GM,0,0,Sedan,2,라세티,쉐보레/한국GM
127,폭스바겐 투아렉 2006년형,0,0,0,0,,2,투아렉,폭스바겐
128,GLS500,0,0,0,0,,4,GLS-클래스,벤츠
129,F/L 말리부 V400,말리부,쉐보레/한국GM,0,0,Sedan,2,말리부,쉐보레/한국GM
130,투싼 TL F/L,TL,아큐라,0,0,Sedan,2,투싼,현대
131,SM5 L43 뉴신형,SM5,르노삼성,0,0,Sedan,3,SM5,르노삼성
132,말리부 undefined,말리부,쉐보레/한국GM,0,0,Sedan,2,말리부,쉐보레/한국GM
133,싼타페 undefined,싼타페,현대,0,0,Mid-Large suv,2,싼타페,현대
134,그란투리스모 (GT),그란투리스모,마세라티,0,0,Sedan,2,그란투리스모,마세라티
135,디스커버리 스포츠,디스커버리 스포츠,랜드로버,0,0,Mid-Large suv,3,디스커버리 스포츠,랜드로버
136,인피니티 FX50,0,0,0,0,,3,FX,인피니티
