,name,model,maker,prefix,postfix,kind,num_model,model_names,maker_new
89,포르쉐 911 2020년형,911,포르쉐,0,0,Coupe,1,911,포르쉐
90,아우디 A7 4K8,A7,아우디,0,4K8,Sedan,1,A7,아우디
91,랜드로버 디펜더 2020년형,디펜더,랜드로버,0,0,Mid-Large suv,1,디펜더,랜드로버
92,아우디 SQ,SQ,아우디,0,0,Mid-Large suv,1,SQ,아우디
93,볼보 XC60 2020년형,XC60,볼보,0,0,Mid-Large suv,1,XC60,볼보
94,렉서스 NX,NX,렉서스,0,0,Mid-Large suv,1,NX,렉서스
95,BMW 8 시리즈,8 시리즈,BMW,0,0,Sedan,1,8 시리즈,BMW
96,렉서스 RX,0,0,0,0,,1,RX,렉서스
97,BMW Z4 E89,Z4,BMW,0,E89,Coupe,1,Z4,BMW
98,랜드로버 디스커버리 2019년형,디스커버리,랜드로버,0,0,Mid-Large suv,1,디스커버리,랜드로버
99,롤스로이스 고스트,고스트,롤스로이스,0,0,Sedan,1,고스트,롤스로이스
100,벤츠 G-클래스,G-클래스,벤츠,0,0,Mid-Large suv,1,G-클래스,벤츠
101,포르쉐 718,718,포르쉐,0,0,Coupe,1,718,포르쉐
102,혼다 CR-V 2010년형,CR-V,혼다,0,0,Small suv,1,CR-V,혼다
103,아우디 S8 2021년형,S8,아우디,0,0,Sedan,1,S8,아우디
104,페라리 812 슈퍼패스트,812 슈퍼패스트,페라리,0,0,Coupe,1,812 슈퍼패스트,페라리
105,지프 체로키 2017년형,체로키,지프,0,0,Mid-Large suv,1,체로키,지프
106,링컨 네비게이터 2018년형,네비게이터,링컨,0,0,van,1,네비게이터,링컨
107,폭스바겐 투아렉 2020년형,투아렉,폭스바겐,0,0,Mid-Large suv,1,투아렉,폭스바겐
108,BMW 6 시리즈 G32,6 시리즈,BMW,0,G32,Sedan,1,6 시리즈,BMW
109,푸조 308,308,푸조,0,0,Coupe,1,308,푸조
110,미쓰비시 아웃랜더,아웃랜더,미쓰비시,0,0,Mid-Large suv,1,아웃랜더,미쓰비시
111,포르쉐 박스터 2014년형,박스터,포르쉐,0,0,Coupe,1,박스터,포르쉐
112,롤스로이스 고스트 2018년형,고스트,롤스로이스,0,0,Sedan,1,고스트,롤스로이스
113,아우디 A3 8V,A3,아우디,0,8V,Sedan,1,A3,아우디
114,볼보 V90 2021년형,V90,볼보,0,0,Mid-Large suv,1,V90,볼보
115,기아 F/L (출시예정) 스팅어 CK,스팅어,기아,0,CK,Sedan,1,스팅어,기아
116,인피니티 QX 2020년형,QX,인피니티,0,0,Mid-Large suv,1,QX,인피니티
117,인피니티 Q 시리즈 2020년형,Q 시리즈,인피니티,0,0,Sedan,1,Q 시리즈,인피니티
118,링컨 네비게이터 2021년형,네비게이터,링컨,0,0,van,1,네비게이터,링컨
119,BMW 3 시리즈 E46,3 시리즈,BMW,0,E46,Sedan,1,3 시리즈,BMW
120,폭스바겐 골프 2016년형,골프,폭스바겐,0,0,Sedan,1,골프,폭스바겐
121,V90,V90,볼보,0,0,Mid-Large suv,1,V90,볼보
122,폭스바겐 파사트 2018년형,파사트,폭스바겐,0,0,Sedan,1,파사트,폭스바겐
123,포르쉐 마칸 2020년형,마칸,포르쉐,0,0,Mid-Large suv,1,마칸,포르쉐
124,토요타 도요타86 2021년형,도요타86,토요타,0,0,Coupe,1,도요타86,토요타
125,닷지 챌린저 2019년형,챌린저,닷지,0,0,Coupe,1,챌린저,닷지
126,렉서스 RX 2012년형,0,0,0,0,,1,RX,렉서스
127,링컨 에비에이터 2021년형,에비에이터,링컨,0,0,Mid-Large suv,1,에비에이터,링컨
128,렉서스 SC,SC,렉서스,0,0,Coupe,1,SC,렉서스
129,쉐보레/한국GM 카마로,카마로,쉐보레,0,0,Coupe,1,카마로,쉐보레/한국GM
130,렉서스 LX 2017년형,LX,렉서스,0,0,Mid-Large suv,1,LX,렉서스
131,포르쉐 카이엔 2010년형,카이엔,포르쉐,0,0,Mid-Large suv,1,카이엔,포르쉐
132,농업용트랙터M6-108,M6,BMW,0,0,Sedan,1,M6 시리즈,구보다
133,다이너스티,다이너스티,현대,0,0,Sedan,1,다이너스티,현대
134,링컨 MKX 2021년형,MKX,링컨,0,0,Mid-Large suv,1,MKX,링컨
135,아우디 세부 분류,0,0,0,0,,1,,아우디
136,비이스만 GT 2021년형,0,0,0,0,,1,GT,비이스만
137,크라이슬러 비전 2021년형,비전,크라이슬러,0,0,Sedan,1,비전,크라이슬러
138,현대 출시예정 아반떼 CN7,아반떼,현대,0,CN7,Sedan,1,아반떼,현대
139,토요타 시에나 2019년형,시에나,토요타,0,0,van,1,시에나,토요타
140,쉐보레/한국GM 더뉴 아베오 T300,아베오,쉐보레/한국GM,더뉴,T300,Sedan,1,아베오,쉐보레/한국GM
141,포르쉐 박스터 2020년형,박스터,포르쉐,0,0,Coupe,1,박스터,포르쉐
142,BMW X6 E71/72,X6,BMW,0,E71/72,Mid-Large suv,1,X6,BMW
143,덤프트럭 25.5T,0,0,0,0,,1,덤프트럭,
144,테슬라 모델 3 2019년형,모델 3,테슬라,0,0,Sedan,1,모델 3,테슬라
145,아우디 Q7 2019년형,Q7,아우디,0,0,Mid-Large suv,1,Q7,아우디
146,닛산 엑스테라 2020년형,엑스테라,닛산,0,0,Mid-Large suv,1,엑스테라,닛산
147,쏘나타DN,쏘나타,현대,0,0,Sedan,1,쏘나타,현대
148,벤츠 G-클래스 W464,G-클래스,벤츠,0,W464,Mid-Large suv,1,G-클래스,벤츠
149,트럭 3 1열 봉고 PU,1열 봉고,기아,트럭 3,PU,One row truck,1,1열 봉고,기아
150,인피니티 JX 2020년형,JX,인피니티,0,0,Mid-Large suv,1,JX,인피니티
151,닛산 NV밴 2020년형,NV밴,닛산,0,0,van,1,NV밴,닛산
152,아우디A6,A6,아우디,0,0,Sedan,1,A6,아우디
153,람보르기니 디아블로,디아블로,람보르기니,0,0,Coupe,1,디아블로,람보르기니
154,폭스바겐 제타 2014년형,제타,폭스바겐,0,0,Sedan,1,제타,폭스바겐
155,쌍용 H뉴클래식 체어맨 W100,체어맨,쌍용,H뉴클래식,W100,Sedan,1,체어맨,쌍용
156,쉐보레/한국GM 2 다마스,다마스,쉐보레/한국GM,2,0,Three row truck,1,다마스,쉐보레/한국GM
157,테슬라 모델 S 2019년형,모델 S,테슬라,0,0,Sedan,1,모델 S,테슬라
158,쉐보레/한국GM 캡티바 유로6,캡티바,홀덴,0,유로6,Mid-Large suv,1,캡티바,쉐보레/한국GM
159,지프 컴패스,컴패스,지프,0,0,Mid-Large suv,1,컴패스,지프
160,렉서스 LS 2019년형,0,0,0,0,,1,LS,"['렉서스', '링컨']"
161,닛산 큐브 2011년형,큐브,닛산,0,0,Sedan,1,큐브,닛산
162,쉐보레 콜벳,콜벳,쉐보레,0,0,Coupe,1,콜벳,쉐보레
163,인피니티 Q 시리즈 2019년형,Q 시리즈,인피니티,0,0,Sedan,1,Q 시리즈,인피니티
164,벤츠 C-클래스 W204/C204,C-클래스,벤츠,0,W204,Sedan,1,C-클래스,벤츠
165,폭스바겐 CC 2014년형,CC,폭스바겐,0,0,Sedan,1,CC,폭스바겐
166,기아 어드밴스 로체 MG,로체,기아,어드밴스,MG,Sedan,1,로체,기아
167,볼보 S90 2017년형,S90,볼보,0,0,Sedan,1,S90,볼보
168,지프 루비콘 2020년형,루비콘,지프,0,0,Mid-Large suv,1,루비콘,지프
169,쉐보레/대우 이쿼녹스 3세대,이쿼녹스,쉐보레/한국GM,3세대,0,Small suv,1,이쿼녹스,쉐보레/한국GM
170,재규어 XE 2016년형,XE,재규어,0,0,Sedan,1,XE,재규어
171,현대 올뉴 아반떼 J2,아반떼,현대,올뉴,J2,Sedan,1,아반떼,현대
172,포르쉐 카이엔 2018년형,카이엔,포르쉐,0,0,Mid-Large suv,1,카이엔,포르쉐
173,포드 F-시리즈 2011년형,F-시리즈,포드,0,0,Mid-Large suv,1,F-시리즈,포드
174,테슬라 모델 S 2020년형,모델 S,테슬라,0,0,Sedan,1,모델 S,테슬라
175,재규어 XJ 2017년형,XJ,재규어,0,0,Sedan,1,XJ,재규어
176,벤츠 E-클래스 W211,E-클래스,벤츠,0,W211,Sedan,1,E-클래스,벤츠
177,포드 몬데오 2017년형,몬데오,포드,0,0,Sedan,1,몬데오,포드
178,아우디 A6 2020년형,A6,아우디,0,0,Sedan,1,A6,아우디
179,랜드로버 프리랜더 2014년형,프리랜더,랜드로버,0,0,Mid-Large suv,1,프리랜더,랜드로버
180,포르쉐 파나메라 2017년형,파나메라,포르쉐,0,0,Sedan,1,파나메라,포르쉐
181,볼보 V70 2019년형,V70,볼보,0,0,Mid-Large suv,1,V70,볼보
182,E-클래스,E-클래스,벤츠,0,0,Sedan,1,E-클래스,벤츠
183,올뉴 쏘렌토 UM,쏘렌토,기아,올뉴,UM,Mid-Large suv,1,쏘렌토,기아
184,E-클래스 2017년형,E-클래스,벤츠,0,0,Sedan,1,E-클래스,벤츠
185,스포티지 QL 더볼드,스포티지,기아,더볼드,QL,Mid-Large suv,1,스포티지,기아
186,K9 RJ 더,K9,기아,더,RJ,Sedan,1,K9,기아
187,CT ,CT,렉서스,0,0,Sedan,1,CT,렉서스
188,싼타페 ,싼타페,현대,0,0,Mid-Large suv,1,싼타페,현대
189,렉스턴 ,렉스턴,쌍용,0,0,Mid-Large suv,1,렉스턴,쌍용
190,쏘나타 ,쏘나타,현대,0,0,Sedan,1,쏘나타,현대
191,7 시리즈,7 시리즈,BMW,0,0,Sedan,1,7 시리즈,BMW
192,티구안올스페이스,티구안,폭스바겐,0,0,Mid-Large suv,1,티구안,폭스바겐
193,몬데오,몬데오,포드,0,0,Sedan,1,몬데오,포드
194,CLK클래스,0,0,0,0,,1,CLK-클래스,벤츠
195,캘리포니아30,캘리포니아,페라리,0,0,Coupe,1,캘리포니아,페라리
196,쉐보레/한국GM 뉴 다마스,다마스,쉐보레/한국GM,뉴,0,Three row truck,1,다마스,쉐보레/한국GM
197,쉐보레 카마로 2021년형,카마로,쉐보레,0,0,Coupe,1,카마로,쉐보레
198,닛산 X-TRAIL T32,X-TRAIL,닛산,0,T32,Mid-Large suv,1,X-TRAIL,닛산
199,재규어 XF 2013년형,XF,재규어,0,0,Sedan,1,XF,재규어
200,기아 더뉴 카렌스 RP,카렌스,기아,더뉴,RP,Small suv,1,카렌스,기아
201,현대5톤덤프트럭,0,0,0,0,,1,덤프트럭,현대
202,닛산 알마다,알마다,닛산,0,0,Mid-Large suv,1,알마다,닛산
203,포드 몬데오 2016년형,몬데오,포드,0,0,Sedan,1,몬데오,포드
204,랜드로버 레인지로버 2013년형,레인지로버,랜드로버,0,0,Mid-Large suv,1,레인지로버,랜드로버
205,스마트 포투,포투,스마트,0,0,Coupe,1,포투,스마트
206,혼다 오딧세이 2014년형,오딧세이,혼다,0,0,van,1,오딧세이,혼다
207,재규어 XF 2011년형,XF,재규어,0,0,Sedan,1,XF,재규어
208,스바루 임프레자,임프레자,스바루,0,0,Sedan,1,임프레자,스바루
209,2007년 대우 레조,0,0,0,0,,1,레조,쉐보레/한국GM
210,포드 토러스 2017년형,토러스,포드,0,0,Sedan,1,토러스,포드
211,혼다 어코드 2011년형,어코드,혼다,0,0,Sedan,1,어코드,혼다
212,기아 2 카니발 KV-II,카니발,기아,2,KV-II,van,1,카니발,기아
213,현대 투스카니 GK,투스카니,현대,0,GK,Coupe,1,투스카니,현대
214,카니발 9인승,카니발,기아,0,0,van,1,카니발,기아
215,허머 H3,H3,허머,0,0,Mid-Large suv,1,H3,허머
216,인피니티 G 시리즈 2010년형,G 시리즈,인피니티,0,0,Sedan,1,G 시리즈,인피니티
217,포르쉐 카이맨 2021년형,카이맨,포르쉐,0,0,Coupe,1,카이맨,포르쉐
218,재규어 F페이스 2017년형,F페이스,재규어,0,0,Mid-Large suv,1,F페이스,재규어
219,현대 쏘나타 DN8 하이브리드,쏘나타,현대,0,DN8,Sedan,1,쏘나타,현대
220,지프 랭글러 2017년형,랭글러,지프,0,0,Mid-Large suv,1,랭글러,지프
221,아우디 S3 2016년형,S3,아우디,0,0,Sedan,1,S3,아우디
222,캐딜락 DTS,DTS,캐딜락,0,0,Sedan,1,DTS,캐딜락
223,GMC 사바나밴 2020년형,사바나밴,GMC,0,0,van,1,사바나밴,GMC
224,포드 F-시리즈 2013년형,F-시리즈,포드,0,0,Mid-Large suv,1,F-시리즈,포드
225,포드 머스탱 2016년형,머스탱,포드,0,0,Coupe,1,머스탱,포드
226,닷지 듀랑고 2019년형,듀랑고,닷지,0,0,Mid-Large suv,1,듀랑고,닷지
227,인피니티 FX,0,0,0,0,,1,FX,인피니티
228,싼타모,싼타모,현대,0,0,van,1,싼타모,현대
229,마쯔다 MX,MX,마쯔다,0,0,Coupe,1,MX,마쯔다
230,폭스바겐 티구안 2011년형,티구안,폭스바겐,0,0,Mid-Large suv,1,티구안,폭스바겐
231,스마트 포투 2011년형,포투,스마트,0,0,Coupe,1,포투,스마트
232,퓨전,퓨전,포드,0,0,Sedan,1,퓨전,포드
233,링컨 MKS 2013년형,MKS,링컨,0,0,Sedan,1,MKS,링컨
234,크라이슬러 200 2016년형,0,0,0,0,,1,200,크라이슬러
235,폭스바겐 페이톤 2011년형,페이톤,폭스바겐,0,0,Sedan,1,페이톤,폭스바겐
236,지프 컴패스 2020년형,컴패스,지프,0,0,Mid-Large suv,1,컴패스,지프
237,렉서스 LS 2013년형,0,0,0,0,,1,LS,렉서스
238,투스카니,투스카니,현대,0,0,Coupe,1,투스카니,현대
239,볼보 XC90 2014년형,XC90,볼보,0,0,Mid-Large suv,1,XC90,볼보
240,쉐보레/대우 매그너스,매그너스,쉐보레/한국GM,0,0,Sedan,1,매그너스,쉐보레/한국GM
241,벤츠 M-클래스 2012년형,M-클래스,벤츠,0,0,Mid-Large suv,1,M-클래스,벤츠
242,혼다 크로스로드 2013년형,크로스로드,혼다,0,0,Mid-Large suv,1,크로스로드,혼다
243,링컨 MKX 2012년형,MKX,링컨,0,0,Mid-Large suv,1,MKX,링컨
244,임팔라 10세대,임팔라,쉐보레,0,10세대,Sedan,1,임팔라,쉐보레
245,쏘나타 LF 뉴라이즈,쏘나타,현대,뉴라이즈,LF,Sedan,1,쏘나타,현대
246,아반떼 AD 더뉴,아반떼,현대,더뉴,AD,Sedan,1,아반떼,현대
247,아반떼 MD 더뉴,아반떼,현대,더뉴,MD,Sedan,1,아반떼,현대
248,티볼리 ,티볼리,쌍용,0,0,Small suv,1,티볼리,쌍용
249,F-시리즈,F-시리즈,포드,0,0,Mid-Large suv,1,F-시리즈,포드
250,트랜짓,트랜짓,포드,0,0,van,1,트랜짓,포드
251,랭글러 시리즈,랭글러,지프,0,0,Mid-Large suv,1,랭글러,지프
252,허슬러,허슬러,스즈키,0,0,Small suv,1,허슬러,스즈키
253,G2크루즈,크루즈,홀덴,0,0,Sedan,1,크루즈,쉐보레/한국GM
254,리오SF,리오,기아,0,SF,Sedan,1,리오,기아
255,뮬산,뮬산,벤틀리,0,0,Sedan,1,뮬산,벤틀리
256,젠트라 X,젠트라,쉐보레/한국GM,X,0,Sedan,1,젠트라,쉐보레/한국GM
257,E200 카브리올레,0,0,0,0,,1,E-클래스,벤츠
258,C200 카브리올레,0,0,0,0,,1,C-클래스,벤츠
