origin,maker,model,side_windows,type,prefix,postfix,year,Coupe / Sedan / Small suv / Mid-Large suv / van
일본,토요타,알파드,6,van,,,,van
일본,토요타,야리스(비츠),4,sedan,,,,Sedan
일본,토요타,위시,4,sedan,,,,Small suv
일본,토요타,윌,4,sedan,,,,Sedan
일본,토요타,입섬,4,sedan,,,,Small suv
일본,토요타,캠리,4,sedan,,,,Sedan
일본,토요타,코롤라,4,sedan,,,,Sedan
일본,토요타,크라운,4,sedan,,,,Sedan
일본,토요타,타코마 픽업,4,suv,,,,Mid-Large suv
일본,토요타,툰드라,4,suv,,,,Mid-Large suv
일본,토요타,펀 카르고,4,sedan,,,,Small suv
일본,토요타,포르테,4,sedan,,,,Sedan
일본,토요타,프리우스,4,sedan,,,,Sedan
일본,토요타,프리우스C,4,sedan,,,,Sedan
일본,토요타,하이랜더,4,suv,,,,Mid-Large suv
일본,토요타,하이럭스,4,suv,,,,Mid-Large suv
일본,토요타,해리어,4,suv,,,,Mid-Large suv
기타,파가니,존다,2,sedan,,,,Coupe
기타,파가니,후에이라,2,sedan,,,,Coupe
기타,페라리,308,2,sedan,,,,Coupe
기타,페라리,348,2,sedan,,,,Coupe
기타,페라리,360,2,sedan,,,,Coupe
기타,페라리,456,2,sedan,,,,Coupe
기타,페라리,458,2,sedan,,,,Coupe
기타,페라리,488,2,sedan,,,,Coupe
기타,페라리,550,2,sedan,,,,Coupe
기타,페라리,599,2,sedan,,,,Coupe
기타,페라리,612,2,sedan,,,,Coupe
기타,페라리,250 GTO,2,sedan,,,,Coupe
기타,페라리,512M,2,sedan,,,,Coupe
기타,페라리,512TR,2,sedan,,,,Coupe
기타,페라리,575M,2,sedan,,,,Coupe
기타,페라리,812 슈퍼패스트,2,sedan,,,,Coupe
기타,페라리,812 GTS,2,sedan,,,,Coupe
기타,페라리,F12 베를리네타,2,sedan,,,,Coupe
기타,페라리,F355,2,sedan,,,,Coupe
기타,페라리,F40,2,sedan,,,,Coupe
기타,페라리,F430,2,sedan,,,,Coupe
기타,페라리,FF,2,sedan,,,,Coupe
기타,페라리,GTC4 루쏘,2,sedan,,,,Coupe
기타,페라리,엔초,2,sedan,,,,Coupe
기타,페라리,캘리포니아,2,sedan,,,,Coupe
기타,페라리,포르토피노,2,sedan,,,,Coupe
기타,페라리,로마,2,sedan,,,,Coupe
기타,페라리,SF90 스트라달레,2,sedan,,,,Coupe
미국,포드,E-시리즈,6,van,,,,van
미국,포드,F-시리즈,4,suv,,,,Mid-Large suv
미국,포드,GT,2,sedan,,,,Coupe
미국,포드,S-MAX,6,van,,,,van
미국,포드,레인져,4,suv,,,,Mid-Large suv
미국,포드,머스탱,2,sedan,,,,Coupe
미국,포드,몬데오,4,sedan,,,,Sedan
미국,포드,브롱코,4,suv,,,,Mid-Large suv
미국,포드,스포츠트랙,4,suv,,,,Mid-Large suv
미국,포드,썬더버드,2,sedan,,,,Coupe
미국,포드,윈드스타,6,van,,,,van
미국,포드,이스케이프,4,sedan,,,,Small suv
미국,포드,익스플로러,4,suv,All New,,2019~현재,Mid-Large suv
미국,포드,익스플로러,4,suv,5세대 F/L,,2015~2019,Mid-Large suv
미국,포드,익스플로러,4,suv,5세대,,2011~2015,Mid-Large suv
미국,포드,익스플로러,4,suv,4세대,,2006~2010,Mid-Large suv
미국,포드,쿠가,4,suv,,,,Mid-Large suv
미국,포드,토러스,4,sedan,,,,Sedan
미국,포드,트랜짓,6,van,,,,van
미국,포드,파이브 헌드레드,4,sedan,,,,Sedan
미국,포드,포커스,4,sedan,,,,Sedan
미국,포드,퓨전,4,sedan,,,,Sedan
미국,포드,프리스타일,4,suv,,,,Mid-Large suv
독일,포르쉐,356,2,sedan,,,,Coupe
독일,포르쉐,718,2,sedan,,,,Coupe
독일,포르쉐,911,2,sedan,,,,Coupe
독일,포르쉐,968,2,sedan,,,,Coupe
독일,포르쉐,마칸,4,suv,,,,Mid-Large suv
독일,포르쉐,박스터,2,sedan,,,,Coupe
독일,포르쉐,카레라GT,2,sedan,,,,Coupe
독일,포르쉐,카이맨,2,sedan,,,,Coupe
독일,포르쉐,카이엔,4,suv,쿠페,9Y0,2017~현재,Mid-Large suv
독일,포르쉐,카이엔,4,suv,,9Y0,2017~현재,Mid-Large suv
독일,포르쉐,카이엔,4,suv,,958,2010~2017,Mid-Large suv
독일,포르쉐,카이엔,4,suv,,957,2007~2010,Mid-Large suv
독일,포르쉐,카이엔,4,suv,,955,2002~2006,Mid-Large suv
독일,포르쉐,타이칸,4,sedan,,,2020~현재,Sedan
독일,포르쉐,파나메라,4,sedan,더 뉴,971,2021~출시예정,Sedan
독일,포르쉐,파나메라,4,sedan,,971,2016~현재,Sedan
독일,포르쉐,파나메라,4,sedan,,970,2009~2016,Sedan
기타,포톤,사우바나,4,sedan,,,,Small suv
기타,포톤,툰랜드,4,suv,,,,Mid-Large suv
독일,폭스바겐,티록,4,sedan,,,,Small suv
독일,폭스바겐,CC,4,sedan,,,,Sedan
독일,폭스바겐,골프,4,sedan,,,,Sedan
독일,폭스바겐,비틀,4,sedan,,,,Sedan
독일,폭스바겐,시로코,4,sedan,,,,Sedan
독일,폭스바겐,아테온,4,sedan,,,,Sedan
독일,폭스바겐,이오스,2,sedan,,,,Coupe
독일,폭스바겐,제타,4,sedan,,,,Sedan
독일,폭스바겐,투아렉,4,suv,,,,Mid-Large suv
독일,폭스바겐,티구안,4,suv,,,,Mid-Large suv
독일,폭스바겐,파사트,4,sedan,,,,Sedan
독일,폭스바겐,페이톤,4,sedan,,,,Sedan
독일,폭스바겐,폴로,4,sedan,,,,Sedan
독일,폭스바겐,투란,4,sedan,,,,Small suv
미국,폰티악,그랑프리,4,sedan,,,,Sedan
미국,폰티악,그랜드엠,4,sedan,,,,Sedan
미국,폰티악,솔스티스,2,sedan,,,,Coupe
미국,폰티악,트랜스앰,2,sedan,,,,Coupe
미국,폰티악,파이어버드,2,sedan,,,,Coupe
기타,푸조,107,4,sedan,,,,Sedan
기타,푸조,205,4,sedan,,,,Sedan
기타,푸조,206,4,sedan,,,,Sedan
기타,푸조,207,4,sedan,,,,Sedan
기타,푸조,208,4,sedan,,,,Sedan
기타,푸조,306,4,sedan,,,,Sedan
기타,푸조,307,4,sedan,,,,Sedan
기타,푸조,308,4,sedan,,,,Sedan
기타,푸조,405,4,sedan,,,,Sedan
기타,푸조,406,4,sedan,,,,Sedan
기타,푸조,407,4,sedan,,,,Sedan
기타,푸조,407,4,sedan,,,,Sedan
기타,푸조,505,4,sedan,,,,Sedan
기타,푸조,508,4,sedan,뉴,,2019~현재,Sedan
기타,푸조,508,4,sedan,F/L,,2014~2018,Sedan
기타,푸조,508,4,sedan,,,2011~2014,Sedan
기타,푸조,604,4,sedan,,,,Sedan
기타,푸조,605,4,sedan,,,,Sedan
기타,푸조,607,4,sedan,,,,Sedan
기타,푸조,806,4,sedan,,,,Sedan
기타,푸조,807,4,sedan,,,,Sedan
기타,푸조,1007,4,sedan,,,,Sedan
기타,푸조,2008,4,sedan,,,,Small suv
기타,푸조,3008,4,sedan,,,,Small suv
기타,푸조,5008,4,sedan,,,,Small suv
기타,푸조,207CC,4,sedan,,,,Sedan
기타,푸조,307SW,4,sedan,,,,Small suv
기타,푸조,308 5도어 308CC,4,sedan,,,,Sedan
기타,푸조,308SW,4,sedan,,,,Small suv
기타,푸조,508SW,4,sedan,,,,Small suv
기타,푸조,RCZ,2,sedan,,,,Coupe
기타,푸조,익스퍼트,6,van,,,,van
기타,푸조,파트너,6,van,,,,van
미국,피스커,라티고 CS,2,sedan,,,,Coupe
미국,피스커,트리몬트,4,sedan,,,,Sedan
기타,피아트,124,4,sedan,,,,Sedan
기타,피아트,500,4,sedan,,,,Sedan
기타,피아트,600,4,sedan,,,,Sedan
기타,피아트,500X,4,sedan,,,,Small suv
기타,피아트,바르게타,2,sedan,,,,Coupe
기타,피아트,쿠페,2,sedan,,,,Coupe
기타,피아트,크로마,4,sedan,,,,Small suv
기타,피아트,판다 4x4,4,sedan,,,,Small suv
기타,피아트,푼토,4,sedan,,,,Sedan
기타,피아트,프리몬트,4,suv,,,,Mid-Large suv
미국,허머,H1,4,suv,,,,Mid-Large suv
미국,허머,H2,4,suv,,,,Mid-Large suv
미국,허머,H3,4,suv,,,,Mid-Large suv
일본,혼다,CR-V,4,sedan,,,,Small suv
일본,혼다,CR-X,2,sedan,,,,Coupe
일본,혼다,CR-Z,2,sedan,,,,Coupe
일본,혼다,FR-V,6,van,,,,van
일본,혼다,HR-V,4,sedan,,,,Sedan
일본,혼다,N-BOX,4,sedan,,,,Sedan
일본,혼다,N-ONE,4,sedan,,,,Sedan
일본,혼다,NSX,2,sedan,,,,Coupe
일본,혼다,S2000,2,sedan,,,,Coupe
일본,혼다,S660,2,sedan,,,,Coupe
일본,혼다,댓츠,4,sedan,,,,Sedan
일본,혼다,레전드,4,sedan,,,,Sedan
일본,혼다,리지라인,4,suv,,,,Mid-Large suv
일본,혼다,비트,2,sedan,,,,Coupe
일본,혼다,시빅,4,sedan,,,,Sedan
일본,혼다,시빅 쿠페,2,sedan,,,,Coupe
일본,혼다,어코드,4,sedan,,,,Sedan
일본,혼다,엘리먼트,4,suv,,,,Mid-Large suv
일본,혼다,오딧세이,6,van,,,,van
일본,혼다,인사이트,4,sedan,,,,Sedan
일본,혼다,인테그라,2,sedan,,,,Coupe
일본,혼다,크로스로드,4,suv,,,,Mid-Large suv
일본,혼다,크로스투어,4,suv,,,,Mid-Large suv
일본,혼다,파일럿,4,suv,,,,Mid-Large suv
일본,혼다,프렐류드,2,sedan,,,,Coupe
기타,홀덴,스테이츠맨,4,sedan,,,,Sedan
기타,홀덴,에피카,4,sedan,,,,Sedan
기타,홀덴,카프라이스,4,sedan,,,,Sedan
기타,홀덴,칼라이스,4,sedan,,,,Sedan
기타,홀덴,캡티바,4,suv,,,,Mid-Large suv
기타,홀덴,코모도어,4,sedan,,,,Sedan
기타,홀덴,콜로라도,4,suv,,,,Mid-Large suv
기타,홀덴,콤보,4,sedan,,,,Sedan
기타,홀덴,크루즈,4,sedan,,,,Sedan
기타,동풍소콘,펜곤 ix5,4,suv,,,2019~현재,Mid-Large suv
기타,동풍소콘,C31,2,onerowtruck,,,2019~현재,One row truck
기타,동풍소콘,C32,4,tworowtruck,,,2019~현재,Two row truck
기타,동풍소콘,C35,6,van,,,2019~현재,van
