,store,new_store,works,region
368,45adb5a0b61ec807013f2e49faa5c010,서울특별시_79,468,서울특별시
369,6ff83199f39afdf184e5d13b41d0177b,서울특별시_61,432,서울특별시
370,a7a8b2584ca9b149968039bdbefdea62,인천광역시_11,166,인천광역시
371,f338100af12e3c0720f6452a24d0414b,경기도_68,197,경기도
372,4fcdab790f39c5c35f3096b353218a28,경기도_208,3,경기도
373,715161d80576c714f0b6775809141298,광주광역시_17,1729,광주광역시
374,04bf7e5c9311f87aa511ad4685aca54a,대구광역시_15,304,대구광역시
375,2011ed76f766331aaccefacc2e1b1bb3,대구광역시_12,1397,대구광역시
376,d0a09680e139fe4dc551181577be805b,부산광역시_5,95,부산광역시
377,e1b3426e48ab039df1464663c5d1e181,광주광역시_12,114,광주광역시
378,45148b4dad41c49df86eb4e2967ebcfe,대구광역시_23,1087,대구광역시
379,657c9b2b147403bfd2ac9c57db68ea9b,대구광역시_60,6,대구광역시
380,a7a091d3641f27ce80bdb0c5708b59ef,대구광역시_3,1301,대구광역시
381,0efc7a874ce8f03d942af55421e7e2fe,강원도_18,33,강원도
382,7175745b038fa0f2767aa0f630a1e6ff,전라남도_18,136,전라남도
383,be75228c7c4ede0b7319d7b0f2d5774e,대전광역시_20,52,대전광역시
384,91ce6c6513d7687b6bf318ee7d9b1825,광주광역시_0,3223,광주광역시
385,1b0e636365a32ba7ab6b388bc0ba1a8e,인천광역시_34,1497,인천광역시
386,5f5a16046a8a157e1afb4637bd27e89b,경상남도_32,1512,경상남도
387,e97d9aa6071db841249e9afa6e37ef8d,부산광역시_40,516,부산광역시
388,15683abddbb3c3f5199a09eb42d4c48e,경기도_47,76,경기도
389,684e2165feace1a8db5964b78493f333,경기도_14,546,경기도
390,0c7cb8c97470069c2208d912070c60a3,경기도_59,1230,경기도
391,ddc31f7336f8b3e0d69c1c7dfab49fb5,경기도_149,4,경기도
392,2fe978dcd93a75f5602ccc7539eba846,경기도_275,44,경기도
393,8452d7035c95ca1f06a27d0b0980129c,경기도_227,71,경기도
394,e48a47cf8450500da007cf4ccbad1695,대전광역시_6,121,대전광역시
395,aadfc2d1e30198a06c732858ddea91c6,경상남도_18,630,경상남도
396,86ce0c0b0c95bf2b05b14ed528e16495,대구광역시_27,711,대구광역시
397,e16614e0b63f6c32a4cd39c9047a6ce8,대구광역시_0,784,대구광역시
398,43f96563e967baf731f2e32b22d6dbdf,경기도_53,250,경기도
399,73e5ee67d0e05e6e7b9c415d465c83b1,서울특별시_22,1022,서울특별시
400,b9290d4a321e1d012e379c1c3f989a0e,서울특별시_31,415,서울특별시
401,fd96b4c9b326c7107d3f2f22b7a43bd9,경상북도_3,3459,경상북도
402,46d026058e7bd48032dd256d7449222d,울산광역시_0,1780,울산광역시
403,017119dd63620494c9ad22076c75d54c,대구광역시_1,697,대구광역시
404,519bc458e4ca5b463b3d9a2314696df7,경상북도_18,887,경상북도
405,c3f1acf5cfff66fe688c9dbd431ebd8a,경기도_52,55,경기도
406,397703885f757dca7de77bfea3f409af,강원도_9,72,강원도
407,9fe1dafbdb75060c3b3a54e930df001c,nan_7,47,nan
408,68071f87d7c614896281b55f276f7d0d,nan_2,72,nan
409,c32449c8e90d72347417eee375185a16,nan_5,11,nan
410,626b41f729bcc82ffd2df3a172c53787,nan_6,9,nan
411,dbfa90f4b1ca3d81f564ef442a6f4156,nan_3,3,nan
412,94ee70074484bf0cb951138a54edfc5c,경상북도_15,345,경상북도
413,734e71fd0059ac28be0fb5861b0e042b,경상북도_42,217,경상북도
414,1637a4ca39e63fb00973f06ffa2ab003,부산광역시_21,128,부산광역시
415,e74a7569d11af5136d26b7d4068340c9,서울특별시_68,481,서울특별시
416,f8798ae2fd4b45eea49eb1f80822d82a,부산광역시_53,3,부산광역시
417,010ab20bebdd75cc7e84813ee4f98371,부산광역시_34,28,부산광역시
418,180e79f285081c30dd726311f7e8e0f6,서울특별시_43,608,서울특별시
419,455500fc6514bc198de02af231c4520a,부산광역시_19,6,부산광역시
420,85628ca102d60eb44397f93dac42b4df,경상북도_49,1,경상북도
421,8938a4698be6eb8f0d24545d040c4d23,서울특별시_59,21,서울특별시
422,f139bb0d7ac4dff783637ac0b5b8ebbb,대구광역시_7,887,대구광역시
423,681c86cd9ee41ceb68b74c16773af0b5,경기도_172,21,경기도
424,f6b45763d2acb542af2ea929e48d6120,대구광역시_4,33,대구광역시
425,f177412a58d8eddd4c2e918673766601,부산광역시_22,1801,부산광역시
426,0c58f1fc0bb20e6dcefc1d7159799a7a,부산광역시_55,365,부산광역시
427,4e96473038a2decfd4e61e9078dea830,전라북도_9,256,전라북도
428,012ab097e97e103b1e6f8c196da7a875,서울특별시_39,809,서울특별시
429,2bc7612ba95c1a013e4099483644429b,서울특별시_152,82,서울특별시
430,d623247dbb3ddf81ebcfac04becbdd0b,인천광역시_41,72,인천광역시
431,b90ada54647b4949c80f4f31b8285cc7,인천광역시_53,1,인천광역시
432,34ff3b9e4004aacaecbf8aa1f5b1ca51,충청남도_29,15,충청남도
433,2352c2e775957f20f5c2f03cd8db1f55,대구광역시_18,1285,대구광역시
434,977bf6e633bc252a487a8474d9c97bbb,경기도_119,16,경기도
435,6e484691e98ccc10a89c3e121f557782,광주광역시_24,19,광주광역시
436,5b559a9f19cc24e06c6c9a7f69db2387,울산광역시_13,74,울산광역시
437,287b33978bda40ad8e7aee9adf445f99,경상남도_22,790,경상남도
438,adb37f7d6c291c1fac89f9af0defb0a9,경상북도_1,76,경상북도
439,6ff8ad204e8fdf3c7d986350ee6b6d6f,대전광역시_5,266,대전광역시
440,e4342921912d4dc338c1d0d2515ee300,강원도_7,26,강원도
441,82c7ffc6c1db0c9de2d572c5787684e2,경상북도_37,372,경상북도
442,c39bdd323d685fb829631f854a9bba28,경상북도_6,469,경상북도
443,c0e10c619370a94e1926e3bf7704208c,대구광역시_49,413,대구광역시
444,b7099d1f6e913e37a55750d57fced326,부산광역시_59,344,부산광역시
445,526c7b3bc3ecbbb62adc0c5e481520a4,광주광역시_10,478,광주광역시
446,4c2fcd09e89f6d15069c4a05f6c5d886,광주광역시_34,9,광주광역시
447,d9e7a6aa48bbbf81cf0ec745436ecd30,대전광역시_23,792,대전광역시
448,9ee223ff03950ba2e9d77954107b5480,경기도_190,1149,경기도
449,65032992da070e66d5e8bd46ea5298d3,경기도_23,41,경기도
450,6daecef752c5bc743aee908fb9a75428,경기도_115,23,경기도
451,d2f23c04244300e2f31e3b2d9aa2d13a,경기도_58,30,경기도
452,460c01c006892a34767077557efa73eb,제주특별자치도_4,64,제주특별자치도
453,ae3a52bb9d6ecd16772905d1ccaff169,부산광역시_37,1997,부산광역시
454,5de42397b68ed43397746de0d89d4ca9,부산광역시_64,481,부산광역시
455,034d1dbec6baa4c9ebb89f89b1418649,경기도_114,944,경기도
456,22cf72dbc3e3ddacb792e65487c1bf86,서울특별시_66,203,서울특별시
457,b8126b21443a2d5e3858aadeba78a7ef,광주광역시_20,200,광주광역시
458,09efed4a144498896ded3a25c3b2ea7c,울산광역시_8,388,울산광역시
459,53cb66ae3d6b678bc6a922aaeb7e6a1b,경기도_215,1420,경기도
460,46e2aff4153534bc37dea156ab79646d,경기도_261,264,경기도
461,6c8c1a7fb9e2bba31640762ea7f3f8ea,경기도_122,937,경기도
462,400fee0d4406e76eea6d5677edefe56f,경기도_300,546,경기도
463,cb792a809a76c2799ca95547ed3bacce,경기도_207,614,경기도
464,3c52ee815c1ec3e1f125af27fa1bbea6,경기도_132,97,경기도
465,d71ab7c93de841bacb5c3b5759063a14,경기도_185,9,경기도
466,538485f761fbc120edd5bf4aa1997b7b,경기도_192,6,경기도
467,43bed24222d9fd7beb84b0c24e067f12,대구광역시_59,316,대구광역시
468,cc6904bb2dbd56356b7a1899b46c2fff,전라남도_16,231,전라남도
469,47384f52ac96eee86ac301d9ffa98aa5,전라남도_20,112,전라남도
470,270cfef1e35daf3efbf920e5e03b75e1,전라남도_19,3,전라남도
471,9da2e4c04b79d77f361553b04a091e23,충청남도_34,862,충청남도
472,522195cbfa4be162729dc357bd1cb386,충청남도_21,914,충청남도
473,1c65dffea1e944dcea1ffcb1f591f301,충청남도_18,5,충청남도
474,1d6d8bca6882f6ec0591c1da87113928,충청남도_31,19,충청남도
475,6ceae0e73d91c27518582139619c1844,전라남도_13,248,전라남도
476,f8ed56ec586d33b525bdaeb62750137f,강원도_34,366,강원도
477,5c26e88fba7a8ff3be85ce0897671244,충청남도_11,298,충청남도
478,730a24f76cb9b3fff977ea0ffa3ca865,부산광역시_69,891,부산광역시
479,084cccf7696548114550c15a8a523e77,울산광역시_7,1292,울산광역시
480,69b045312e6a7ba95d3db545e9681e48,경상남도_45,664,경상남도
481,259451cb86939f83a15ce6aa7d5fb150,서울특별시_141,413,서울특별시
482,288649f955e8001636a5ec7a2ccf8f1d,경기도_294,28,경기도
483,cb9cd66ba7f5fc870352f07ee4bf59ee,경기도_216,422,경기도
484,3147eae799d768facb7f38a8c4924c20,경기도_238,1350,경기도
485,c80867dc730d426ce03065e9f8e0b3cd,경기도_189,564,경기도
486,9f993cdf9978f82697162c605b3c73f6,경기도_264,1089,경기도
487,ca65d394cbbe173d80b04e49811cfcf1,경기도_324,29,경기도
488,9350d99198676f7def676af955ad5fd0,경기도_142,1460,경기도
489,7b0f9bb47243eaee86088fc74ef7d505,경기도_232,126,경기도
490,349eac7646ea48469a72d2d80ed01c36,경기도_64,78,경기도
491,58785463e8a6a59d1f55473d69fd9f8d,경기도_22,167,경기도
492,9143d451f70cc69da226f3fc152bd279,경기도_41,276,경기도
493,faf6556521007e1f71509689bb426b1e,경기도_44,1257,경기도
494,e7fc91d3242a05cc61581166e963565a,경기도_100,2,경기도
495,cf53af4dc146c63d738d35f01f9f0c1c,충청북도_23,547,충청북도
496,e684a2bda766df78fd3faa66f32b3c00,광주광역시_27,1127,광주광역시
497,d4249fac969ad9173b0ad54125162aae,전라북도_15,294,전라북도
498,f84c84a2661489477d7e15df8981775d,대구광역시_14,2729,대구광역시
499,d9a6be7b65fb97252dae4a01d3034e63,서울특별시_87,626,서울특별시
500,30a8d3995ad43e533662981c53aa6bdb,경기도_167,538,경기도
501,9c38b7e2a496d0262c1af3038f382eae,강원도_19,313,강원도
502,caf8fe01748f3590922efb7dceebfa8d,충청남도_12,624,충청남도
503,0da6569f3c2c991d90667652ef942ddd,경기도_217,917,경기도
504,a9abe3dec687616780e7a1bf28f961c9,서울특별시_69,1025,서울특별시
505,6deef0b5f1d3ec43328149ff73f6f677,서울특별시_78,683,서울특별시
506,441b1112364f3e0dafb918813e36b26d,경상남도_58,525,경상남도
507,706647315c8db99cb63189515ea60f42,서울특별시_72,1184,서울특별시
508,6b2eeb9efcb2b4cbbf8891b921cf5f7b,전라남도_9,319,전라남도
509,d27d09636115001999f1a15728e8355d,강원도_41,11,강원도
510,3cb7d03de3a232c461abd4113bea04ff,경기도_91,1242,경기도
511,f3370512c1339b76aeef7abf493b3a58,서울특별시_106,614,서울특별시
512,9d288bdefd473e44d1efdb6292a7c54f,충청북도_25,419,충청북도
513,e19da733f8ee23b016a85ceb0b4e1f60,인천광역시_63,979,인천광역시
514,2e3a3c34b989eb14dc13356dead89745,울산광역시_15,1636,울산광역시
515,029f90bd4fbf219f2954d82f98ba91bd,경상남도_24,413,경상남도
516,4ddc4566099c794ac702c6c0fb5d74fb,경상남도_15,210,경상남도
517,e3b250de8ee848bde098114cc8b4e2bb,강원도_36,351,강원도
518,5fdfc80ac2c1e13722371dd73fd5e834,경기도_80,692,경기도
519,a689f5ebd3b5539b727e4bca0a8ada68,서울특별시_149,321,서울특별시
520,46d8ba07b740c8d2ed988d1d203986ce,경기도_306,242,경기도
521,b2dfea0f878cf98908ce3335f3d4d4de,경기도_272,40,경기도
522,922e06c556d84ced4356d66f00caceb5,경기도_206,1639,경기도
523,d78a5850615766fcb7228e83d7c7e579,경기도_256,1595,경기도
524,e1ecb8d4902fef4a1b4a8bf5815fef7e,경기도_134,13,경기도
525,e6c7e13768aecbd70551ec8c9e1a5b18,경기도_3,1759,경기도
526,eaed5bdfc680de9ebcdcbc1a8bb2b5dc,충청북도_9,489,충청북도
527,2f2d7a07b70d11d83f155b3941c63c15,부산광역시_60,890,부산광역시
528,8bd9bdc335ef314235a82060984fa576,대구광역시_16,1016,대구광역시
529,9ca1206ab174f411feebaf0415f4a07d,서울특별시_150,78,서울특별시
530,1f6059e511363f86f78b091149e73b98,전라북도_40,80,전라북도
531,4381f22715eae6e2284f0971eeaa05d0,인천광역시_25,1422,인천광역시
532,fabc948ab345d29548497f7f6b6fb7bf,서울특별시_32,1784,서울특별시
533,c1138e6c8fbdb4dd2ecff2a1c05a725d,강원도_42,117,강원도
534,866605fea1c8b38c472ee585f29f5147,서울특별시_77,1845,서울특별시
535,088d0f9eaa7be7392563096c0881c819,광주광역시_35,37,광주광역시
536,914b2b12f65faee5a9dae947be93594e,서울특별시_124,1178,서울특별시
537,dfccf7643d8d132090e595894d01a01a,제주특별자치도_14,87,제주특별자치도
538,6f6cc914380ec7f30250eee7b6a17216,제주특별자치도_13,81,제주특별자치도
539,f7cdb491d942d5815ff379802a35a489,경기도_177,1336,경기도
540,dbfd246f04f84e4ec205244425744457,경기도_276,130,경기도
541,016a4757060a97e81f5497be33326134,경기도_310,272,경기도
542,9824c4b95978d6dcf175b5d6b7492611,경기도_155,346,경기도
543,86a99b3bb5b80a1a980d6fff46d75f97,전라북도_39,318,전라북도
544,2d2bfd5d3c59aa2d0dcd1ea32edef0f8,대구광역시_36,135,대구광역시
545,7f0d5fb4e0c4e56c39c0b3d3225ae68c,광주광역시_36,30,광주광역시
546,48eb72bb4b5aae6911b74dae8e2e74ff,서울특별시_108,465,서울특별시
547,6211ce20b9caf889e2aa8d089c3d7888,경상남도_29,149,경상남도
548,80999035e1aac47adb6b4fe6c7dc251c,경상남도_84,1153,경상남도
549,cb5b765702af85f0cb67c2a3bc0030e4,경상남도_48,667,경상남도
550,77991edc34c00683092735ec803ba0d7,경상남도_61,26,경상남도
551,d256f24bd11c85b371459d4a860723ea,경상남도_70,69,경상남도
552,b9c6429d5371d08e5f49018a3fa4523f,경상남도_66,122,경상남도
553,a869408c5da070827ae06c8a76366894,경상남도_11,6,경상남도
554,92ba93daecdb1382d6fc56e82c1ee52f,경상남도_8,18,경상남도
555,28f5f9c493725604c7126092abe641b3,경상남도_50,12,경상남도
556,74b96130f1b999e11e6afb3a7fac01ef,경기도_183,471,경기도
557,07c29767df8699fc1b225e2c4fba96eb,경기도_305,77,경기도
558,200c5804cb1cea1de1f6224aaf553113,경상남도_49,1236,경상남도
559,617a11505931f10bdd3cd3bfd306a0d0,경상남도_47,34,경상남도
560,9b501e4470da17d6ef8030fcde4c3413,대구광역시_68,125,대구광역시
561,e4b51dd4dd5f7fc3048fc4f713f6ec97,인천광역시_70,2104,인천광역시
562,10e9f235338dafa5b1dd7086a2f3d423,경상남도_101,177,경상남도
563,20f5ff757fd0da5abda65e6aeb51e101,경상남도_99,1,경상남도
564,b603e4be395e750fb087ca4f3e0684ab,인천광역시_42,305,인천광역시
565,0bbfb43e44e765772b9c0238a72d752b,경기도_304,216,경기도
566,aedc91322b92340bf3033e91f660a1a3,광주광역시_16,431,광주광역시
567,13e6def5973e98eec58815ff1ea4cf90,서울특별시_41,1248,서울특별시
568,ec4a9d10799dfdd977f8ca47bf884725,경기도_212,179,경기도
569,83d20031dfda4467cfa1a96f8414c8a3,경기도_257,507,경기도
570,f6cd0acfa762aee19925b756ef855aac,경기도_116,46,경기도
571,bd42202b99594f4b91dcd4a686791809,경기도_50,25,경기도
572,b28744753aa2ee664d78b3cac32e765b,부산광역시_16,483,부산광역시
573,7a5ec7964d66ad5670ef50cbdf1c2bbf,강원도_22,92,강원도
574,e3dd9d1cbc215dd81358633e84e05ac0,경기도_316,80,경기도
575,8acb43811467072ddf88dee8c3496c19,경기도_268,692,경기도
576,1ffeaac669a2cef955cca42e6c328428,경기도_38,14,경기도
577,d96e8f5907af7ef6b52562acccd79ec9,경기도_273,302,경기도
578,e40b94a9fc40d2b99307ec8d26f43130,경기도_171,27,경기도
579,d537af82f649f0ecc27aed49322e8042,경상북도_77,66,경상북도
580,092e2d841151503bb915f7297f864f5e,서울특별시_99,1480,서울특별시
581,417f9059a42e63060c5cb47b2d8f7417,서울특별시_138,396,서울특별시
582,22e48193076e96e8d621a11614b05067,서울특별시_105,32,서울특별시
583,913caddf77b045ed8de593d4c381464f,서울특별시_86,2531,서울특별시
584,3d3643e681fac3b20f1d3968f9827276,부산광역시_15,78,부산광역시
585,eb7c4ccaa22cec08b9a243ed7da9cae3,경상남도_54,114,경상남도
586,ae173c912ed25101a90c0b0cf96e136a,경상남도_88,28,경상남도
587,2c63d943ee59b294db67c462d46c25bc,인천광역시_74,312,인천광역시
588,0561eff7815c440faaee39054f92da03,경상북도_65,55,경상북도
589,be896a8d6b3c3f24ed38ce000e0ba13f,서울특별시_15,2386,서울특별시
590,c9e18023ab556e4637a30538eb2dc1eb,서울특별시_147,289,서울특별시
591,92ae1822d4ed5670a38d102c38b38ea8,인천광역시_17,413,인천광역시
592,efc0ad6c389dc069d05bcf667322a8d2,인천광역시_76,1177,인천광역시
593,6bad77e2b503b646496728a4cd572724,경상남도_46,282,경상남도
594,03bc07b90226273c42388ec23e4dded8,인천광역시_36,562,인천광역시
595,c75c9e400e1b1575228a7a2e1d3d7634,경기도_248,568,경기도
596,6c5e959488ed86bc8aea02e0b767a4c3,부산광역시_27,426,부산광역시
597,a2b6e20aef95da6470336d7a88c6052a,경상남도_72,283,경상남도
598,fa720c91d0cff257b6ac9f0573b1fd39,대전광역시_18,436,대전광역시
599,1eda440235d47633f28a45c4c6c4dab6,광주광역시_21,852,광주광역시
600,a5ed2252237cfdd59e374ff8cf342c6e,전라남도_4,217,전라남도
601,12b425e77fb1848e5994d3d933307cfc,전라남도_3,73,전라남도
602,2e8790214a6b4534e0b08e4ad438036f,경기도_309,78,경기도
603,f723305024399d6ad8e5bc135eb631b1,경상남도_104,127,경상남도
604,32ab906cb9e2e7886a576e58eefe451f,대구광역시_56,376,대구광역시
605,c121323f8a98b1da675b79c6212d95b5,서울특별시_132,459,서울특별시
606,c8b2e331291dcee678f69d4b7eda2584,경기도_302,166,경기도
607,7e0cf0837aa551f8f7443a439b3fee1d,경기도_188,1,경기도
608,d2e42cb24fd664ab45b0f9435cacc334,대구광역시_42,89,대구광역시
609,e85b316d02bf61a6a07c3da16c564c6b,경기도_165,144,경기도
610,445eb927c1f673afaabf411458dfe784,경기도_179,1467,경기도
611,420e5c1bffde35e7add7a8b238c060a5,대구광역시_17,1545,대구광역시
612,ce673d04f8476ed3696551e752f7aa76,대구광역시_11,417,대구광역시
613,c0d3ebc0cbb93b3558c230ddbc1a759a,경상남도_65,943,경상남도
614,d9bcaf66b0f2ee15726b17181d7dd6d4,경상남도_89,37,경상남도
615,1b1ceb226d0d8222930ebd3e91c5cdeb,경상남도_95,3,경상남도
616,4585768e35a9c3eca21fb4c84cd4b015,서울특별시_131,166,서울특별시
617,d38e4ee90fdadaf4b8216acad771be3d,서울특별시_110,2195,서울특별시
618,c08403a25c061abfaf045e1af6cdf598,경상북도_14,195,경상북도
619,6c4a9ebe6b8e31d77049a1693aa7d95c,부산광역시_44,345,부산광역시
620,2e06a7eb6130e2c7c7bfda225d552a5e,부산광역시_43,559,부산광역시
621,6fd6e33354721f5a9649f0126518f6af,서울특별시_34,838,서울특별시
622,d2d295c40ee874f6c3f409f0ad543090,광주광역시_37,65,광주광역시
623,598a866eaa4c890efc1f4fb3d85e3bb0,광주광역시_3,19,광주광역시
624,c84367d7b4b14e857919748917af9fff,경기도_313,24,경기도
625,3241a57e74e54d8a4a87a31702b02976,충청북도_30,73,충청북도
626,275965cfc3b8c726ab3de4ab482e962e,대구광역시_9,141,대구광역시
627,d0bcd1e8e2c465c0271f01ab6db912ef,경상남도_62,127,경상남도
628,c9ac4b1dfe732cf0076b5652b62cb65f,경상남도_74,78,경상남도
629,8f87f3aa32dd228da1bdb4cf60be2239,경상남도_92,16,경상남도
630,ae10e8ddc535dabb29f606dc81c53bf5,세종특별자치시_3,59,세종특별자치시
631,6376c8489e91bd231546eeecea6863f8,전라북도_19,524,전라북도
632,20cea06de882e9b5997ee29c75bed6d8,서울특별시_114,446,서울특별시
633,dfb805571eaff073ced5bc4d9e84cfec,대구광역시_29,2651,대구광역시
634,18a9bff285ff957c1de2007d72bafb48,경기도_258,36,경기도
635,2842b17d72e34b35b68733d8c7a5b819,경상남도_7,72,경상남도
636,cf2a9ebe3f72689681f82840f145f339,제주특별자치도_15,57,제주특별자치도
637,b43eef00afd1f31e7430f70774509e15,부산광역시_58,83,부산광역시
638,6a8ad07e404b4ffce09c81f20aac2219,서울특별시_55,1951,서울특별시
639,94e50b82687350e05e5d8b4dc8a88f9e,서울특별시_58,349,서울특별시
640,54b3a50b9f209df323d140054f676009,경기도_323,35,경기도
641,60a42aa0fab13ea5d92dfdfcb6e0a885,울산광역시_18,137,울산광역시
642,1b1d6b2c99e6fe2b939fd83be24218e9,부산광역시_108,19,부산광역시
643,d467aecac2eb8db4bb56aeb61113d05e,대구광역시_44,9,대구광역시
644,64dd149895985f68c1d16729cf763c2f,충청남도_37,142,충청남도
645,0f326638458c4513fbb8c99ffbcc7f38,충청남도_8,3,충청남도
646,3ba25e8898f9619fcba69ab62c958fe4,강원도_29,262,강원도
647,ca8c2f708b2c937367d3e8eb0cb52fba,강원도_30,468,강원도
648,8330c6e87bb501c5da8da69a4a590000,경상남도_55,77,경상남도
649,1f2eb1fa7c928739bda12650aef893ba,경상남도_59,52,경상남도
650,e1a13777cbe64c392769f0a3c208475d,경기도_325,124,경기도
651,194cfb0aceb5ec72976e73d0ec72b990,경기도_75,796,경기도
652,b42bf83117278ecf819fe59447bfab76,경기도_314,24,경기도
653,39023a7705b7e09d34380d2403d2c0bb,강원도_32,413,강원도
654,a5f105ca19d6400c58ba4be75aaea1e2,경상북도_56,105,경상북도
655,617645565abcba9b592a9d9cc66be52f,서울특별시_102,343,서울특별시
656,15a245031a64448f3e27c5a1a17977db,서울특별시_128,1179,서울특별시
657,a1dbffe9f8d0b4484cfd5c912b767deb,경기도_144,104,경기도
658,ad727733aa896c1b6af03d1c55291016,경기도_139,77,경기도
659,f391f2028b10596c76b03bd7fb14c606,경기도_270,21,경기도
660,52251649fb0a77f0a0b0bb57f37d1473,대전광역시_11,786,대전광역시
661,8c06ae3b7cf2b835f62bd94f6cf7e121,울산광역시_6,619,울산광역시
662,8cf8dcbf3bb8ea127be3b994abb9ef85,울산광역시_23,2,울산광역시
663,14b45f13afc562669f7149eb141afe29,경상북도_47,411,경상북도
664,7e95c714fb37f228156f75552c2dfb28,서울특별시_12,952,서울특별시
665,fbf5ebbc190f40d73da6c0270b76e2a8,광주광역시_14,477,광주광역시
666,04be1cca3fa1591a2002564173c857b0,대구광역시_62,181,대구광역시
667,4f726d72ed5ce181db033b6f245646cd,충청북도_27,203,충청북도
668,22de72185988247c9214251c4d1c6698,제주특별자치도_7,482,제주특별자치도
669,98cfa86eccdebf66f77393ac6559620b,강원도_38,343,강원도
670,b4b02e119e0b51a8363b1089a12a6ebf,경상남도_35,811,경상남도
671,cd8e7074bffe51707eb5c3ede5159b1a,광주광역시_6,188,광주광역시
672,f134b0935c063625e68e49e4d9ce18e5,경기도_74,300,경기도
673,a2620fb392be705bf5205f100583d3fd,경기도_312,43,경기도
674,96270151be5526538f43388cead35d9f,경상북도_2,498,경상북도
675,af7a9f6744d3b459d5be6c36b0c557b9,제주특별자치도_6,405,제주특별자치도
676,cf043360a25a52e00280f3e74feeb9d1,충청북도_15,288,충청북도
677,c8b84d7ad6581da26ec05da1bf358630,경기도_297,122,경기도
678,e502fcea50eb2605cb3cd487b4ffed5b,경기도_146,942,경기도
679,25beb5e8e021ac8f92489a856ae3ab83,광주광역시_29,78,광주광역시
680,d87d8cc85db0261d318858f02afb53ef,경기도_315,24,경기도
681,e4d5142a0ad8346fa09170e23aab7860,대전광역시_27,165,대전광역시
682,733819da7c4d7dce7dd9fc10b083a981,경기도_184,188,경기도
683,0d84d612781609ea15e7ee7cdaf151ae,대구광역시_30,1407,대구광역시
684,052b9501673cb07862918b46c4263e5c,경기도_159,1781,경기도
685,fd98cb0a5975ad7d2dc23534ed73eb21,서울특별시_153,239,서울특별시
686,fd28d41c84b16c12a5757a478bf5009a,부산광역시_38,251,부산광역시
687,9de7eb8f69d3b787d450055644cef86f,광주광역시_30,550,광주광역시
688,2e4555df048221282a3b73acfeee8109,경상북도_35,774,경상북도
689,3ff481ecd1bddfe97746c68c8feb2051,대구광역시_70,17,대구광역시
690,43922bdad42e255783bfd52569ae65c9,경상남도_43,102,경상남도
691,872c833988b6117cf7569c3a73da4b62,강원도_37,168,강원도
692,8e5bb016e2cc17facfe4288d45c25917,서울특별시_20,1799,서울특별시
693,d98a6dd20f64d0e47e86afc8b8b7d066,경기도_326,46,경기도
694,709eb5136b5fe0499ca51d9ba155008b,경상북도_64,152,경상북도
695,d2e917af670ae5ea2c84a6d48d0b5515,서울특별시_17,12,서울특별시
696,6dc80d7df28920e839827571af6cb026,경기도_11,27,경기도
697,a53e8b874550a332200856563340f304,서울특별시_3,560,서울특별시
698,2e2ae0294ec042b3832d5f3b76d27385,인천광역시_10,113,인천광역시
699,d69a6e72f1d9df1dcaef13253b6a07be,서울특별시_8,22,서울특별시
700,2c21aeacbd4bced165a6b0f2fcdc6ec8,경기도_42,26,경기도
701,e14f9e78313b6446d21443112d32a99a,경기도_51,2,경기도
702,ed7e4484a1044a3996feb6a7823fa7cd,인천광역시_1,507,인천광역시
703,bfb782c2403e5b0548528dd95d80d6cb,세종특별자치시_0,74,세종특별자치시
704,0581c287883ca11b20ab381d530276cf,서울특별시_11,41,서울특별시
705,76c477f02bd8d97fa2440819155c209a,부산광역시_10,75,부산광역시
706,5f93c67d9b0fec545dbae40764193bbf,인천광역시_12,80,인천광역시
707,e66c6f67b309d6903187f046142d4257,울산광역시_1,12,울산광역시
708,33f9b701711995a2b9cdcc672891ede2,경기도_35,101,경기도
709,d4d3ac6d734449872eb9227144251288,서울특별시_28,28,서울특별시
710,026ad5cb0cd931dec7a22050de8e7f6c,경기도_78,14,경기도
711,e5088f74d61d90edede5f13ab37fabe7,경기도_128,11,경기도
712,41461d52cbdc800602f8d0ae851bf91b,전라북도_7,43,전라북도
713,ea568dd18b2bf321fcca725229a08ba7,전라북도_35,8,전라북도
714,dd779c5845ea56f4bd84af990da3572e,광주광역시_15,35,광주광역시
715,5e8eae094c92c9820a26aa561ba07cda,서울특별시_52,50,서울특별시
716,f0f1b6e0ee920ec7533cdde8b1eb0139,서울특별시_46,73,서울특별시
717,fec3f41a0d97723e5448c7261219359e,서울특별시_40,14,서울특별시
718,27343dfa6c71273e910b6017d28e43e6,부산광역시_48,20,부산광역시
719,b37f79ca4ce4c687e62a82c008e92561,경기도_61,161,경기도
720,4ac41dd268f8b6ee17f65adaef4160f6,서울특별시_90,81,서울특별시
721,cbfe0e09c3d5f1450c51b9a66e5444c7,서울특별시_7,156,서울특별시
722,eafa0d525513b89167271a84169f1607,인천광역시_7,28,인천광역시
723,f17906e324e64d3ac666ec1d82477f9b,강원도_16,43,강원도
724,9927584135f485b93101b0e01cfabb78,인천광역시_60,14,인천광역시
725,201d43a8ec3c67ac5fbed11b1b40ac5a,인천광역시_24,10,인천광역시
726,bb02bff47646ee215a9edd0ae01bfd7d,경기도_36,156,경기도
727,adcc421b6f2b22e711efe7568bd55b48,경상북도_16,676,경상북도
728,29ac14022622e0aa77a216c93608bcbb,부산광역시_50,7,부산광역시
