,origin,maker,model,side_windows,type,prefix,postfix,year,Coupe / Sedan / Small suv / Mid-Large suv / van
1209,미국,포드,익스플로러,4,suv,4세대,,2006~2010,Mid-Large suv
1210,미국,포드,쿠가,4,suv,,,,Mid-Large suv
1211,미국,포드,토러스,4,sedan,,,,Sedan
1212,미국,포드,트랜짓,6,van,,,,van
1213,미국,포드,파이브 헌드레드,4,sedan,,,,Sedan
1214,미국,포드,포커스,4,sedan,,,,Sedan
1215,미국,포드,퓨전,4,sedan,,,,Sedan
1216,미국,포드,프리스타일,4,suv,,,,Mid-Large suv
1217,독일,포르쉐,356,2,sedan,,,,Coupe
1218,독일,포르쉐,718,2,sedan,,,,Coupe
1219,독일,포르쉐,911,2,sedan,,,,Coupe
1220,독일,포르쉐,968,2,sedan,,,,Coupe
1221,독일,포르쉐,마칸,4,suv,,,,Mid-Large suv
1222,독일,포르쉐,박스터,2,sedan,,,,Coupe
1223,독일,포르쉐,카레라GT,2,sedan,,,,Coupe
1224,독일,포르쉐,카이맨,2,sedan,,,,Coupe
1225,독일,포르쉐,카이엔,4,suv,쿠페,9Y0,2017~현재,Mid-Large suv
1226,독일,포르쉐,카이엔,4,suv,,9Y0,2017~현재,Mid-Large suv
1227,독일,포르쉐,카이엔,4,suv,,958,2010~2017,Mid-Large suv
1228,독일,포르쉐,카이엔,4,suv,,957,2007~2010,Mid-Large suv
1229,독일,포르쉐,카이엔,4,suv,,955,2002~2006,Mid-Large suv
1230,독일,포르쉐,타이칸,4,sedan,,,2020~현재,Sedan
1231,독일,포르쉐,파나메라,4,sedan,더 뉴,971,2021~출시예정,Sedan
1232,독일,포르쉐,파나메라,4,sedan,,971,2016~현재,Sedan
1233,독일,포르쉐,파나메라,4,sedan,,970,2009~2016,Sedan
1234,기타,포톤,사우바나,4,sedan,,,,Small suv
1235,기타,포톤,툰랜드,4,suv,,,,Mid-Large suv
1236,독일,폭스바겐,티록,4,sedan,,,,Small suv
1237,독일,폭스바겐,CC,4,sedan,,,,Sedan
1238,독일,폭스바겐,골프,4,sedan,,,,Sedan
1239,독일,폭스바겐,비틀,4,sedan,,,,Sedan
1240,독일,폭스바겐,시로코,4,sedan,,,,Sedan
1241,독일,폭스바겐,아테온,4,sedan,,,,Sedan
1242,독일,폭스바겐,이오스,2,sedan,,,,Coupe
1243,독일,폭스바겐,제타,4,sedan,,,,Sedan
1244,독일,폭스바겐,투아렉,4,suv,,,,Mid-Large suv
1245,독일,폭스바겐,티구안,4,suv,,,,Mid-Large suv
1246,독일,폭스바겐,파사트,4,sedan,,,,Sedan
1247,독일,폭스바겐,페이톤,4,sedan,,,,Sedan
1248,독일,폭스바겐,폴로,4,sedan,,,,Sedan
1249,독일,폭스바겐,투란,4,sedan,,,,Small suv
1250,미국,폰티악,그랑프리,4,sedan,,,,Sedan
1251,미국,폰티악,그랜드엠,4,sedan,,,,Sedan
1252,미국,폰티악,솔스티스,2,sedan,,,,Coupe
1253,미국,폰티악,트랜스앰,2,sedan,,,,Coupe
1254,미국,폰티악,파이어버드,2,sedan,,,,Coupe
1255,기타,푸조,107,4,sedan,,,,Sedan
1256,기타,푸조,205,4,sedan,,,,Sedan
1257,기타,푸조,206,4,sedan,,,,Sedan
1258,기타,푸조,207,4,sedan,,,,Sedan
1259,기타,푸조,208,4,sedan,,,,Sedan
1260,기타,푸조,306,4,sedan,,,,Sedan
1261,기타,푸조,307,4,sedan,,,,Sedan
1262,기타,푸조,308,4,sedan,,,,Sedan
1263,기타,푸조,405,4,sedan,,,,Sedan
1264,기타,푸조,406,4,sedan,,,,Sedan
1265,기타,푸조,407,4,sedan,,,,Sedan
1266,기타,푸조,407,4,sedan,,,,Sedan
1267,기타,푸조,505,4,sedan,,,,Sedan
1268,기타,푸조,508,4,sedan,뉴,,2019~현재,Sedan
1269,기타,푸조,508,4,sedan,F/L,,2014~2018,Sedan
1270,기타,푸조,508,4,sedan,,,2011~2014,Sedan
1271,기타,푸조,604,4,sedan,,,,Sedan
1272,기타,푸조,605,4,sedan,,,,Sedan
1273,기타,푸조,607,4,sedan,,,,Sedan
1274,기타,푸조,806,4,sedan,,,,Sedan
1275,기타,푸조,807,4,sedan,,,,Sedan
1276,기타,푸조,1007,4,sedan,,,,Sedan
1277,기타,푸조,2008,4,sedan,,,,Small suv
1278,기타,푸조,3008,4,sedan,,,,Small suv
1279,기타,푸조,5008,4,sedan,,,,Small suv
1280,기타,푸조,207CC,4,sedan,,,,Sedan
1281,기타,푸조,307SW,4,sedan,,,,Small suv
1282,기타,푸조,308 5도어 308CC,4,sedan,,,,Sedan
1283,기타,푸조,308SW,4,sedan,,,,Small suv
1284,기타,푸조,508SW,4,sedan,,,,Small suv
1285,기타,푸조,RCZ,2,sedan,,,,Coupe
1286,기타,푸조,익스퍼트,6,van,,,,van
1287,기타,푸조,파트너,6,van,,,,van
1288,미국,피스커,라티고 CS,2,sedan,,,,Coupe
1289,미국,피스커,트리몬트,4,sedan,,,,Sedan
1290,기타,피아트,124,4,sedan,,,,Sedan
1291,기타,피아트,500,4,sedan,,,,Sedan
1292,기타,피아트,600,4,sedan,,,,Sedan
1293,기타,피아트,500X,4,sedan,,,,Small suv
1294,기타,피아트,바르게타,2,sedan,,,,Coupe
1295,기타,피아트,쿠페,2,sedan,,,,Coupe
1296,기타,피아트,크로마,4,sedan,,,,Small suv
1297,기타,피아트,판다 4x4,4,sedan,,,,Small suv
1298,기타,피아트,푼토,4,sedan,,,,Sedan
1299,기타,피아트,프리몬트,4,suv,,,,Mid-Large suv
1300,미국,허머,H1,4,suv,,,,Mid-Large suv
1301,미국,허머,H2,4,suv,,,,Mid-Large suv
1302,미국,허머,H3,4,suv,,,,Mid-Large suv
1303,일본,혼다,CR-V,4,sedan,,,,Small suv
1304,일본,혼다,CR-X,2,sedan,,,,Coupe
1305,일본,혼다,CR-Z,2,sedan,,,,Coupe
1306,일본,혼다,FR-V,6,van,,,,van
1307,일본,혼다,HR-V,4,sedan,,,,Sedan
1308,일본,혼다,N-BOX,4,sedan,,,,Sedan
1309,일본,혼다,N-ONE,4,sedan,,,,Sedan
1310,일본,혼다,NSX,2,sedan,,,,Coupe
1311,일본,혼다,S2000,2,sedan,,,,Coupe
1312,일본,혼다,S660,2,sedan,,,,Coupe
1313,일본,혼다,댓츠,4,sedan,,,,Sedan
1314,일본,혼다,레전드,4,sedan,,,,Sedan
1315,일본,혼다,리지라인,4,suv,,,,Mid-Large suv
1316,일본,혼다,비트,2,sedan,,,,Coupe
1317,일본,혼다,시빅,4,sedan,,,,Sedan
1318,일본,혼다,시빅 쿠페,2,sedan,,,,Coupe
1319,일본,혼다,어코드,4,sedan,,,,Sedan
1320,일본,혼다,엘리먼트,4,suv,,,,Mid-Large suv
1321,일본,혼다,오딧세이,6,van,,,,van
1322,일본,혼다,인사이트,4,sedan,,,,Sedan
1323,일본,혼다,인테그라,2,sedan,,,,Coupe
1324,일본,혼다,크로스로드,4,suv,,,,Mid-Large suv
1325,일본,혼다,크로스투어,4,suv,,,,Mid-Large suv
1326,일본,혼다,파일럿,4,suv,,,,Mid-Large suv
1327,일본,혼다,프렐류드,2,sedan,,,,Coupe
1328,기타,홀덴,스테이츠맨,4,sedan,,,,Sedan
1329,기타,홀덴,에피카,4,sedan,,,,Sedan
1330,기타,홀덴,카프라이스,4,sedan,,,,Sedan
1331,기타,홀덴,칼라이스,4,sedan,,,,Sedan
1332,기타,홀덴,캡티바,4,suv,,,,Mid-Large suv
1333,기타,홀덴,코모도어,4,sedan,,,,Sedan
1334,기타,홀덴,콜로라도,4,suv,,,,Mid-Large suv
1335,기타,홀덴,콤보,4,sedan,,,,Sedan
1336,기타,홀덴,크루즈,4,sedan,,,,Sedan
1337,기타,동풍소콘,펜곤 ix5,4,suv,,,2019~현재,Mid-Large suv
1338,기타,동풍소콘,C31,2,onerowtruck,,,2019~현재,One row truck
1339,기타,동풍소콘,C32,4,tworowtruck,,,2019~현재,Two row truck
1340,기타,동풍소콘,C35,6,van,,,2019~현재,van
