,origin,maker,model,side_windows,type,prefix,postfix,year,Coupe / Sedan / Small suv / Mid-Large suv / van
0,대한민국,현대,그랜저,4,sedan,더 뉴 HEV,IG,2019~현재,Sedan
1,대한민국,현대,그랜저,4,sedan,더 뉴,IG,2019~현재,Sedan
2,대한민국,현대,그랜저,4,sedan,HEV,IG,2017~2019,Sedan
3,대한민국,현대,그랜저,4,sedan,,IG,2016~현재,Sedan
4,대한민국,현대,그랜저,4,sedan,HEV,HG,2013~2017,Sedan
5,대한민국,현대,그랜저,4,sedan,,HG,2011~2016,Sedan
6,대한민국,현대,그랜저,4,sedan,더럭셔리,TG,2009~2011,Sedan
7,대한민국,현대,그랜저,4,sedan,,TG,2005~2009,Sedan
8,대한민국,현대,그랜저,4,sedan,뉴,XG,2002~2005,Sedan
9,대한민국,현대,그랜저,4,sedan,,XG,1998~2002,Sedan
10,대한민국,현대,그랜저,4,sedan,,LX,1992~1998,Sedan
11,대한민국,현대,그랜저,4,sedan,,L,1986~1992,Sedan
12,대한민국,현대,쏘나타,4,sedan,HEV,DN8,2019~현재,Sedan
13,대한민국,현대,쏘나타,4,sedan,,DN8,2019~현재,Sedan
14,대한민국,현대,쏘나타,4,sedan,뉴라이즈 PHEV,LF,2017~2019,Sedan
15,대한민국,현대,쏘나타,4,sedan,뉴라이즈 HEV,LF,2017~2019,Sedan
16,대한민국,현대,쏘나타,4,sedan,뉴라이즈,LF,2017~2019,Sedan
17,대한민국,현대,쏘나타,4,sedan,PHEV,LF,2015~2017,Sedan
18,대한민국,현대,쏘나타,4,sedan,HEV,LF,2014~2017,Sedan
19,대한민국,현대,쏘나타,4,sedan,,LF,2014~2017,Sedan
20,대한민국,현대,쏘나타,4,sedan,HEV,YF,2011~2014,Sedan
21,대한민국,현대,쏘나타,4,sedan,,YF,2009~2014,Sedan
22,대한민국,현대,쏘나타,4,sedan,트랜스폼,NF,2007~2009,Sedan
23,대한민국,현대,쏘나타,4,sedan,,NF,2004~2007,Sedan
24,대한민국,현대,쏘나타,4,sedan,뉴,EF,2001~2004,Sedan
25,대한민국,현대,쏘나타,4,sedan,,EF,1998~2001,Sedan
26,대한민국,현대,쏘나타,4,sedan,,Y3,1996~1998,Sedan
27,대한민국,현대,쏘나타,4,sedan,,Y2,1993~1996,Sedan
28,대한민국,현대,쏘나타,4,sedan,,Y1,1985~1993,Sedan
29,대한민국,현대,아반떼,4,sedan,올뉴,CN7,2020~현재,Sedan
30,대한민국,현대,아반떼,4,sedan,더뉴,AD,2018~2020,Sedan
31,대한민국,현대,아반떼,4,sedan,,AD,2015~2018,Sedan
32,대한민국,현대,아반떼,2,sedan,쿠페,JK,2013~2015,Coupe
33,대한민국,현대,아반떼,4,sedan,더뉴,MD,2013~2015,Sedan
34,대한민국,현대,아반떼,4,sedan,,MD,2010~2013,Sedan
35,대한민국,현대,아반떼,4,sedan,LPi HEV,HD,2009~2013,Sedan
36,대한민국,현대,아반떼,4,sedan,,HD,2006~2010,Sedan
37,대한민국,현대,아반떼,4,sedan,뉴,XD,2003~2006,Sedan
38,대한민국,현대,아반떼,4,sedan,,XD,2000~2003,Sedan
39,대한민국,현대,아반떼,4,sedan,올뉴,J2,1998~2000,Sedan
40,대한민국,현대,아반떼,4,sedan,,J2,1995~1998,Sedan
41,대한민국,현대,싼타페,4,suv,F/L,TM,2020~현재,Mid-Large suv
42,대한민국,현대,싼타페,4,suv,,TM,2018~2020,Mid-Large suv
43,대한민국,현대,싼타페,4,suv,더프라임,DM,2015~2018,Mid-Large suv
44,대한민국,현대,싼타페,4,suv,,DM,2012~2015,Mid-Large suv
45,대한민국,현대,싼타페,4,suv,,CM,2005~2012,Mid-Large suv
46,대한민국,현대,싼타페,4,suv,,SM,2000~2005,Mid-Large suv
47,대한민국,현대,스타렉스,6,van,더뉴그랜드,TQ,2017~현재,van
48,대한민국,현대,스타렉스,6,van,,TQ,2007~2017,van
49,대한민국,현대,스타렉스,6,van,뉴,A1,2004~2007,van
50,대한민국,현대,스타렉스,6,van,점보,A1,1997~2004,van
51,대한민국,현대,스타렉스,6,van,,A1,1997~2004,van
52,대한민국,현대,i30,4,sedan,,PD,2016~현재,Sedan
53,대한민국,현대,i30,4,sedan,더뉴,GD,2015~2016,Sedan
54,대한민국,현대,i30,4,sedan,,GD,2011~2015,Sedan
55,대한민국,현대,i30,4,sedan,,FD,2007~2011,Sedan
56,대한민국,현대,i40,4,sedan,더뉴,VF,2015~현재,Sedan
57,대한민국,현대,i40,4,sedan,,VF,2011~2015,Sedan
58,대한민국,현대,갤로퍼,4,suv,롱바디,M,1991~2003,Mid-Large suv
59,대한민국,현대,갤로퍼,4,sedan,숏바디,M,1991~2003,Small suv
60,대한민국,현대,그레이스,6,van,뉴,AH,1993~2009,van
61,대한민국,현대,그레이스,6,van,,AH,1986~1993,van
62,대한민국,현대,넥쏘,4,suv,,FE,2018~현재,Mid-Large suv
63,대한민국,현대,다이너스티,4,sedan,,,,Sedan
64,대한민국,현대,라비타,4,sedan,,FC,2001~2007,Sedan
65,대한민국,현대,맥스크루즈,4,suv,더뉴,NC,2015~현재,Mid-Large suv
66,대한민국,현대,맥스크루즈,4,suv,,NC,2013~2015,Mid-Large suv
67,대한민국,현대,베라크루즈,4,suv,,EN,2006~2015,Mid-Large suv
68,대한민국,현대,베르나,4,sedan,트랜스폼,MC,2009~2010,Sedan
69,대한민국,현대,베르나,4,sedan,,MC,2005~2009,Sedan
70,대한민국,현대,베르나,4,sedan,뉴,LC,2002~2005,Sedan
71,대한민국,현대,베르나,4,sedan,뉴,LC,1999~2002,Sedan
72,대한민국,현대,벨로스터,4,sedan,,JS,2018~현재,Sedan
73,대한민국,현대,벨로스터,4,sedan,N,JS,2018~현재,Sedan
74,대한민국,현대,벨로스터,4,sedan,더뉴,FS,2015~2018,Sedan
75,대한민국,현대,벨로스터,4,sedan,,FS,2011~2015,Sedan
76,대한민국,현대,스쿠프,2,sedan,,SLC,1990~1995,Coupe
77,대한민국,현대,싼타모,6,van,,M2,1996~2002,van
78,대한민국,현대,아슬란,4,sedan,,AG,2014~2018,Sedan
79,대한민국,현대,아이오닉,4,sedan,더 뉴 PHEV,AE,2019~현재,Sedan
80,대한민국,현대,아이오닉,4,sedan,더 뉴 HEV,AE,2019~현재,Sedan
81,대한민국,현대,아이오닉,4,sedan,더 뉴 EV,AE,2019~현재,Sedan
82,대한민국,현대,아이오닉,4,sedan,PHEV,AE,2017~2019,Sedan
83,대한민국,현대,아이오닉,4,sedan,HEV,AE,2016~2019,Sedan
84,대한민국,현대,아이오닉,4,sedan,EV,AE,2016~2019,Sedan
85,대한민국,현대,아토즈,4,sedan,,MX,1997~2002,Sedan
86,대한민국,현대,에쿠스,4,sedan,신형,VI,2009~2015,Sedan
87,대한민국,현대,에쿠스,4,sedan,,LZ,1999~2009,Sedan
88,대한민국,현대,엑센트,4,sedan,,RB,2010~현재,Sedan
89,대한민국,현대,엑센트,4,sedan,뉴,X3,1997~1999,Sedan
90,대한민국,현대,엑센트,4,sedan,,X3,1994~1997,Sedan
91,대한민국,현대,제네시스,4,sedan,,DH,2013~2016,Sedan
92,대한민국,현대,제네시스,4,sedan,,BH,2008~2013,Sedan
93,대한민국,현대,제네시스 쿠페,2,sedan,더뉴,BK,2011~2016,Coupe
94,대한민국,현대,제네시스 쿠페,2,sedan,,BK,2008~2011,Coupe
95,대한민국,현대,코나,4,sedan,더 뉴 N라인,OS,2020~현재,Small suv
96,대한민국,현대,코나,4,sedan,더 뉴,OS,2020~현재,Small suv
97,대한민국,현대,코나,4,sedan,HEV,OS,2019~2020,Small suv
98,대한민국,현대,코나,4,sedan,EV,OS,2018~2020,Small suv
99,대한민국,현대,코나,4,sedan,,OS,2017~2020,Small suv
100,대한민국,현대,클릭,4,sedan,뉴,TB,2005~2011,Sedan
101,대한민국,현대,클릭,4,sedan,,TB,2002~2005,Sedan
102,대한민국,현대,테라칸,4,suv,,HP,2001~2007,Mid-Large suv
103,대한민국,현대,투스카니,2,sedan,뉴,GK,2006~2008,Coupe
104,대한민국,현대,투스카니,2,sedan,,GK,2001~2006,Coupe
105,대한민국,현대,투싼,4,suv,4세대,NX4,2020~현재,Mid-Large suv
106,대한민국,현대,투싼,4,suv,더뉴 N,TL,2018~2020,Mid-Large suv
107,대한민국,현대,투싼,4,suv,더뉴,TL,2018~2020,Mid-Large suv
108,대한민국,현대,투싼,4,suv,올뉴,TL,2015~2018,Mid-Large suv
109,대한민국,현대,투싼,4,suv,뉴ix,LM,2013~2015,Mid-Large suv
110,대한민국,현대,투싼,4,suv,ix,LM,2009~2013,Mid-Large suv
111,대한민국,현대,투싼,4,suv,,JM,2004~2009,Mid-Large suv
112,대한민국,현대,트라제XG,6,van,,FO,1999~2008,van
113,대한민국,현대,1열 포터,2,onerowtruck,슈퍼캡 2 일렉트릭,HR,2019~현재,One row truck
114,대한민국,현대,1열 포터,2,onerowtruck,슈퍼캡 2,HR,2004~현재,One row truck
115,대한민국,현대,1열 포터,2,onerowtruck,슈퍼캡 뉴,AU,1996~2004,One row truck
116,대한민국,현대,1열 포터,2,onerowtruck,슈퍼캡,AH,1987~1996,One row truck
117,대한민국,현대,2열 포터,4,tworowtruck,더블캡 2,HR,2004~현재,Two row truck
118,대한민국,현대,2열 포터,4,tworowtruck,더블캡 뉴,AU,1996~2004,Two row truck
119,대한민국,현대,2열 포터,4,tworowtruck,더블캡,AH,1987~1996,Two row truck
120,대한민국,현대,1열 리베로,2,onerowtruck,슈퍼캡,SR,2004~2007,One row truck
121,대한민국,현대,1열 리베로,2,onerowtruck,슈퍼캡,SR,2000~2003,One row truck
122,대한민국,현대,2열 리베로,4,tworowtruck,더블캡,SR,2004~2007,Two row truck
123,대한민국,현대,2열 리베로,4,tworowtruck,더블캡,SR,2000~2003,Two row truck
124,대한민국,현대,팰리세이드,4,suv,,LX2,2018~현재,Mid-Large suv
125,대한민국,현대,베뉴,4,sedan,,QX1,2019~현재,Small suv
126,대한민국,현대,티뷰론,2,sedan,,RD,,Coupe
127,대한민국,제네시스,GV80,4,suv,,JX1,2020~현재,Mid-Large suv
128,대한민국,제네시스,GV70,4,suv,,JK1,2020~현재,Mid-Large suv
129,대한민국,제네시스,G70,4,sedan,더 뉴,IK,2020~현재,Sedan
130,대한민국,제네시스,G70,4,sedan,,IK,2017~2020,Sedan
131,대한민국,제네시스,G80,4,sedan,더올뉴,RG3,2020~현재,Sedan
132,대한민국,제네시스,G80,4,sedan,,DH,2016~2020,Sedan
133,대한민국,제네시스,G90,4,sedan,,HI,2018~현재,Sedan
134,대한민국,제네시스,EQ900,4,sedan,,HI,2015~2018,Sedan
135,대한민국,기아,스팩트라,4,sedan,,,,Sedan
136,대한민국,기아,카니발,6,van,4세대,KA4,2020~현재,van
137,대한민국,기아,카니발,6,van,더뉴,YP,2018~2020,van
138,대한민국,기아,카니발,6,van,더뉴 하이리무진,YP,2018~2020,van
139,대한민국,기아,카니발,6,van,더뉴 아웃도어,YP,2018~2020,van
140,대한민국,기아,카니발,6,van,올뉴,YP,2014~2018,van
141,대한민국,기아,카니발,6,van,R,VQ,2010~2014,van
142,대한민국,기아,카니발,6,van,뉴,VQ,2006~2010,van
143,대한민국,기아,카니발,6,van,그랜드,VQ,2005~2010,van
144,대한민국,기아,카니발,6,van,2,KV-II,2001~2005,van
145,대한민국,기아,카니발,6,van,,KV-II,1998~2001,van
146,대한민국,기아,텔루라이드,4,suv,,,2019~현재,Mid-Large suv
147,대한민국,기아,쏘렌토,4,suv,4세대,MQ4,2020~현재,Mid-Large suv
148,대한민국,기아,쏘렌토,4,suv,4세대 HEV,MQ4,2020~현재,Mid-Large suv
149,대한민국,기아,쏘렌토,4,suv,더마스터,UM,2018~현재,Mid-Large suv
150,대한민국,기아,쏘렌토,4,suv,더뉴,UM,2017~2018,Mid-Large suv
151,대한민국,기아,쏘렌토,4,suv,올뉴,UM,2014~2017,Mid-Large suv
152,대한민국,기아,쏘렌토,4,suv,뉴R,XM,2012~2014,Mid-Large suv
153,대한민국,기아,쏘렌토,4,suv,R,XM,2009~2012,Mid-Large suv
154,대한민국,기아,쏘렌토,4,suv,뉴,BL,2006~2009,Mid-Large suv
155,대한민국,기아,쏘렌토,4,suv,,BL,2002~2006,Mid-Large suv
156,대한민국,기아,모닝,4,sedan,어반,JA,2020~현재,Sedan
157,대한민국,기아,모닝,4,sedan,올뉴,JA,2017~2020,Sedan
158,대한민국,기아,모닝,4,sedan,더뉴,TA,2015~2016,Sedan
159,대한민국,기아,모닝,4,sedan,올뉴,TA,2011~2014,Sedan
160,대한민국,기아,모닝,4,sedan,뉴,SA,2008~2011,Sedan
161,대한민국,기아,모닝,4,sedan,,SA,2004~2008,Sedan
162,대한민국,기아,1열 봉고,2,onerowtruck,트럭 3 EV,PU,2004~현재,One row truck
163,대한민국,기아,1열 봉고,2,onerowtruck,트럭 3,PU,2004~현재,One row truck
164,대한민국,기아,1열 봉고,2,onerowtruck,프론티어,W3,1997~2005,One row truck
165,대한민국,기아,1열 봉고,2,onerowtruck,와이드,SR,1989~1997,One row truck
166,대한민국,기아,2열 봉고,4,tworowtruck,트럭 3,PU,2004~현재,Two row truck
167,대한민국,기아,2열 봉고,4,tworowtruck,프론티어,W3,1997~2005,Two row truck
168,대한민국,기아,2열 봉고,4,tworowtruck,와이드,SR,1989~1997,Two row truck
169,대한민국,기아,봉고 버스,6,van,,CT,2004~2005,van
170,대한민국,기아,스포티지,4,suv,5세대 (출시예정),NQ5,2020~출시예정,Mid-Large suv
171,대한민국,기아,스포티지,4,suv,더볼드,QL,2018~현재,Mid-Large suv
172,대한민국,기아,스포티지,4,suv,더SUV,QL,2015~2018,Mid-Large suv
173,대한민국,기아,스포티지,4,suv,더뉴R,SL,2013~2015,Mid-Large suv
174,대한민국,기아,스포티지,4,suv,R,SL,2010~2013,Mid-Large suv
175,대한민국,기아,스포티지,4,suv,뉴,KM,2004~2010,Mid-Large suv
176,대한민국,기아,스포티지,4,suv,,NB7,1993~2002,Mid-Large suv
177,대한민국,기아,K3,4,sedan,F/L (출시예정),BD,2020~출시예정,Sedan
178,대한민국,기아,K3,4,sedan,올뉴,BD,2018~현재,Sedan
179,대한민국,기아,K3,4,sedan,더뉴,YD,2015~2018,Sedan
180,대한민국,기아,K3,4,sedan,,YD,2012~2015,Sedan
181,대한민국,기아,K3 쿱,2,sedan,,YK,2013~2016,Coupe
182,대한민국,기아,K3 GT,4,sedan,,YD,2019~현재,Sedan
183,대한민국,기아,K5,4,sedan,,DL3 HEV,2019~현재,Sedan
184,대한민국,기아,K5,4,sedan,,DL3,2019~현재,Sedan
185,대한민국,기아,K5,4,sedan,더뉴,JF,2018~2019,Sedan
186,대한민국,기아,K5,4,sedan,더뉴 HEV,JF,2018~2019,Sedan
187,대한민국,기아,K5,4,sedan,PHEV,JK,2015~2019,Sedan
188,대한민국,기아,K5,4,sedan,HEV,JK,2015~2018,Sedan
189,대한민국,기아,K5,4,sedan,,JK,2015~2018,Sedan
190,대한민국,기아,K5,4,sedan,더뉴,TF,2013~2015,Sedan
191,대한민국,기아,K5,4,sedan,하이브리드,TF,2011~2015,Sedan
192,대한민국,기아,K5,4,sedan,,TF,2010~2013,Sedan
193,대한민국,기아,K7,4,sedan,프리미어,YG,2019~현재,Sedan
194,대한민국,기아,K7,4,sedan,올뉴,YG,2016~현재,Sedan
195,대한민국,기아,K7,4,sedan,올뉴 HEV,YG,2016~현재,Sedan
196,대한민국,기아,K7,4,sedan,하이브리드,VG,2013~2016,Sedan
197,대한민국,기아,K7,4,sedan,더뉴,VG,2012~2016,Sedan
198,대한민국,기아,K7,4,sedan,,VG,2009~2012,Sedan
199,대한민국,기아,K9,4,sedan,더,RJ,2018~현재,Sedan
200,대한민국,기아,K9,4,sedan,더뉴,KH,2014~2018,Sedan
201,대한민국,기아,K9,4,sedan,,KH,2012~2014,Sedan
202,대한민국,기아,쎄라토,4,sedan,,LD,2003~2008,Sedan
203,대한민국,기아,니로,4,sedan,EV,DE,2019~현재,Small suv
204,대한민국,기아,니로,4,sedan,더 뉴,DE,2019~현재,Small suv
205,대한민국,기아,니로,4,sedan,더 뉴 HEV,DE,2019~현재,Small suv
206,대한민국,기아,니로,4,sedan,PHEV,DE,2017~2019,Small suv
207,대한민국,기아,니로,4,sedan,HEV,DE,2016~2019,Small suv
208,대한민국,기아,레이,4,sedan,더뉴,TAM,2017~현재,Sedan
209,대한민국,기아,레이,4,sedan,EV,TAM,2013~2016,Sedan
210,대한민국,기아,레이,4,sedan,,TAM,2011~2017,Sedan
211,대한민국,기아,로체,4,sedan,이노베이션,MG,2008~2010,Sedan
212,대한민국,기아,로체,4,sedan,어드밴스,MG,2007~2008,Sedan
213,대한민국,기아,로체,4,sedan,,MG,2005~2007,Sedan
214,대한민국,기아,리오,4,sedan,,SF,1999~2005,Sedan
215,대한민국,기아,모하비,4,suv,더 마스터,HM,2019~현재,Mid-Large suv
216,대한민국,기아,모하비,4,suv,더 뉴,HM,2016~2019,Mid-Large suv
217,대한민국,기아,모하비,4,suv,,HM,2008~2015,Mid-Large suv
218,대한민국,기아,쏘울,4,sedan,부스터,SK3,2019~현재,Small suv
219,대한민국,기아,쏘울,4,sedan,부스터 EV,SK3,2019~현재,Small suv
220,대한민국,기아,쏘울,4,sedan,더뉴,PS,2016~2019,Small suv
221,대한민국,기아,쏘울,4,sedan,올뉴,PS,2013~2016,Small suv
222,대한민국,기아,쏘울,4,sedan,,AM,2008~2013,Small suv
223,대한민국,기아,스토닉,4,sedan,,YB,2017~현재,Small suv
224,대한민국,기아,스팅어,4,sedan,마이스터,CK,2020~현재,Sedan
225,대한민국,기아,스팅어,4,sedan,,CK,2017~2020,Sedan
226,대한민국,기아,엘란,2,sedan,,LHT,1996~1999,Coupe
227,대한민국,기아,오피러스,4,sedan,프리미엄,GH,2009~2012,Sedan
228,대한민국,기아,오피러스,4,sedan,뉴,GH,2006~2009,Sedan
229,대한민국,기아,오피러스,4,sedan,,GH,2003~2006,Sedan
230,대한민국,기아,카렌스,4,sedan,더뉴,RP,2016~현재,Small suv
231,대한민국,기아,카렌스,4,sedan,올뉴,RP,2013~2016,Small suv
232,대한민국,기아,카렌스,4,sedan,뉴,UN,2006~2013,Small suv
233,대한민국,기아,카렌스,4,sedan,2,RS,2002~2006,Small suv
234,대한민국,기아,카렌스,4,sedan,,RS,1999~2002,Small suv
235,대한민국,기아,포르테,4,sedan,HEV,TD,2009~2013,Sedan
236,대한민국,기아,포르테,4,sedan,,TD,2008~2012,Sedan
237,대한민국,기아,포르테 쿱,2,sedan,HEV,XK,2009~2013,Coupe
238,대한민국,기아,포르테 쿱,2,sedan,,XK,2008~2012,Coupe
239,대한민국,기아,프라이드,4,sedan,,UB,2014~현재,Sedan
240,대한민국,기아,프라이드,4,sedan,,UB,2011~2014,Sedan
241,대한민국,기아,프라이드,4,sedan,,JB,2005~2011,Sedan
242,대한민국,기아,프라이드,4,sedan,,Y,1987~2000,Sedan
243,대한민국,기아,옵티마,4,sedan,,MS,2000~2005,Sedan
244,대한민국,기아,셀토스,4,sedan,,SP2,2019~현재,Small suv
245,대한민국,쉐보레/한국GM,트래버스,4,suv,2세대,,2017~현재,Mid-Large suv
246,대한민국,쉐보레/한국GM,트래버스,4,suv,1세대,,2008~2017,Mid-Large suv
247,대한민국,쉐보레/한국GM,스파크,4,sedan,더뉴,M400,2018~현재,Sedan
248,대한민국,쉐보레/한국GM,스파크,4,sedan,더넥스트,M400,2015~2018,Sedan
249,대한민국,쉐보레/한국GM,스파크,4,sedan,EV,M300,2013~2017,Sedan
250,대한민국,쉐보레/한국GM,스파크,4,sedan,,M300,2011~2015,Sedan
251,대한민국,쉐보레/한국GM,말리부,4,sedan,더 뉴,V400,2018~현재,Sedan
252,대한민국,쉐보레/한국GM,말리부,4,sedan,올 뉴,V400,2016~2018,Sedan
253,대한민국,쉐보레/한국GM,말리부,4,sedan,,V300,2011~2016,Sedan
254,대한민국,쉐보레/한국GM,트랙스,4,sedan,더뉴,U200,2016~현재,Small suv
255,대한민국,쉐보레/한국GM,트랙스,4,sedan,,U200,2013~2016,Small suv
256,대한민국,쉐보레/한국GM,다마스,6,sedan,뉴,,2008~현재,Three row truck
257,대한민국,쉐보레/한국GM,다마스,6,sedan,2,,2003~2006,Three row truck
258,대한민국,쉐보레/한국GM,다마스,6,sedan,,,1991~2003,Three row truck
259,대한민국,쉐보레/한국GM,라보,2,onerowtruck,뉴,,2008~현재,One row truck
260,대한민국,쉐보레/한국GM,라보,2,onerowtruck,,,1991~2006,One row truck
261,대한민국,쉐보레/한국GM,라세티,4,sedan,프리미어,J300,2008~2011,Sedan
262,대한민국,쉐보레/한국GM,라세티,4,sedan,뉴,J200,2004~2008,Sedan
263,대한민국,쉐보레/한국GM,라세티,4,sedan,,J200,2002~2004,Sedan
264,대한민국,쉐보레/한국GM,마티즈,4,sedan,크리에이티브,M300,2009~2011,Sedan
265,대한민국,쉐보레/한국GM,마티즈,4,sedan,,클래식,2009~2011,Sedan
266,대한민국,쉐보레/한국GM,마티즈,4,sedan,올뉴,M200/250,2005~2009,Sedan
267,대한민국,쉐보레/한국GM,마티즈,4,sedan,2,M150,2000~2005,Sedan
268,대한민국,쉐보레/한국GM,마티즈,4,sedan,,M100,1998~2000,Sedan
269,대한민국,쉐보레/한국GM,베리타스,4,sedan,,,2008~2010,Sedan
270,대한민국,쉐보레/한국GM,볼트,4,sedan,,EV,2017~현재,Sedan
271,대한민국,쉐보레/한국GM,볼트,4,sedan,,2,2016~현재,Sedan
272,대한민국,쉐보레/한국GM,볼트,4,sedan,,,2010~2015,Sedan
273,대한민국,쉐보레/한국GM,블레이저,4,suv,,1세대,2020~현재,Mid-Large suv
274,대한민국,쉐보레/한국GM,아베오,4,sedan,더뉴,T300,2016~현재,Sedan
275,대한민국,쉐보레/한국GM,아베오,4,sedan,,T300,2011~2016,Sedan
276,대한민국,쉐보레/한국GM,아카디아,4,sedan,,,1994~1999,Sedan
277,대한민국,쉐보레/한국GM,알페온,4,sedan,,VS300,2010~2017,Sedan
278,대한민국,쉐보레/한국GM,올란도,4,suv,,J309,2011~현재,Mid-Large suv
279,대한민국,쉐보레/한국GM,윈스톰,4,suv,맥스,C105,2008~2010,Mid-Large suv
280,대한민국,쉐보레/한국GM,윈스톰,4,suv,,C100,2006~2009,Mid-Large suv
281,대한민국,쉐보레/한국GM,이쿼녹스,4,sedan,3세대 F/L,,2020~현재,Small suv
282,대한민국,쉐보레/한국GM,이쿼녹스,4,sedan,3세대,,2017~현재,Small suv
283,대한민국,쉐보레/한국GM,임팔라,4,sedan,,10세대,2015~현재,Sedan
284,대한민국,쉐보레/한국GM,젠트라,4,sedan,X,T255,2007~2011,Sedan
285,대한민국,쉐보레/한국GM,젠트라,4,sedan,,T250,2005~2011,Sedan
286,대한민국,쉐보레/한국GM,트레일블레이저,4,sedan,,,2020~현재,Small suv
287,대한민국,쉐보레/한국GM,카마로,2,sedan,SS,6세대,2016~현재,Coupe
288,대한민국,쉐보레/한국GM,카마로,2,sedan,,5세대,2011~2016,Coupe
289,대한민국,쉐보레/한국GM,캡티바,4,suv,,유로6,2016~현재,Mid-Large suv
290,대한민국,쉐보레/한국GM,캡티바,4,suv,,유로5,2011~2016,Mid-Large suv
291,대한민국,쉐보레/한국GM,콜로라도,4,suv,,,2019~현재,Mid-Large suv
292,대한민국,쉐보레/한국GM,크루즈,4,sedan,올뉴,J400,2017~현재,Sedan
293,대한민국,쉐보레/한국GM,크루즈,4,sedan,뉴,J300,2015~2017,Sedan
294,대한민국,쉐보레/한국GM,크루즈,4,sedan,,J300,2011~2015,Sedan
295,대한민국,쉐보레/한국GM,토스카,4,sedan,프리미엄6,V292,2008~2010,Sedan
296,대한민국,쉐보레/한국GM,토스카,4,sedan,,V250,2006~2008,Sedan
297,대한민국,쉐보레/한국GM,매그너스,4,sedan,,V200,1999~2006,Sedan
298,대한민국,르노삼성,ZOE,4,sedan,,,2016~현재,Sedan
299,대한민국,르노삼성,XM3,4,sedan,,LJL,2020~현재,Small suv
300,대한민국,르노삼성,캡처,4,sedan,,,2020~현재,Small suv
301,대한민국,르노삼성,QM3,4,sedan,뉴,,2017~2020,Small suv
302,대한민국,르노삼성,QM3,4,sedan,,,2013~2017,Small suv
303,대한민국,르노삼성,QM5,4,sedan,네오,H45,2014~2016,Small suv
304,대한민국,르노삼성,QM5,4,sedan,뉴,H45,2011~2014,Small suv
305,대한민국,르노삼성,QM5,4,sedan,,H45,2007~2011,Small suv
306,대한민국,르노삼성,QM6,4,suv,더뉴,HZG,2019~현재,Mid-Large suv
307,대한민국,르노삼성,QM6,4,suv,,HZG,2016~2019,Mid-Large suv
308,대한민국,르노삼성,SM3,4,sedan,Neo,L38,2014~현재,Sedan
309,대한민국,르노삼성,SM3,4,sedan,ZE,L38,2013~현재,Sedan
310,대한민국,르노삼성,SM3,4,sedan,뉴F/L,L38,2012~2014,Sedan
311,대한민국,르노삼성,SM3,4,sedan,,L38,2009~2012,Sedan
312,대한민국,르노삼성,SM3,4,sedan,뉴제너레이션,N17,2005~2009,Sedan
313,대한민국,르노삼성,SM3,4,sedan,,N17,2002~2005,Sedan
314,대한민국,르노삼성,SM5,4,sedan,노바,L43,2015~현재,Sedan
315,대한민국,르노삼성,SM5,4,sedan,뉴플래티넘,L43,2012~2015,Sedan
316,대한민국,르노삼성,SM5,4,sedan,뉴신형,L43,2010~2012,Sedan
317,대한민국,르노삼성,SM5,4,sedan,뉴임프레션,EX1/DF,2007~2010,Sedan
318,대한민국,르노삼성,SM5,4,sedan,뉴,EX1/DF,2005~2007,Sedan
319,대한민국,르노삼성,SM5,4,sedan,,KPQ,1998~2005,Sedan
320,대한민국,르노삼성,SM6,4,sedan,더 뉴,LFD,2020~현재,Sedan
321,대한민국,르노삼성,SM6,4,sedan,,LFD,2016~2020,Sedan
322,대한민국,르노삼성,SM7,4,sedan,노바,L47,2014~현재,Sedan
323,대한민국,르노삼성,SM7,4,sedan,올뉴,L47,2011~2014,Sedan
324,대한민국,르노삼성,SM7,4,sedan,뉴아트,EX2,2008~2011,Sedan
325,대한민국,르노삼성,SM7,4,sedan,,Ex2,2004~2008,Sedan
326,대한민국,르노삼성,클리오,4,sedan,,,2018~현재,Sedan
327,대한민국,르노삼성,트위지,2,sedan,,,2017~현재,Coupe
328,대한민국,르노삼성,마스터,6,van,,버스,2019~현재,van
329,대한민국,르노삼성,마스터,6,van,,벤,2019~현재,van
330,대한민국,쌍용,렉스턴,4,suv,올 뉴 G4,Y400,2020~현재,Mid-Large suv
331,대한민국,쌍용,렉스턴,4,suv,G4,Y400,2017~2020,Mid-Large suv
332,대한민국,쌍용,렉스턴,4,suv,W,Y200,2012~2017,Mid-Large suv
333,대한민국,쌍용,렉스턴,4,suv,슈퍼,Y200,2008~2012,Mid-Large suv
334,대한민국,쌍용,렉스턴,4,suv,,2 Y200,2006~2008,Mid-Large suv
335,대한민국,쌍용,렉스턴,4,suv,뉴,Y200,2003~2006,Mid-Large suv
336,대한민국,쌍용,렉스턴,4,suv,,Y200,2001~2003,Mid-Large suv
337,대한민국,쌍용,렉스턴 스포츠,4,suv,칸,Q200,2019~현재,Mid-Large suv
338,대한민국,쌍용,렉스턴 스포츠,4,suv,,Q200,2018~현재,Mid-Large suv
339,대한민국,쌍용,렉스턴 스포츠,4,suv,더뉴,Q150,2016~2018,Mid-Large suv
340,대한민국,쌍용,렉스턴 스포츠,4,suv,,Q150,2012~2016,Mid-Large suv
341,대한민국,쌍용,액티언 스포츠,4,suv,,Q100,2006~2011,Mid-Large suv
342,대한민국,쌍용,로디우스,6,van,뉴,유로,2012~2013,van
