,name,model,maker,prefix,postfix,kind
139,벤츠 GLB-클래스,GLB-클래스,벤츠,0,0,Small suv
140,볼보 XC60 2014년형,XC60,볼보,0,0,Mid-Large suv
141,포르쉐 911 2020년형,911,포르쉐,0,0,Coupe
142,아우디 A7 4K8,A7,아우디,0,4K8,Sedan
143,미니 쿠퍼 컨버터블,쿠퍼 컨버터블,미니,0,0,Coupe
144,볼보 XC40 2020년형,XC40,볼보,0,0,Mid-Large suv
145,랜드로버 디펜더 2020년형,디펜더,랜드로버,0,0,Mid-Large suv
146,아우디 SQ,SQ,아우디,0,0,Mid-Large suv
147,랜드로버 디스커버리 스포츠 2016년형,디스커버리 스포츠,랜드로버,0,0,Mid-Large suv
148,볼보 XC60 2020년형,XC60,볼보,0,0,Mid-Large suv
149,렉서스 NX,NX,렉서스,0,0,Mid-Large suv
150,랜드로버 레인지로버 2015년형,레인지로버,랜드로버,0,0,Mid-Large suv
151,BMW X4 M 40d G02,X4 M,BMW,0,40d G02,Mid-Large suv
152,BMW 8 시리즈,8 시리즈,BMW,0,0,Sedan
153,렉서스 RX,0,0,0,0,
154,BMW Z4 E89,Z4,BMW,0,E89,Coupe
155,랜드로버 디스커버리 2019년형,디스커버리,랜드로버,0,0,Mid-Large suv
156,렉서스 GS 2015년형,GS,렉서스,0,0,Sedan
157,롤스로이스 고스트,고스트,롤스로이스,0,0,Sedan
158,벤츠 G-클래스,G-클래스,벤츠,0,0,Mid-Large suv
159,캐딜락 CT5 2021년형,CT5,캐딜락,0,0,Sedan
160,포르쉐 718,718,포르쉐,0,0,Coupe
161,혼다 CR-V 2010년형,CR-V,혼다,0,0,Small suv
162,볼보XC40,XC40,볼보,0,0,Mid-Large suv
163,아우디 S8 2021년형,S8,아우디,0,0,Sedan
164,맥라렌 570S,570S,맥라렌,0,0,Coupe
165,벤츠 M-클래스 W166,M-클래스,벤츠,0,0,Mid-Large suv
166,페라리 812 슈퍼패스트,812 슈퍼패스트,페라리,0,0,Coupe
167,지프 체로키 2017년형,체로키,지프,0,0,Mid-Large suv
168,링컨 네비게이터 2018년형,네비게이터,링컨,0,0,van
169,폭스바겐 투아렉 2020년형,투아렉,폭스바겐,0,0,Mid-Large suv
170,BMW 6 시리즈 G32,6 시리즈,BMW,0,G32,Sedan
171,시트로엥 C5 에어크로스 2021년형,C5 에어크로스,시트로엥,0,0,Mid-Large suv
172,푸조 308,308,푸조,0,0,Coupe
173,미니 쿠퍼 R56,0,0,0,0,
174,미쓰비시 아웃랜더,아웃랜더,미쓰비시,0,0,Mid-Large suv
175,포르쉐 박스터 2014년형,박스터,포르쉐,0,0,Coupe
176,롤스로이스 고스트 2018년형,고스트,롤스로이스,0,0,Sedan
177,재규어 XF 2015년형,XF,재규어,0,0,Sedan
178,벤츠 S-클래스 C222 S63 AMG 쿠페,S-클래스,벤츠,0,0,Sedan
179,아우디 A3 8V,A3,아우디,0,8V,Sedan
180,볼보 V90 2021년형,V90,볼보,0,0,Mid-Large suv
181,기아 F/L (출시예정) 스팅어 CK,스팅어,기아,0,CK,Sedan
182,인피니티 QX 2020년형,QX,인피니티,0,0,Mid-Large suv
183,인피니티 Q 시리즈 2020년형,Q 시리즈,인피니티,0,0,Sedan
184,BMW X6 M F86,X6 M,BMW,0,0,Mid-Large suv
185,링컨 네비게이터 2021년형,네비게이터,링컨,0,0,van
186,BMW 3 시리즈 E46,3 시리즈,BMW,0,E46,Sedan
187,폭스바겐 골프 2016년형,골프,폭스바겐,0,0,Sedan
188,V90,V90,볼보,0,0,Mid-Large suv
189,BMW M8 G15,M8,BMW,0,0,Coupe
190,폭스바겐 파사트 2018년형,파사트,폭스바겐,0,0,Sedan
191,포르쉐 마칸 2020년형,마칸,포르쉐,0,0,Mid-Large suv
192,볼보 S80 2013년형,S80,볼보,0,0,Sedan
193,렉서스 ES 2009년형,0,0,0,0,
194,벤츠 더뉴 C-클래스 쿠페 C205,C-클래스,벤츠,0,0,Sedan
195,토요타 도요타86 2021년형,도요타86,토요타,0,0,Coupe
196,아우디 Q5 2017년형,Q5,아우디,0,0,Mid-Large suv
197,닷지 챌린저 2019년형,챌린저,닷지,0,0,Coupe
198,렉서스 RX 2012년형,0,0,0,0,
199,링컨 에비에이터 2021년형,에비에이터,링컨,0,0,Mid-Large suv
200,렉서스 SC,SC,렉서스,0,0,Coupe
201,쉐보레/한국GM 카마로,카마로,쉐보레,0,0,Coupe
202,현대 쏠라티 EU,0,0,0,0,
203,렉서스 LX 2017년형,LX,렉서스,0,0,Mid-Large suv
204,벤츠 CL-클래스,CL-클래스,벤츠,0,0,Sedan
205,포르쉐 카이엔 2010년형,카이엔,포르쉐,0,0,Mid-Large suv
206,농업용트랙터M6-108,M6,BMW,0,0,Sedan
207,다이너스티,다이너스티,현대,0,0,Sedan
208,링컨 MKX 2021년형,MKX,링컨,0,0,Mid-Large suv
209,시트로엥 C4 피카소,C4 피카소,시트로엥,0,0,van
210,닛산 캐시카이 Z11,캐시카이,닛산,0,0,Small suv
211,아우디 세부 분류,0,0,0,0,
212,비이스만 GT 2021년형,0,0,0,0,
213,크라이슬러 비전 2021년형,비전,크라이슬러,0,0,Sedan
214,현대 출시예정 아반떼 CN7,아반떼,현대,0,CN7,Sedan
215,캐딜락 CTS 2019년형,CTS,캐딜락,0,0,Sedan
216,토요타 시에나 2019년형,시에나,토요타,0,0,van
217,쉐보레/한국GM 더뉴 아베오 T300,아베오,쉐보레/한국GM,더뉴,T300,Sedan
218,포르쉐 박스터 2020년형,박스터,포르쉐,0,0,Coupe
219,BMW X6 E71/72,X6,BMW,0,E71/72,Mid-Large suv
220,덤프트럭 25.5T,0,0,0,0,
221,테슬라 모델 3 2019년형,모델 3,테슬라,0,0,Sedan
222,아우디 Q7 2019년형,Q7,아우디,0,0,Mid-Large suv
223,닛산 엑스테라 2020년형,엑스테라,닛산,0,0,Mid-Large suv
224,현대 쿠페 아반떼 JK,아반떼,현대,0,0,Sedan
225,쏘나타DN,쏘나타,현대,0,0,Sedan
226,벤츠 G-클래스 W464,G-클래스,벤츠,0,W464,Mid-Large suv
227,트럭 3 1열 봉고 PU,1열 봉고,기아,트럭 3,PU,One row truck
228,인피니티 JX 2020년형,JX,인피니티,0,0,Mid-Large suv
229,닛산 NV밴 2020년형,NV밴,닛산,0,0,van
230,푸조 307SW 2019년형,307SW,푸조,0,0,Small suv
231,아우디A6,A6,아우디,0,0,Sedan
232,아우디 A5 2014년형,A5,아우디,0,0,Sedan
233,람보르기니 디아블로,디아블로,람보르기니,0,0,Coupe
234,랜드로버 레인지로버 벨라 2018년형,레인지로버 벨라,랜드로버,0,0,Mid-Large suv
235,폭스바겐 제타 2014년형,제타,폭스바겐,0,0,Sedan
236,벤틀리 컨티넨탈 GT,컨티넨탈 GT,벤틀리,0,0,Coupe
237,쌍용 H뉴클래식 체어맨 W100,체어맨,쌍용,H뉴클래식,W100,Sedan
238,쉐보레/한국GM 2 다마스,다마스,쉐보레/한국GM,2,0,Three row truck
239,테슬라 모델 S 2019년형,모델 S,테슬라,0,0,Sedan
240,벤츠 GLC-클래스 X253/C253,GLC-클래스,벤츠,0,0,Mid-Large suv
241,쉐보레/한국GM 캡티바 유로6,캡티바,홀덴,0,유로6,Mid-Large suv
242,지프 컴패스,컴패스,지프,0,0,Mid-Large suv
243,아우디 A5 2019년형,A5,아우디,0,0,Sedan
244,렉서스 LS 2019년형,0,0,0,0,
245,닛산 큐브 2011년형,큐브,닛산,0,0,Sedan
246,쉐보레 콜벳,콜벳,쉐보레,0,0,Coupe
247,쉐보레/한국GM 젠트라 T250,젠트라,쉐보레/한국GM,0,0,Sedan
248,인피니티 Q 시리즈 2019년형,Q 시리즈,인피니티,0,0,Sedan
249,벤츠 GLE-클래스 2015년형,GLE-클래스,벤츠,0,0,Mid-Large suv
250,벤츠 C-클래스 W204/C204,C-클래스,벤츠,0,W204,Sedan
251,현대 쿠페 아반떼 MD,아반떼,현대,0,0,Sedan
252,폭스바겐 CC 2014년형,CC,폭스바겐,0,0,Sedan
253,기아 어드밴스 로체 MG,로체,기아,어드밴스,MG,Sedan
254,링컨 MKX 2015년형,MKX,링컨,0,0,Mid-Large suv
255,벤츠 M-클래스 2015년형,M-클래스,벤츠,0,0,Mid-Large suv
256,볼보 S90 2017년형,S90,볼보,0,0,Sedan
257,아우디 TT 2008년형,2008,푸조,0,0,Small suv
258,인피니티 FX 2006년형,0,0,0,0,
259,미니 2열 쿠퍼 2019년형,2열 쿠퍼,미니,0,0,Sedan
260,지프 루비콘 2020년형,루비콘,지프,0,0,Mid-Large suv
261,쉐보레/대우 이쿼녹스 3세대,이쿼녹스,쉐보레/한국GM,3세대,0,Small suv
262,재규어 XE 2016년형,XE,재규어,0,0,Sedan
263,인피니티 M 시리즈 2015년형,M 시리즈,인피니티,0,0,Sedan
264,현대 올뉴 아반떼 J2,아반떼,현대,올뉴,J2,Sedan
265,포르쉐 카이엔 2018년형,카이엔,포르쉐,0,0,Mid-Large suv
266,포드 F-시리즈 2011년형,F-시리즈,포드,0,0,Mid-Large suv
267,아우디 A7 2015년형,A7,아우디,0,0,Sedan
268,테슬라 모델 S 2020년형,모델 S,테슬라,0,0,Sedan
269,렉서스 LS 2007년형,0,0,0,0,
270,닛산 맥시마 2019년형,맥시마,닛산,0,0,Sedan
271,재규어 XJ 2017년형,XJ,재규어,0,0,Sedan
272,랜드로버 레인지로버 이보크 2019년형,레인지로버 이보크,랜드로버,0,0,Mid-Large suv
273,벤츠 E-클래스 W211,E-클래스,벤츠,0,W211,Sedan
274,포드 몬데오 2017년형,몬데오,포드,0,0,Sedan
275,아우디 A6 2020년형,A6,아우디,0,0,Sedan
276,NeoSM3L38,SM3,르노삼성,0,0,Sedan
277,랜드로버 프리랜더 2014년형,프리랜더,랜드로버,0,0,Mid-Large suv
278,포르쉐 파나메라 2017년형,파나메라,포르쉐,0,0,Sedan
279,볼보 V70 2019년형,V70,볼보,0,0,Mid-Large suv
280,E-클래스,E-클래스,벤츠,0,0,Sedan
281,더마스터 쏘렌토 UM,쏘렌토,기아,0,UM,Mid-Large suv
282,올뉴 쏘렌토 UM,쏘렌토,기아,올뉴,UM,Mid-Large suv
283,S ,0,0,0,0,
284,E-클래스 2017년형,E-클래스,벤츠,0,0,Sedan
285,A8 2015년형,A8,아우디,0,0,Sedan
286,스포티지 QL 더볼드,스포티지,기아,더볼드,QL,Mid-Large suv
287,K9 RJ 더,K9,기아,더,RJ,Sedan
288,CT ,CT,렉서스,0,0,Sedan
289,싼타페 ,싼타페,현대,0,0,Mid-Large suv
290,렉스턴 ,렉스턴,쌍용,0,0,Mid-Large suv
291,쏘나타 ,쏘나타,현대,0,0,Sedan
292,GLE-클래스,GLE-클래스,벤츠,0,0,Mid-Large suv
293,7 시리즈,7 시리즈,BMW,0,0,Sedan
294,티구안올스페이스,티구안,폭스바겐,0,0,Mid-Large suv
295,SLK클래스,0,0,0,0,
296,Audi A8 6.0,A8,아우디,0,0,Sedan
297,2011미니컨트리맨,컨트리맨,미니,0,0,Small suv
298,LC500,0,0,0,0,
299,몬데오,몬데오,포드,0,0,Sedan
300,CLK클래스,0,0,0,0,
301,INFINITI G37 COUPE,0,0,0,0,
302,캘리포니아30,캘리포니아,페라리,0,0,Coupe
303,RX450,0,0,0,0,
304,E300 Amg,0,0,0,0,
305,BMW 6시리즈,0,0,0,0,
306,포르테 쿠페,포르테,토요타,0,0,Sedan
307,쉐보레/한국GM 뉴 다마스,다마스,쉐보레/한국GM,뉴,0,Three row truck
308,쉐보레 카마로 2021년형,카마로,쉐보레,0,0,Coupe
309,닛산 X-TRAIL T32,X-TRAIL,닛산,0,T32,Mid-Large suv
310,쌍용 뉴 렉스턴 Y200,0,0,0,0,
311,지프 체로키 2007년형,0,0,0,0,
312,마이브MI,0,0,0,0,
313,마세라티 기블리 2015년형,기블리,마세라티,0,0,Sedan
314,재규어 XF 2013년형,XF,재규어,0,0,Sedan
315,기아 더뉴 카렌스 RP,카렌스,기아,더뉴,RP,Small suv
316,아반테,0,0,0,0,
317,현대5톤덤프트럭,0,0,0,0,
318,닛산 알마다,알마다,닛산,0,0,Mid-Large suv
319,혼다 S660 2021년형,S660,혼다,0,0,Coupe
320,동풍소콘 펜곤 ix5,펜곤 ix5,동풍소콘,0,0,Mid-Large suv
321,포르쉐 911 2007년형,0,0,0,0,
322,이스타나,0,0,0,0,
323,쉐보레/한국GM 매그너스 V200,매그너스,쉐보레/한국GM,0,0,Sedan
324,포드 몬데오 2016년형,몬데오,포드,0,0,Sedan
325,랜드로버 레인지로버 2013년형,레인지로버,랜드로버,0,0,Mid-Large suv
326,스마트 포투,포투,스마트,0,0,Coupe
327,혼다 오딧세이 2014년형,오딧세이,혼다,0,0,van
328,재규어 XF 2011년형,XF,재규어,0,0,Sedan
329,스바루 임프레자,임프레자,스바루,0,0,Sedan
330,2007년 대우 레조,0,0,0,0,
331,푸조 2008 2018년형,2008,푸조,0,0,Small suv
332,포드 토러스 2017년형,토러스,포드,0,0,Sedan
333,벤틀리 컨티넨탈 GT 2012년형,컨티넨탈 GT,벤틀리,0,0,Coupe
334,혼다 어코드 2011년형,어코드,혼다,0,0,Sedan
335,기아 2 카니발 KV-II,카니발,기아,2,KV-II,van
336,mq4,0,0,0,0,
337,미니쿠퍼 D,0,0,0,0,
338,현대 투스카니 GK,투스카니,현대,0,GK,Coupe
339,랜드로버 레인지로버 스포츠 2008년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
340,토요타 캠리 2009년형,0,0,0,0,
341,기아 4세대(출시예정) 카니발 KA4,카니발,기아,0,0,van
342,카니발 9인승,카니발,기아,0,0,van
343,벤츠 E-클래스 쿠페 C207,E-클래스,벤츠,0,0,Sedan
344,허머 H3,H3,허머,0,0,Mid-Large suv
345,피아트 500X 2016년형,500X,피아트,0,0,Small suv
346,크라이슬러 300C 2008년형,300C,크라이슬러,0,0,Sedan
347,아우디 Q5 2012년형,Q5,아우디,0,0,Mid-Large suv
348,인피니티 G 시리즈 2010년형,G 시리즈,인피니티,0,0,Sedan
349,포르쉐 카이맨 2021년형,카이맨,포르쉐,0,0,Coupe
350,기아 봉고 버스 CT,봉고 버스,기아,0,0,van
351,혼다 시빅 2008년형,2008,푸조,0,0,Small suv
352,재규어 F페이스 2017년형,F페이스,재규어,0,0,Mid-Large suv
353,폭스바겐 파사트 2007년형,0,0,0,0,
354,현대 쏘나타 DN8 하이브리드,쏘나타,현대,0,DN8,Sedan
355,지프 랭글러 2017년형,랭글러,지프,0,0,Mid-Large suv
356,아반떼XD스포츠,아반떼,현대,0,0,Sedan
357,아우디 S3 2016년형,S3,아우디,0,0,Sedan
358,캐딜락 DTS,DTS,캐딜락,0,0,Sedan
359,캐딜락 BLS 2020년형,BLS,캐딜락,0,0,Sedan
360,GMC 사바나밴 2020년형,사바나밴,GMC,0,0,van
361,포드 F-시리즈 2013년형,F-시리즈,포드,0,0,Mid-Large suv
362,포드 머스탱 2016년형,머스탱,포드,0,0,Coupe
363,인피니티 FX 2009년형,0,0,0,0,
364,아우디 R8 2008년형,2008,푸조,0,0,Small suv
365,벤츠 SLC-클래스 2019년형,SLC-클래스,벤츠,0,0,Coupe
366,미니 쿠퍼 2014년형,0,0,0,0,
367,닷지 듀랑고 2019년형,듀랑고,닷지,0,0,Mid-Large suv
368,인피니티 FX,0,0,0,0,
369,렉서스 IS 2015년형,IS,렉서스,0,0,Sedan
370,싼타모,싼타모,현대,0,0,van
371,마쯔다 MX,MX,마쯔다,0,0,Coupe
372,폭스바겐 티구안 2011년형,티구안,폭스바겐,0,0,Mid-Large suv
373,스마트 포투 2011년형,포투,스마트,0,0,Coupe
374,볼보 S60 2015년형,S60,볼보,0,0,Sedan
375,퓨전,퓨전,포드,0,0,Sedan
376,링컨 MKS 2013년형,MKS,링컨,0,0,Sedan
377,크라이슬러 200 2016년형,0,0,0,0,
378,폭스바겐 페이톤 2011년형,페이톤,폭스바겐,0,0,Sedan
379,지프 컴패스 2020년형,컴패스,지프,0,0,Mid-Large suv
380,렉서스 LS 2013년형,0,0,0,0,
381,쉐보레/대우 맥스 윈스톰 C105,윈스톰,쉐보레/한국GM,0,0,Mid-Large suv
382,미니 컨트리맨 2015년형,컨트리맨,미니,0,0,Small suv
383,투스카니,투스카니,현대,0,0,Coupe
384,볼보 XC90 2014년형,XC90,볼보,0,0,Mid-Large suv
385,쉐보레/대우 매그너스,매그너스,쉐보레/한국GM,0,0,Sedan
386,벤츠 M-클래스 2012년형,M-클래스,벤츠,0,0,Mid-Large suv
387,혼다 크로스로드 2013년형,크로스로드,혼다,0,0,Mid-Large suv
388,링컨 MKX 2012년형,MKX,링컨,0,0,Mid-Large suv
389,미니 1열 쿠퍼 2019년형,0,0,0,0,
390,벤츠 E-클래스 2015년형,E-클래스,벤츠,0,0,Sedan
391,임팔라 10세대,임팔라,쉐보레,0,10세대,Sedan
392,쏘나타 LF 뉴라이즈,쏘나타,현대,뉴라이즈,LF,Sedan
393,SM5 L43 노바,SM5,르노삼성,0,0,Sedan
394,아반떼 AD 더뉴,아반떼,현대,더뉴,AD,Sedan
395,아반떼 MD 더뉴,아반떼,현대,더뉴,MD,Sedan
396,티볼리 ,티볼리,쌍용,0,0,Small suv
397,SM5 ,SM5,르노삼성,0,0,Sedan
398,5 시리즈 ,5 시리즈,BMW,0,0,Sedan
399,F-시리즈,F-시리즈,포드,0,0,Mid-Large suv
400,VQ35,Q3,아우디,0,0,Mid-Large suv
401,트랜짓,트랜짓,포드,0,0,van
402,랭글러 시리즈,랭글러,지프,0,0,Mid-Large suv
403,허슬러,허슬러,스즈키,0,0,Small suv
404,G2크루즈,크루즈,홀덴,0,0,Sedan
405,리오SF,리오,기아,0,SF,Sedan
406,뮬산,뮬산,벤틀리,0,0,Sedan
407,젠트라 X,젠트라,쉐보레/한국GM,X,0,Sedan
408,아토스,0,0,0,0,
409,페라리458스페셜,458,페라리,0,0,Coupe
410,BH090,0,0,0,0,
411,E200 카브리올레,0,0,0,0,
412,C200 카브리올레,0,0,0,0,
