,name,model,maker,prefix,postfix,kind
190,쉐보레 콜벳,콜벳,쉐보레,0,0,['Coupe']
191,인피니티 Q 시리즈 2019년형,Q 시리즈,인피니티,0,0,['Sedan']
192,벤츠 C-클래스 W204/C204,C-클래스,벤츠,0,W204,"['Sedan', 'Coupe']"
193,폭스바겐 CC 2014년형,CC,폭스바겐,0,0,['Sedan']
194,기아 어드밴스 로체 MG,로체,기아,어드밴스,MG,['Sedan']
195,볼보 S90 2017년형,S90,볼보,0,0,['Sedan']
196,지프 루비콘 2020년형,루비콘,지프,0,0,['Mid-Large suv']
197,쉐보레/대우 이쿼녹스 3세대,이쿼녹스,쉐보레/한국GM,3세대,0,['Small suv']
198,재규어 XE 2016년형,XE,재규어,0,0,['Sedan']
199,현대 올뉴 아반떼 J2,아반떼,현대,올뉴,J2,"['Sedan', 'Coupe']"
200,포르쉐 카이엔 2018년형,카이엔,포르쉐,0,0,['Mid-Large suv']
201,포드 F-시리즈 2011년형,F-시리즈,포드,0,0,['Mid-Large suv']
202,테슬라 모델 S 2020년형,모델 S,테슬라,0,0,['Sedan']
203,재규어 XJ 2017년형,XJ,재규어,0,0,['Sedan']
204,벤츠 E-클래스 W211,E-클래스,벤츠,0,W211,"['Sedan', 'Coupe']"
205,포드 몬데오 2017년형,몬데오,포드,0,0,['Sedan']
206,아우디 A6 2020년형,A6,아우디,0,0,['Sedan']
207,랜드로버 프리랜더 2014년형,프리랜더,랜드로버,0,0,['Mid-Large suv']
208,포르쉐 파나메라 2017년형,파나메라,포르쉐,0,0,['Sedan']
209,볼보 V70 2019년형,V70,볼보,0,0,['Mid-Large suv']
210,E-클래스,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
211,올뉴 쏘렌토 UM,쏘렌토,기아,올뉴,UM,['Mid-Large suv']
212,E-클래스 2017년형,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
213,스포티지 QL 더볼드,스포티지,기아,더볼드,QL,['Mid-Large suv']
214,K9 RJ 더,K9,기아,더,RJ,['Sedan']
215,CT ,CT,렉서스,0,0,['Sedan']
216,싼타페 ,싼타페,현대,0,0,['Mid-Large suv']
217,렉스턴 ,렉스턴,쌍용,0,0,['Mid-Large suv']
218,쏘나타 ,쏘나타,현대,0,0,['Sedan']
219,7 시리즈,7 시리즈,BMW,0,0,['Sedan']
220,티구안올스페이스,티구안,폭스바겐,0,0,['Mid-Large suv']
221,몬데오,몬데오,포드,0,0,['Sedan']
222,CLK클래스,CLK-클래스,벤츠,0,0,['Sedan']
223,캘리포니아30,캘리포니아,페라리,0,0,['Coupe']
224,쉐보레/한국GM 뉴 다마스,다마스,쉐보레/한국GM,뉴,0,['Three row truck']
225,쉐보레 카마로 2021년형,카마로,쉐보레,0,0,['Coupe']
226,닛산 X-TRAIL T32,X-TRAIL,닛산,0,T32,['Mid-Large suv']
227,재규어 XF 2013년형,XF,재규어,0,0,['Sedan']
228,기아 더뉴 카렌스 RP,카렌스,기아,더뉴,RP,['Small suv']
229,현대5톤덤프트럭,덤프트럭,현대,0,0,
230,닛산 알마다,알마다,닛산,0,0,['Mid-Large suv']
231,포드 몬데오 2016년형,몬데오,포드,0,0,['Sedan']
