,name,model,maker,prefix,postfix,kind
0,new C클래스,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
1,F-페이스,F페이스,재규어,0,0,['Mid-Large suv']
2,혼다 오디세이,오딧세이,혼다,0,0,['van']
3,인피니티 G37,G 시리즈,인피니티,0,0,['Sedan']
4,E300Amg,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
5,폭스바겐 Golf TDI,골프,폭스바겐,0,0,['Sedan']
6,익스프로러밴,익스플로러밴,,0,0,
7,현대 소나타하이브리드,쏘나타,현대,0,0,['Sedan']
8,AD,아반떼,현대,0,0,"['Sedan', 'Coupe']"
9,New 액센트,엑센트,현대,0,0,['Sedan']
10,SL클래스,SL-클래스,벤츠,0,0,['Coupe']
11,BMWNEW7시리즈,7 시리즈,BMW,0,0,['Sedan']
12,118D,1 시리즈,BMW,0,0,['Sedan']
13,볼보 XC 2018년형,,볼보,0,0,
14,2011폭스바겐Jetta,제타,폭스바겐,0,0,['Sedan']
15,뉴그랜져 XG,그랜저,현대,0,0,['Sedan']
16,누비라2,누비라,쉐보레/한국GM,0,0,
17,E트론,E-tron,아우디,0,0,['Mid-Large suv']
18,현댜파비스,파비스,현대,0,0,
19,시트로엥 DS,,시트로엥,0,0,
20,6시리즈G32,6 시리즈,BMW,0,0,['Sedan']
21,볼보 XC 2019년형,,볼보,0,0,
22,V클래스,V-클래스,벤츠,0,0,['van']
23,BMWMINI,,,0,0,
24,테슬 라,,테슬라,0,0,
25,LM,LM,렉서스,0,0,
26,뉴그랜버드,그랜버드,기아,0,0,
27,레가시,레거시,스바루,0,0,['Sedan']
28,아우디AllroadQurttro,올로드콰트로,아우디,0,0,['Mid-Large suv']
29,인피니티m37,M 시리즈,인피니티,0,0,['Sedan']
30,2011 액센트 위트,엑센트,현대,0,0,['Sedan']
31,XC60,XC60,볼보,0,0,['Mid-Large suv']
32,X3,X3,BMW,0,0,['Mid-Large suv']
33,G80,G80,제네시스,0,0,['Sedan']
34,X6,X6,BMW,0,0,['Mid-Large suv']
35,다마스,다마스,쉐보레/한국GM,0,0,['Three row truck']
36,쏘나타 뉴라이즈,쏘나타,현대,뉴라이즈,0,['Sedan']
37,콜로라도,콜로라도,,0,0,
38,마이티 2.5T,마이티,현대,0,0,
39,X4,X4,BMW,0,0,['Mid-Large suv']
40,지프 체로키,체로키,지프,0,0,['Mid-Large suv']
41,파사트,파사트,폭스바겐,0,0,['Sedan']
42,쉐보레 스파크,스파크,쉐보레/한국GM,0,0,['Sedan']
43,기아 K7하이브리드,K7,기아,하이브리드,0,['Sedan']
44,쉐보레 콜로라도,콜로라도,쉐보레,0,0,['Mid-Large suv']
45,현대 클릭,클릭,현대,0,0,['Sedan']
46,쉐보레/한국GM 뉴 라보,라보,쉐보레/한국GM,뉴,0,['One row truck']
47,기아 뉴쏘렌토R,쏘렌토,기아,뉴,0,['Mid-Large suv']
48,벤츠 C220d 4matic,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
49,쌍용 티볼리아머,티볼리,쌍용,아머,0,['Small suv']
50,혼다 CR-V,CR-V,혼다,0,0,['Small suv']
51,리프,리프,닛산,0,0,['Sedan']
52,아우디 A6 C7,A6,아우디,0,C7,['Sedan']
53,기아 세부 분류,,기아,0,0,
54,토요타 시에나 2020년형,시에나,토요타,0,0,['van']
55,기아 뉴오피러스,오피러스,기아,뉴,0,['Sedan']
56,시보레 콜로라도,콜로라도,쉐보레,0,0,['Mid-Large suv']
57,카마로,카마로,쉐보레,0,0,['Coupe']
58,쉐보레/한국GM 이쿼녹스,이쿼녹스,쉐보레/한국GM,0,0,['Small suv']
59,현대 싼타페 SM,싼타페,현대,0,SM,['Mid-Large suv']
60,벤츠 B-클래스 W247,B-클래스,벤츠,0,W247,['Small suv']
61,벤츠 B-클래스,B-클래스,벤츠,0,0,['Small suv']
62,람보르기니 레벤톤 2019년형,레벤톤,람보르기니,0,0,['Coupe']
63,쉐보레/한국GM 아베오,아베오,쉐보레/한국GM,0,0,['Sedan']
64,쉐보레/한국GM 마티즈,마티즈,쉐보레/한국GM,0,0,['Sedan']
65,기아 이노베이션 로체 MG,로체,기아,이노베이션,MG,['Sedan']
66,르노삼성 르노 마스터 버스,마스터,르노삼성,0,버스,['van']
67,혼다 오딧세이,오딧세이,혼다,0,0,['van']
68,소형버스 LESTAR,레스타,자일,0,0,
69,르노삼성 트위지,트위지,르노삼성,0,0,['Coupe']
70,뉴체어맨,체어맨,쌍용,뉴,0,['Sedan']
71,벤츠 AMG GT,AMG GT,벤츠,0,0,
72,베르나,베르나,현대,0,0,['Sedan']
73,볼보 XC60 2019년형,XC60,볼보,0,0,['Mid-Large suv']
74,비이스만 로드스터,로드스터,비이스만,0,0,['Coupe']
75,현대 PHEV 아이오닉 AE,아이오닉,현대,PHEV,AE,['Sedan']
76,BMW 4 시리즈,4 시리즈,BMW,0,0,['Sedan']
77,포드 토러스,토러스,포드,0,0,['Sedan']
78,쉐보레/대우 라세티,라세티,쉐보레/한국GM,0,0,['Sedan']
79,닛산 큐브,큐브,닛산,0,0,['Sedan']
80,쌍용 체어맨,체어맨,쌍용,0,0,['Sedan']
81,HR-V,HR-V,혼다,0,0,['Sedan']
82,베리타스VERITAS,베리타스,쉐보레/한국GM,0,0,['Sedan']
83,BMW 3 시리즈 F30/31/34,3 시리즈,BMW,0,F30/31/34,['Sedan']
84,현대 테라칸 HP,테라칸,현대,0,HP,['Mid-Large suv']
85,윈스톰맥스,윈스톰,쉐보레/한국GM,맥스,0,['Mid-Large suv']
86,볼보 V60 2019년형,V60,볼보,0,0,['Mid-Large suv']
87,기아 오피러스 GH,오피러스,기아,0,GH,['Sedan']
88,르노삼성 올뉴 SM7 L47,SM7,르노삼성,올뉴,L47,['Sedan']
89,기아 카니발 2 KV-II,카니발,기아,2,KV-II,['van']
90,재규어 XE,XE,재규어,0,0,['Sedan']
91,컨티넨탈,컨티넨탈,링컨,0,0,['Sedan']
92,S90,S90,볼보,0,0,['Sedan']
93,쌍용 액티언,액티언,쌍용,0,0,['Mid-Large suv']
94,ATS,ATS,캐딜락,0,0,['Sedan']
95,Golf GTD,골프,폭스바겐,0,0,['Sedan']
96,액티언,액티언,쌍용,0,0,['Mid-Large suv']
97,푸조 308MCP,308,푸조,0,0,['Sedan']
98,지프랭글러,랭글러,지프,0,0,['Mid-Large suv']
99,뉴 카니발,카니발,기아,뉴,0,['van']
100,렉서스 UX,UX,렉서스,0,0,['Sedan']
101,아우디 A4 B9,A4,아우디,0,B9,['Sedan']
102,포르쉐 카이엔 9Y0,카이엔,포르쉐,0,9Y0,['Mid-Large suv']
103,BMW X6 G06,X6,BMW,0,G06,['Mid-Large suv']
104,캐딜락 XT6 2021년형,XT6,캐딜락,0,0,['Mid-Large suv']
105,BMW M4,M4,BMW,0,0,['Sedan']
106,재규어 XJ 2014년형,XJ,재규어,0,0,['Sedan']
107,인피니티 G 시리즈,G 시리즈,인피니티,0,0,['Sedan']
108,포드 F-시리즈,F-시리즈,포드,0,0,['Mid-Large suv']
109,재규어 XF,XF,재규어,0,0,['Sedan']
110,포르쉐 마칸 2021년형,마칸,포르쉐,0,0,['Mid-Large suv']
111,닛산 올 뉴 알티마 L34,알티마,닛산,올 뉴,L34,['Sedan']
112,아우디 Q7 2020년형,Q7,아우디,0,0,['Mid-Large suv']
113,랜드로버 디스커버리 2018년형,디스커버리,랜드로버,0,0,['Mid-Large suv']
114,폭스바겐 아테온 2021년형,아테온,폭스바겐,0,0,['Sedan']
115,BMW M6,M6,BMW,0,0,['Sedan']
116,지프 체로키 2020년형,체로키,지프,0,0,['Mid-Large suv']
117,쉐보레 콜로라도 2020년형,콜로라도,쉐보레,0,0,['Mid-Large suv']
118,크라이슬러 300C 2013년형,300C,크라이슬러,0,0,['Sedan']
119,링컨 노틸러스 2021년형,노틸러스,링컨,0,0,['Mid-Large suv']
120,맥라렌 GT,GT,맥라렌,0,0,['Coupe']
121,렉서스 LS 2011년형,LS,렉서스,0,0,['Sedan']
122,벤츠 마이바흐 XL222,마이바흐,벤츠,0,XL222,['Sedan']
123,토요타 도요타86,도요타86,토요타,0,0,['Coupe']
124,지프 체로키 2019년형,체로키,지프,0,0,['Mid-Large suv']
125,포르쉐 911 2016년형,911,포르쉐,0,0,['Coupe']
126,폭스바겐 골프 2012년형,골프,폭스바겐,0,0,['Sedan']
127,기아 더뉴 K9 KH,K9,기아,더뉴,KH,['Sedan']
128,재규어 XF 2019년형,XF,재규어,0,0,['Sedan']
129,벤츠 G-클래스 W463: G63 AMG 6x6,G-클래스,벤츠,0,W463: G63 AMG 6x6,['Mid-Large suv']
130,렉서스 ES 2018년형,ES,렉서스,0,0,['Sedan']
131,랜드로버 레인지로버 2010년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
132,BMW 1 시리즈 F20,1 시리즈,BMW,0,F20,['Sedan']
133,인피니티 QX 2019년형,QX,인피니티,0,0,['Mid-Large suv']
134,링컨 MKZ 2020년형,MKZ,링컨,0,0,['Sedan']
135,재규어 F페이스 2018년형,F페이스,재규어,0,0,['Mid-Large suv']
136,포르쉐 박스터,박스터,포르쉐,0,0,['Coupe']
137,렉서스 CT,CT,렉서스,0,0,['Sedan']
138,SCANIA,,스카니아,0,0,
139,렉서스 ES 2014년형,ES,렉서스,0,0,['Sedan']
140,링컨 코세어 2021년형,코세어,링컨,0,0,['Mid-Large suv']
141,폭스바겐 투아렉 2014년형,투아렉,폭스바겐,0,0,['Mid-Large suv']
142,폭스바겐 폴로 2013년형,폴로,폭스바겐,0,0,['Sedan']
143,혼다 레전드,레전드,혼다,0,0,['Sedan']
144,포르쉐 카이엔 2020년형,카이엔,포르쉐,0,0,['Mid-Large suv']
145,링컨 MKX 2016년형,MKX,링컨,0,0,['Mid-Large suv']
146,르노삼성 세부 분류,,르노삼성,0,0,
147,토요타 캠리 2018년형,캠리,토요타,0,0,['Sedan']
148,현대 7세대(출시예정) 아반떼 CN7,아반떼,현대,0,CN7,"['Sedan', 'Coupe']"
149,닛산 리프,리프,닛산,0,0,['Sedan']
150,포르쉐 카이엔 2014년형,카이엔,포르쉐,0,0,['Mid-Large suv']
151,아우디 Q7 2014년형,Q7,아우디,0,0,['Mid-Large suv']
152,페라리 포르토피노,포르토피노,페라리,0,0,['Coupe']
153,토요타 아발론 2021년형,아발론,토요타,0,0,['Sedan']
154,폭스바겐 아테온 2019년형,아테온,폭스바겐,0,0,['Sedan']
155,비이스만 로드스터 2019년형,로드스터,비이스만,0,0,['Coupe']
156,렉서스 RX 2017년형,RX,렉서스,0,0,['Mid-Large suv']
157,폭스바겐 CC 2011년형,CC,폭스바겐,0,0,['Sedan']
158,렉서스 IS 2016년형,IS,렉서스,0,0,['Sedan']
159,다이하쓰 마테리아 2019년형,마테리아,다이하쓰,0,0,['Sedan']
160,기아 프라이드 Y,프라이드,기아,0,Y,['Sedan']
161,링컨 MKS,MKS,링컨,0,0,['Sedan']
162,렉서스 RC,RC,렉서스,0,0,['Coupe']
163,아우디 S4,S4,아우디,0,0,['Sedan']
164,람보르기니 가야드로 2020년형,가야드로,람보르기니,0,0,['Coupe']
165,벤츠 A-클래스 W177/V177,A-클래스,벤츠,0,0,['Sedan']
166,랜드로버 레인지로버 2016년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
167,벤츠 GLK-클래스 2013년형,GLK-클래스,벤츠,0,0,['Mid-Large suv']
168,포르쉐 카이엔 2016년형,카이엔,포르쉐,0,0,['Mid-Large suv']
169,렉서스 NX 2018년형,NX,렉서스,0,0,['Mid-Large suv']
170,마쯔다 MX 2020년형,MX,마쯔다,0,0,['Coupe']
171,아우디 A4 2013년형,A4,아우디,0,0,['Sedan']
172,아우디 A4 2010년형,A4,아우디,0,0,['Sedan']
173,포드 익스플로러 2019년형,익스플로러,포드,0,0,['Mid-Large suv']
174,스바루 레거시,레거시,스바루,0,0,['Sedan']
175,푸조 3008 2012년형,3008,푸조,0,0,['Small suv']
176,렉서스 ES 2011년형,ES,렉서스,0,0,['Sedan']
177,벤츠 S-클래스 2016년형,S-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
178,포드 토러스 2014년형,토러스,포드,0,0,['Sedan']
179,롤스로이스 던,던,롤스로이스,0,0,['Sedan']
180,GMC 유콘,유콘,GMC,0,0,['Mid-Large suv']
181,기아 엘란,엘란,기아,0,0,['Coupe']
182,볼보 S90 2018년형,S90,볼보,0,0,['Sedan']
183,포르쉐 파나메라 2018년형,파나메라,포르쉐,0,0,['Sedan']
184,볼보 XC90 2016년형,XC90,볼보,0,0,['Mid-Large suv']
185,폭스바겐 비틀 2013년형,비틀,폭스바겐,0,0,['Sedan']
186,벤츠 S-클래스 2013년형,S-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
187,아우디 A6 2010년형,A6,아우디,0,0,['Sedan']
188,재규어 F타입 2014년형,F타입,재규어,0,0,['Coupe']
189,포드 쿠가,쿠가,포드,0,0,['Mid-Large suv']
190,렉서스 GS 2019년형,GS,렉서스,0,0,['Sedan']
191,토요타 툰드라 2018년형,툰드라,토요타,0,0,['Mid-Large suv']
192,랜드로버 레인지로버 2017년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
193,닛산 주크 2016년형,주크,닛산,0,0,['Small suv']
194,랜드로버 레인지로버 2018년형,레인지로버,랜드로버,0,0,['Mid-Large suv']
195,6그란쿠페,6 시리즈,BMW,0,0,['Sedan']
196,벤츠 E-클래스 2014년형,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
197,쉐보레 카마로 2016년형,카마로,쉐보레,0,0,['Coupe']
198,골프 2014년형,골프,폭스바겐,0,0,['Sedan']
199,S-클래스 2018년형,S-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
200,G70 IK,G70,제네시스,0,IK,['Sedan']
201,카이엔 2016년형,카이엔,포르쉐,0,0,['Mid-Large suv']
202,718 2019년형,718,포르쉐,0,0,['Coupe']
203,E-클래스 2019년형,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
204,올뉴 카니발 YP,카니발,기아,올뉴,YP,['van']
205,E-클래스 2018년형,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
206,쏘나타 YF HEV,쏘나타,현대,HEV,YF,['Sedan']
207,아발론 2018년형,아발론,토요타,0,0,['Sedan']
208,CT 2017년형,CT,렉서스,0,0,['Sedan']
209,투싼 ,투싼,현대,0,0,['Mid-Large suv']
210,S-클래스 2016년형,S-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
211,911,911,포르쉐,0,0,['Coupe']
212,쏘렌토 ,쏘렌토,기아,0,0,['Mid-Large suv']
213,르반떼 ,르반떼,마세라티,0,0,['Mid-Large suv']
214,아반떼 ,아반떼,현대,0,0,"['Sedan', 'Coupe']"
215,420i,4 시리즈,BMW,0,0,['Sedan']
216,SLC,SLC-클래스,벤츠,0,0,['Coupe']
217,체어맨W리무진,체어맨,쌍용,W,0,['Sedan']
218,BMW NEW5시리즈,5 시리즈,BMW,0,0,['Sedan']
219,폭스바겐 제타 2020년형,제타,폭스바겐,0,0,['Sedan']
220,인피니티 Q 시리즈 2014년형,Q 시리즈,인피니티,0,0,['Sedan']
221,링컨 MKX 2017년형,MKX,링컨,0,0,['Mid-Large suv']
222,렉서스 RX 2018년형,RX,렉서스,0,0,['Mid-Large suv']
223,포드 몬데오 2021년형,몬데오,포드,0,0,['Sedan']
224,포르쉐 911 2010년형,911,포르쉐,0,0,['Coupe']
225,토요타 RAV4 2016년형,RAV4,토요타,0,0,['Mid-Large suv']
226,토요타 아발론 2018년형,아발론,토요타,0,0,['Sedan']
227,토요타 캠리 2014년형,캠리,토요타,0,0,['Sedan']
228,폭스바겐 파사트 2010년형,파사트,폭스바겐,0,0,['Sedan']
229,BMW New 4 시리즈 G22,4 시리즈,BMW,New,G22,['Sedan']
230,포르쉐 마칸 2016년형,마칸,포르쉐,0,0,['Mid-Large suv']
231,푸조 308 2017년형,308,푸조,0,0,['Sedan']
232,인피니티 세부 분류,,인피니티,0,0,
233,지프 컴패스 2011년형,컴패스,지프,0,0,['Mid-Large suv']
234,인피니티 M 시리즈 2010년형,M 시리즈,인피니티,0,0,['Sedan']
235,허머 H2,H2,허머,0,0,['Mid-Large suv']
236,재규어 XJ 2018년형,XJ,재규어,0,0,['Sedan']
237,지프 체로키 2016년형,체로키,지프,0,0,['Mid-Large suv']
238,쉐보레/한국GM 마티즈 클래식,마티즈,쉐보레/한국GM,0,클래식,['Sedan']
239,렉서스 GS 2017년형,GS,렉서스,0,0,['Sedan']
240,렉서스 LX 2012년형,LX,렉서스,0,0,['Mid-Large suv']
241,링컨 MKS 2014년형,MKS,링컨,0,0,['Sedan']
242,혼다 시빅 2017년형,시빅,혼다,0,0,['Sedan']
243,혼다 어코드 2012년형,어코드,혼다,0,0,['Sedan']
244,포르쉐 파나메라 2014년형,파나메라,포르쉐,0,0,['Sedan']
245,인피니티 G 시리즈 2011년형,G 시리즈,인피니티,0,0,['Sedan']
246,지프 사하라,사하라,지프,0,0,['Mid-Large suv']
247,크라이슬러 캐러밴 2012년형,캐러밴,크라이슬러,0,0,['van']
248,페라리 F430,F430,페라리,0,0,['Coupe']
249,포드 머스탱 2012년형,머스탱,포드,0,0,['Coupe']
250,쌍용 뉴 로디우스 유로,로디우스,쌍용,뉴,유로,['van']
251,아우디 A4 2012년형,A4,아우디,0,0,['Sedan']
252,토요타 RAV4 2011년형,RAV4,토요타,0,0,['Mid-Large suv']
253,벤츠 SLK-클래스 2010년형,SLK-클래스,벤츠,0,0,['Coupe']
254,지프 랭글러 2018년형,랭글러,지프,0,0,['Mid-Large suv']
255,토요타 하이랜더,하이랜더,토요타,0,0,['Mid-Large suv']
256,토요타 시에나 2012년형,시에나,토요타,0,0,['van']
257,링컨 MKZ 2014년형,MKZ,링컨,0,0,['Sedan']
258,포드 토러스 2016년형,토러스,포드,0,0,['Sedan']
259,쉐보레/대우 젠트라,젠트라,쉐보레/한국GM,0,0,['Sedan']
260,지프 컴패스 2018년형,컴패스,지프,0,0,['Mid-Large suv']
261,쉐보레/대우 캡티바 유로6,캡티바,쉐보레/한국GM,0,유로6,['Mid-Large suv']
262,쉐보레/대우 마티즈 클래식,마티즈,쉐보레/한국GM,0,클래식,['Sedan']
263,닛산 주크 2017년형,주크,닛산,0,0,['Small suv']
264,쉐보레/대우 더뉴 아베오 T300,아베오,쉐보레/한국GM,더뉴,T300,['Sedan']
265,혼다 오딧세이 2017년형,오딧세이,혼다,0,0,['van']
266,포드 익스플로러 2013년형,익스플로러,포드,0,0,['Mid-Large suv']
267,벤츠 E-클래스 2016년형,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
268,PHEV 니로 DE,니로,기아,PHEV,DE,['Small suv']
269,NX,NX,렉서스,0,0,['Mid-Large suv']
270,오딧세이,오딧세이,혼다,0,0,['van']
271,짐니,짐니,스즈키,0,0,['Small suv']
272,도요타 코롤라,코롤라,토요타,0,0,['Sedan']
273,크로스투어,크로스투어,혼다,0,0,['Mid-Large suv']
274,현대 NEW에쿠스,에쿠스,현대,0,0,['Sedan']
275,CT6,CT6,캐딜락,0,0,['Sedan']
276,랜드로버 디스커버리 스포츠,디스커버리 스포츠,랜드로버,0,0,['Mid-Large suv']
277,XT5,XT5,캐딜락,0,0,['Mid-Large suv']
278,QX50,QX,인피니티,0,0,['Mid-Large suv']
279,Audi A5,A5,아우디,0,0,"['Sedan', 'Coupe']"
280,렉서스 IS 250,IS,렉서스,0,0,['Sedan']
281,bmw X5,X5,BMW,0,0,['Mid-Large suv']
282,쌍용 W 렉스턴 Y200,렉스턴,쌍용,0,0,['Mid-Large suv']
283,Audi Q5,Q5,아우디,0,0,['Mid-Large suv']
284,르노삼성 뉴아트 SM7 EX2,SM7,르노삼성,0,0,['Sedan']
285,쉐보레/한국GM 크리에이티브 마티즈 M300,마티즈,쉐보레/한국GM,0,0,['Sedan']
286,쉐보레/한국GM 맥스 윈스톰 C105,윈스톰,쉐보레/한국GM,0,0,['Mid-Large suv']
287,기아 K3 GT,K3 GT,기아,0,0,['Sedan']
288,기아 더뉴 HEV K5 JF,K5,기아,0,0,['Sedan']
289,308SW,308SW,푸조,0,0,['Small suv']
290,기아 하이브리드 K5 TF,K5,기아,0,0,['Sedan']
291,캐딜락 에스컬레이드 2019년형,에스컬레이드,캐딜락,0,0,['Mid-Large suv']
292,현대 스타렉스 A1,스타렉스,현대,0,A1,['van']
293,르노삼성 SM3 N17,SM3,르노삼성,0,0,['Sedan']
294,미니 2열 쿠퍼 2014년형,2열 쿠퍼,미니,0,0,['Sedan']
295,혼다 어코드 2009년형,어코드,혼다,0,0,['Sedan']
296,5008,5008,푸조,0,0,['Small suv']
297,뉴비틀 Cabriolet,뉴비틀,폭스바겐,0,0,
298,쉐보레/대우 크리에이티브 마티즈 M300,마티즈,쉐보레/한국GM,0,0,['Sedan']
299,508SW,508SW,푸조,0,0,['Small suv']
300,CTS,CTS,캐딜락,0,0,['Sedan']
301,랜드로버 레인지로버 스포츠,레인지로버 스포츠,랜드로버,0,0,['Mid-Large suv']
302,K5터보GDi,K5,기아,0,0,['Sedan']
303,미니컨트리맨,컨트리맨,미니,0,0,['Small suv']
304,SM6 탈리스만,SM6,르노삼성,0,0,['Sedan']
305,미니 쿠퍼,쿠퍼,미니,0,0,['Coupe']
306,BMW X5 M,X5 M,BMW,0,0,['Mid-Large suv']
307,벤츠 E-클래스 쿠페 C213,E-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
308,캐딜락 에스컬레이드 2020년형,에스컬레이드,캐딜락,0,0,['Mid-Large suv']
309,벤츠 SLS AMG,SLS AMG,벤츠,0,0,['Coupe']
310,닷지 램 픽업 2021년형,램 픽업,닷지,0,0,['Mid-Large suv']
311,벤츠 CLA-클래스 C117: CLA45 AMG,CLA-클래스,벤츠,0,0,['Sedan']
312,캐딜락 CT6 2016년형,CT6,캐딜락,0,0,['Sedan']
313,렉서스 NX 2015년형,NX,렉서스,0,0,['Mid-Large suv']
314,랜드로버 레인지로버 보그 2019년형,레인지로버 보그,랜드로버,0,0,['Mid-Large suv']
315,마세라티 콰트로포르테,콰트로포르테,마세라티,0,0,['Sedan']
316,아우디 TT 2015년형,TT,아우디,0,0,['Sedan']
317,렉서스 ES 2015년형,ES,렉서스,0,0,['Sedan']
318,현대 뉴 엑센트 X3,엑센트,현대,0,0,['Sedan']
319,마세라티 기블리 2016년형,기블리,마세라티,0,0,['Sedan']
320,아우디 스포트백(4도어) A5,A5,아우디,0,0,"['Sedan', 'Coupe']"
321,토요타 프리우스 2015년형,프리우스,토요타,0,0,['Sedan']
322,벤츠 C-클래스 세단 W205,C-클래스,벤츠,0,0,"['Sedan', 'Coupe']"
323,닛산 큐브 Z12,큐브,닛산,0,Z12,['Sedan']
