,name,model,maker,prefix,postfix,kind
35,볼보 2세대 XC90 더 뉴,XC90,볼보,2세대,더 뉴,Mid-Large suv
36,네비게이터,네비게이터,링컨,0,0,van
37,렉서스 ES 2017년형,ES,렉서스,0,0,Sedan
38,현대 아이오닉하이브리드,아이오닉,현대,0,0,Sedan
39,기아 K5터보GDi,K5,기아,0,0,Sedan
40,쉐보레/한국GM 토스카 V250,토스카,쉐보레/한국GM,0,0,Sedan
41,벤츠 마이바흐,마이바흐,벤츠,0,0,Sedan
42,BMWX3,X3,BMW,0,0,Mid-Large suv
43,기아 올뉴스포티지,스포티지,기아,뉴,0,Mid-Large suv
44,e-카운티,카운티,현대,0,0,Van
45,sm5newimpression,SM5,르노삼성,0,뉴임프레션,Sedan
46,M4,M4,BMW,0,0,Sedan
47,아우디 A4 B8,A4,아우디,0,B8,Sedan
48,뉴카이엔,카이엔,포르쉐,0,0,Mid-Large suv
49,쉐보레/한국GM 이쿼녹스 3세대,이쿼녹스,쉐보레/한국GM,3세대,0,Small suv
50,현대 더 뉴 EV 아이오닉 AE,아이오닉,현대,더 뉴 EV,AE,Sedan
51,쌍용 C 코란도 C200,코란도,쌍용,0,0,Small suv
52,르노삼성 마스터,마스터,르노,0,0,van
53,재규어 X타입,X타입,재규어,0,0,Sedan
54,포르쉐 카이맨 S,카이맨,포르쉐,0,0,Coupe
55,푸조 2008,2008,푸조,0,0,Small suv
56,랜드로버 벨라,레인지로버 벨라,0,0,0,Mid-Large suv
57,현대 투싼 JM,투싼,현대,0,JM,Mid-Large suv
58,쌍용 W 체어맨 W200,체어맨,쌍용,0,0,Sedan
59,다이하쓰 미라 2020년형,미라,다이하쓰,0,0,Sedan
60,벤츠 C220,C-클래스,0,0,0,Sedan
61,FDFFF,NaN,NaN,NaN,NaN,NaN
62,인피니티 G 시리즈 2009년형,G 시리즈,인피니티,0,0,Sedan
63,링컨 컨티넨탈,컨티넨탈,링컨,0,0,Sedan
64,르노삼성 ZE SM3 L38,SM3,르노삼성,0,0,Sedan
65,아우디 A5 2020년형,A5,아우디,0,0,Sedan
66,캐딜락 CTS,CTS,캐딜락,0,0,Sedan
67,람보르기니 레벤톤 2020년형,레벤톤,람보르기니,0,0,Coupe
68,링컨 LS 2020년형,LS,링컨,0,0,Sedan
69,아반떼XD,아반떼,현대,0,XD,Sedan
70,현대 쏘나타 DN8 센슈어스,쏘나타,현대,0,DN8,Sedan
71,폭스바겐 파사트 2014년형,파사트,폭스바겐,0,0,Sedan
72,벤츠 C-클래스 W205/C205,C-클래스,벤츠,0,0,Sedan
73,볼보 S80,S80,볼보,0,0,Sedan
74,벤츠 M-클래스,M-클래스,벤츠,0,0,Mid-Large suv
75,쉐보레/한국GM 볼트 2020년형,볼트,쉐보레/한국GM,0,2,Sedan
76,벤츠 AMG GT C190,GT-클래스,벤츠,0,AMG C190,Coupe
77,렉서스 RX 350,RX,렉서스,0,0,Mid-Large suv
78,랜드로버 레인지로버 보그 2017년형,레인지로버 보그,랜드로버,0,0,Mid-Large suv
79,렉서스 GS 2018년형,GS,렉서스,0,0,Sedan
80,마쯔다 2 (데미오) 2019년형,2 (데미오),마쯔다,0,0,Sedan
81,쌍용 더뉴 렉스턴 스포츠 Q150,렉스턴 스포츠,쌍용,0,0,Mid-Large suv
82,포커스해치백,포커스,포드,0,0,Sedan
83,기아 쏘렌토 BL,쏘렌토,기아,0,BL,Mid-Large suv
84,미니 컨트리맨 2017년형,컨트리맨,미니,0,0,Small suv
85,마티즈2,마티즈,쉐보레/한국GM,2,0,Sedan
86,쉐보레/한국GM 스파크 M300,스파크,쉐보레/한국GM,0,M300,Sedan
87,포커스세단,포커스,포드,0,0,Sedan
88,540i,5 시리즈,BMW,0,0,Sedan
89,르노삼성 네오 QM5 H45,QM5,르노삼성,0,0,Small suv
90,쉐보레/대우 크루즈,크루즈,홀덴,0,0,Sedan
91,BMW X5 F15,X5,BMW,0,0,Mid-Large suv
92,현대 뉴 베르나 LC,베르나,현대,0,0,Sedan
93,프리랜더,프리랜더,랜드로버,0,0,Mid-Large suv
94,닷지램픽업,램 픽업,닷지,0,0,Mid-Large suv
95,스카니아,NaN,스카니아,NaN,NaN,NaN
96,푸조 206 2006년형,206,푸조,0,0,Sedan
97,액티언스포츠,액티언 스포츠,쌍용,0,0,Mid-Large suv
98,C4피카소,C4,시트로엥,0,0,Small suv
99,GLK클래스,GLK-클래스,벤츠,0,0,Mid-Large suv
100,쉐보레/대우 볼트,볼트,쉐보레/한국GM,0,0,Sedan
101,BMW 6 시리즈,6 시리즈,BMW,0,0,Sedan
102,E63 amg,E-클래스,벤츠,0,0,Sedan
103,520i,5 시리즈,BMW,0,0,Sedan
104,푸조 207,207,푸조,0,0,Sedan
105,기아 포르테 쿱,포르테 쿱,기아,0,0,Coupe
106,르노 클리오,클리오,르노,0,0,Sedan
107,재규어 F페이스,F페이스,재규어,0,0,Mid-Large suv
108,지프 레니게이드,레니게이드,지프,0,0,Small suv
109,지프 레니게이드 2019년형,레니게이드,지프,0,0,Small suv
110,벤츠 S-클래스 2014년형,S-클래스,벤츠,0,0,Sedan
111,포터 2 HR,1열 포터,현대,0,슈퍼캡 2,One row truck
112,더뉴 i30 GD,i30,현대,0,0,Sedan
113,330i,3 시리즈,BMW,0,0,Sedan
114,올뉴카렌스,카렌스,기아,올뉴,0,Small suv
115,올뉴크루즈,크루즈,홀덴,올뉴,0,Sedan
116,지프체로키,체로키,지프,0,0,Mid-Large suv
117,GLS클래스,GLS-클래스,벤츠,0,0,Mid-Large suv
118,BMW 3시리즈컨버터블,3 시리즈,BMW,0,0,Sedan
119,E 350 coupe,E-클래스,벤츠,0,0,Coupe
120,sm5 new impression,SM5,르노삼성,0,뉴임프레션,Sedan
121,New SM7,SM7,르노삼성,0,0,Sedan
122,뉴 쏘렌토R,쏘렌토,기아,뉴,0,Mid-Large suv
123,코란도 스포츠,코란도 스포츠,쌍용,0,0,Mid-Large suv
124,뉴 스포티지 R,스포티지,기아,R,0,Mid-Large suv
125,Audi TT Coupe,TT,아우디,0,0,Sedan
126,뉴 스포티지,스포티지,기아,뉴,0,Mid-Large suv
127,BMW X2,X2,BMW,0,0,Mid-Large suv
128,벤츠 쿠페 GLC-클래스 C253,GLC-클래스,벤츠,0,0,Mid-Large suv
129,벤츠 GLC-클래스 X253,GLC-클래스,벤츠,0,0,Mid-Large suv
130,벤츠 SLC-클래스 C231,SLC-클래스,벤츠,0,0,Coupe
131,토요타 아발론 2020년형,아발론,토요타,0,0,Sedan
132,폭스바겐 제타 2021년형,제타,폭스바겐,0,0,Sedan
133,지프 루비콘 2021년형,루비콘,지프,0,0,Mid-Large suv
134,포르쉐 911,911,포르쉐,0,0,Coupe
135,아우디 Q7 2021년형,Q7,아우디,0,0,Mid-Large suv
136,포르쉐  타이칸,타이칸,포르쉐,0,0,Sedan
137,벤츠 GT-클래스 GT43 AMG 4DOOR X290,GT-클래스,벤츠,0,0,Sedan
138,재규어 F타입,F타입,재규어,0,0,Coupe
139,지프 랭글러 2021년형,랭글러,지프,0,0,Mid-Large suv
140,쉐보레 콜로라도 2021년형,콜로라도,홀덴,0,0,Mid-Large suv
141,미니 2열 쿠퍼,2열 쿠퍼,미니,0,0,Sedan
142,포드 5세대 F/L 익스플로러,익스플로러,포드,0,0,Mid-Large suv
143,렉서스 RX 2020년형,RX,렉서스,0,0,Mid-Large suv
144,혼다 어코드 2021년형,어코드,혼다,0,0,Sedan
145,미니 쿠퍼 F55/F56,쿠퍼,미니,0,0,Sedan
146,아우디 A5,A5,아우디,0,0,Sedan
147,렉서스 GS 2021년형,GS,렉서스,0,0,Sedan
148,벤츠 CL-클래스 C216,CL-클래스,벤츠,0,0,Sedan
149,닷지 듀랑고 2021년형,듀랑고,닷지,0,0,Mid-Large suv
150,재규어 XJ 2012년형,XJ,재규어,0,0,Sedan
151,쉐보레/한국GM 올뉴 크루즈 J400,크루즈,홀덴,올뉴,J400,Sedan
152,토요타 프리우스 2018년형,프리우스,토요타,0,0,Sedan
153,기아 올뉴 카렌스 RP,카렌스,기아,올뉴,RP,Small suv
154,람보르기니 우르스,우르스,람보르기니,0,0,Mid-Large suv
155,폭스바겐 투아렉 2015년형,투아렉,폭스바겐,0,0,Mid-Large suv
156,마세라티 르반떼 2019년형,르반떼,마세라티,0,0,Mid-Large suv
157,랜드로버 디스커버리 스포츠 2021년형,디스커버리 스포츠,랜드로버,0,0,Mid-Large suv
158,지프 레니게이드 2015년형,레니게이드,지프,0,0,Small suv
159,폭스바겐 티구안 2014년형,티구안,폭스바겐,0,0,Mid-Large suv
160,지프 체로키 2021년형,체로키,지프,0,0,Mid-Large suv
161,랜드로버 디스커버리 2014년형,디스커버리,랜드로버,0,0,Mid-Large suv
162,롤스로이스 컬리넌,컬리넌,롤스로이스,0,0,Sedan
163,쌍용 체어맨 W100,체어맨,쌍용,W,W100,Sedan
164,볼보 EC60E,EC60E,볼보,0,0,excavator
165,지프 레니게이드 2020년형,레니게이드,지프,0,0,Small suv
166,렉서스 LS 2021년형,LS,렉서스,0,0,Sedan
167,재규어 XJ,XJ,재규어,0,0,Sedan
168,벤츠 E-클래스 F/L W212,E-클래스,벤츠,0,F/L W212,Sedan
169,랜드로버 디펜더 2021년형,디펜더,랜드로버,0,0,Mid-Large suv
170,BMW 6 시리즈 F06/12/13,6 시리즈,BMW,0,F06/12/13,Sedan
171,BMW X5 E53,X5,BMW,0,0,Mid-Large suv
172,르노삼성 ZOE,ZOE,르노,0,0,Sedan
173,미니,NaN,미니,NaN,NaN,NaN
174,BMW Z4 G29,Z4,BMW,0,G29,Coupe
175,아우디 Q7 2016년형,Q7,아우디,0,0,Mid-Large suv
176,BMW 그란쿠페(4도어) 2 시리즈 F44,2 시리즈,BMW,0,0,Sedan
177,폭스바겐 골프 2014년형,골프,폭스바겐,0,0,Sedan
178,기아 하이브리드 K7 VG,K7,기아,하이브리드,VG,Sedan
179,혼다 레전드 2008년형,레전드,혼다,0,0,Sedan
180,지프 랭글러 2020년형,랭글러,지프,0,0,Mid-Large suv
181,현대 제네시스 G330,제네시스,현대,0,0,Sedan
182,포르쉐 파나메라 2016년형,파나메라,포르쉐,0,0,Sedan
183,포드 퓨전 2014년형,퓨전,포드,0,0,Sedan
184,닷지 캘리버 2011년형,캘리버,닷지,0,0,Small suv
185,마쯔다 RX,RX,마쯔다,0,0,Coupe
186,인피니티 QX 2018년형,QX,인피니티,0,0,Mid-Large suv
187,혼다 어코드 2018년형,어코드,혼다,0,0,Sedan
188,볼보 크로스 컨트리 V60,V60,볼보,크로스 컨트리,0,Mid-Large suv
189,렉서스 LX,LX,렉서스,0,0,Mid-Large suv
190,렉서스 CT 2021년형,CT,렉서스,0,0,Sedan
191,닛산 맥시마 A36,맥시마,닛산,0,0,Sedan
192,랜드로버 레인지로버 스포츠 2015년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
193,벤츠 스프린터 907/910,스프린터,토요타,0,907/910,van
194,시트로엥 C4 칵투스,C4 칵투스,시트로엥,0,0,Small suv
195,포르쉐 파나메라 2012년형,파나메라,포르쉐,0,0,Sedan
196,쉐보레/한국GM EV 스파크 M300,스파크,쉐보레/한국GM,0,M300,Sedan
197,렉서스 IS 2017년형,IS,렉서스,0,0,Sedan
198,현대 숏바디 갤로퍼 M,갤로퍼,현대,숏바디,M,Mid-Large suv
199,랜드로버 디스커버리 2012년형,디스커버리,랜드로버,0,0,Mid-Large suv
200,포르쉐 파나메라 2013년형,파나메라,포르쉐,0,0,Sedan
201,토요타 수프라,수프라,토요타,0,0,Coupe
202,현대 다이너스티,다이너스티,현대,0,0,Sedan
203,BMW M8,M8,BMW,0,0,Coupe
204,링컨 컨티넨탈 2017년형,컨티넨탈,링컨,0,0,Sedan
205,랜드로버 디스커버리 스포츠 2018년형,디스커버리 스포츠,랜드로버,0,0,Mid-Large suv
206,랜드로버 레인지로버 스포츠 2020년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
207,랜드로버 레인지로버 이보크 L538,레인지로버 이보크,랜드로버,0,0,Mid-Large suv
208,랜드로버 레인지로버 보그 2014년형,레인지로버 보그,랜드로버,0,0,Mid-Large suv
209,폭스바겐 CC 2016년형,CC,폭스바겐,0,0,Sedan
210,토요타 툰드라,툰드라,토요타,0,0,Mid-Large suv
211,링컨 LS,LS,링컨,0,0,Sedan
212,테슬라 모델3,모델 3,테슬라,0,0,Sedan
213,닛산 캐시카이,캐시카이,닛산,0,0,Small suv
214,푸조 3008 2017년형,3008,푸조,0,0,Small suv
215,지프 레니게이드 2017년형,레니게이드,지프,0,0,Small suv
216,랜드로버 디스커버리 2015년형,디스커버리,랜드로버,0,0,Mid-Large suv
217,포르쉐 마칸 2018년형,마칸,포르쉐,0,0,Mid-Large suv
218,벤틀리 뮬산 2019년형,뮬산,벤틀리,0,0,Sedan
219,제네시스 2세대 G80 RG3,제네시스,현대,0,RG3,Sedan
220,페라리 F40 2018년형,F40,페라리,0,0,Coupe
221,비이스만 로드스터 2020년형,로드스터,비이스만,0,0,Coupe
222,기아 더뉴 아웃도어 카니발 YP,카니발,기아,더뉴 아웃도어,YP,van
223,폭스바겐 투아렉 2012년형,투아렉,폭스바겐,0,0,Mid-Large suv
224,포드 익스플로러 2020년형,익스플로러,포드,0,0,Mid-Large suv
225,재규어 XJ 2020년형,XJ,재규어,0,0,Sedan
226,동풍소콘 FENGON IX5,X5,BMW,0,0,Mid-Large suv
227,랜드로버 레인지로버 스포츠 2017년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
228,미니 컨트리맨 2019년형,컨트리맨,미니,0,0,Small suv
229,포르쉐 카이엔 2019년형,카이엔,포르쉐,0,0,Mid-Large suv
230,지프 랭글러 2019년형,랭글러,지프,0,0,Mid-Large suv
231,대우프리마25톤,프리마,대우,0,0,
232,닛산 GTR,GTR,닛산,0,0,Coupe
233,마쯔다 2 (데미오) 2020년형,2 (데미오),마쯔다,0,0,Sedan
234,테스트???,NaN,NaN,NaN,NaN,NaN
235,푸조 508SW 2019년형,508SW,푸조,0,0,Small suv
236,아우디 A8 2016년형,A8,아우디,0,0,Sedan
237,폭스바겐 비틀 2016년형,비틀,폭스바겐,0,0,Sedan
238,지프 루비콘 2019년형,루비콘,지프,0,0,Mid-Large suv
239,푸조 5008 2019년형,5008,푸조,0,0,Small suv
240,스마트 포투 2013년형,포투,스마트,0,0,Coupe
241,벤츠 M-클래스 2013년형,M-클래스,벤츠,0,0,Mid-Large suv
242,벤츠 E-클래스 E200,E-클래스,벤츠,0,0,Sedan
243,포르쉐 카이엔 2017년형,카이엔,포르쉐,0,0,Mid-Large suv
244,시트로엥 DS 2016년형,DS3,시트로엥,0,0,Sedan
245,인피니티 M 시리즈 2013년형,M 시리즈,인피니티,0,0,Sedan
246,벤츠 마이바흐 2015년형,마이바흐,벤츠,0,0,Sedan
247,볼보 V90 2019년형,V90,볼보,0,0,Mid-Large suv
248,푸조 2008 2020년형,2008,푸조,0,0,Small suv
249,시트로엥 C4 칵투스 2016년형,C4 칵투스,시트로엥,0,0,Small suv
250,볼보 XC90 2017년형,XC90,볼보,0,0,Mid-Large suv
251,재규어 XJS,XJS,재규어,0,0,Sedan
252,롤스로이스 던 2019년형,던,롤스로이스,0,0,Sedan
253,볼보 S60 2018년형,S60,볼보,0,0,Sedan
254,아우디 A6 2011년형,A6,아우디,0,0,Sedan
255,미니 쿠퍼 2018년형,쿠퍼,미니,0,0,Sedan
256,렉서스 CT 2012년형,CT,렉서스,0,0,Sedan
257,재규어 XF 2012년형,XF,재규어,0,0,Sedan
258,볼보 S90 2013년형,S90,볼보,0,0,Sedan
259,폭스바겐 파사트 2009년형,파사트,폭스바겐,0,0,Sedan
260,토요타 캠리 2012년형,캠리,토요타,0,0,Sedan
261,알파로메오 브레라,브레라,알파로메오,0,0,Coupe
262,벤츠 GLC-클래스 X253/C253: GLC63 AMG,GLC-클래스,벤츠,0,0,Mid-Large suv
263,푸조 508 2015년형,508,푸조,0,0,Sedan
264,미니 쿠퍼 컨버터블 2014년형,쿠퍼 컨버터블,미니,0,0,Coupe
265,기아 K3 쿱,K3 쿱,기아,0,0,Coupe
266,현대 트라제XG FO,트라제XG,현대,0,FO,van
267,혼다 어코드 2014년형,어코드,혼다,0,0,Sedan
268,캐딜락 CT6 2018년형,CT6,캐딜락,0,0,Sedan
269,아우디 A4 2011년형,A4,아우디,0,0,Sedan
270,벤틀리 컨티넨탈 플라잉스퍼 2016년형,컨티넨탈 플라잉스퍼,벤틀리,0,0,Sedan
271,쉐보레/대우 윈스톰 C100,윈스톰,쉐보레/한국GM,0,C100,Mid-Large suv
272,포르쉐 카이엔 2009년형,카이엔,포르쉐,0,0,Mid-Large suv
273,푸조 306,306,푸조,0,0,Sedan
274,벤츠 E-클래스 2017년형,E-클래스,벤츠,0,0,Sedan
275,SM6 LFD,SM6,르노삼성,0,0,Sedan
276,3 시리즈,3 시리즈,BMW,0,0,Sedan
277,X1 F48,X1,BMW,0,F48,Mid-Large suv
278,CT6 2019년형,CT6,캐딜락,0,0,Sedan
279,GLE-클래스 2019년형,GLE-클래스,벤츠,0,0,Mid-Large suv
280,올뉴 K7 YG,K7,기아,올뉴,YG,Sedan
281,올뉴 투싼 TL,TL,아큐라,0,0,Sedan
282,PHEV 아이오닉 AE,아이오닉,현대,PHEV,AE,Sedan
283,HEV 그랜저 IG,그랜저,현대,HEV,IG,Sedan
284,S-클래스,S-클래스,벤츠,0,0,Sedan
285,X6 E71/72,X6,BMW,0,E71/72,Mid-Large suv
286,캠리 2018년형,캠리,토요타,0,0,Sedan
287,스포티지 ,스포티지,기아,0,0,Mid-Large suv
288,ES 2019년형,ES,렉서스,0,0,Sedan
289,아이오닉 ,아이오닉,현대,0,0,Sedan
290,QM6,QM6,르노삼성,0,0,Mid-Large suv
291,EQ900,EQ900,제네시스,0,0,Sedan
292,SM6,SM6,르노삼성,0,0,Sedan
293,740i,7 시리즈,BMW,0,0,Sedan
294,S 클래스,S-클래스,벤츠,0,0,Sedan
295,링컨MKX,MKX,링컨,0,0,Mid-Large suv
296,640i GT,6 시리즈,BMW,0,0,Sedan
297,M240i,M2,BMW,0,0,Sedan
298,GL클래스,GL-클래스,벤츠,0,0,Sedan
299,S클래스 쿠페,S-클래스,벤츠,0,0,Coupe
300,9-3시리즈,NaN,NaN,NaN,NaN,NaN
301,그란투리스모,그란투리스모,마세라티,0,0,Sedan
302,콰트로포르테,콰트로포르테,마세라티,0,0,Sedan
303,2011미니쿠퍼,쿠퍼,미니,0,0,Sedan
304,클벳,콜벳,쉐보레,0,0,Coupe
305,컨티넨탈GT,컨티넨탈,링컨,0,0,Sedan
306,INFINITI G37 CONVERTIBLE,G 시리즈,인피니티,0,0,Sedan
307,INFINITI FX35,FX,인피니티,0,0,Mid-Large suv
308,C200 ML,C-클래스,벤츠,0,0,Sedan
309,BMW NEW7시리즈,7 시리즈,BMW,0,0,Sedan
310,푸조 2008 2017년형,2008,푸조,0,0,Small suv
311,IVECO ACIER 790,ACIER,제일모빌,0,0,Van
312,현대 마이티 ,마이티,현대,0,0,Truck
313,현대 슈퍼캡 1열 포터 AH,1열 포터,현대,슈퍼캡,AH,One row truck
314,토요타 입섬 2020년형,입섬,토요타,0,0,Small suv
315,카이엔 쿠페,카이엔,포르쉐,0,0,Mid-Large suv
316,미니쿠퍼2세대,쿠퍼,미니,0,0,Sedan
317,푸조 208 2014년형,208,푸조,0,0,Sedan
318,마이티 2.5톤 카고 슈퍼캡,마이티,현대,0,0,Truck
319,토요타 프리우스C 2019년형,프리우스C,토요타,0,0,Sedan
320,미쓰비시 랜서 2009년형,랜서,미쓰비시,0,0,Sedan
321,볼보 V40 2014년형,V40,볼보,0,0,Small suv
322,캐딜락 SRX 2011년형,SRX,캐딜락,0,0,Mid-Large suv
323,랜드로버 디스커버리 2011년형,디스커버리,랜드로버,0,0,Mid-Large suv
324,레스타,레스타,대우,0,0,Bus
325,르노 마스터 2021년형,마스터,르노,0,0,van
326,GOIF 2.0 TDI,골프,폭스바겐,0,0,Sedan
327,ADFS,NaN,NaN,NaN,NaN,NaN
328,폭스바겐 골프 2018년형,골프,폭스바겐,0,0,Sedan
329,쉐보레 익스프레스밴 2007년형,익스프레스밴,쉐보레,0,0,van
330,지프 체로키 2015년형,체로키,지프,0,0,Mid-Large suv
331,링컨 MKC 2019년형,MKC,링컨,0,0,Small suv
332,랜드로버 레인지로버 스포츠 2014년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
333,토요타 프리우스 2016년형,프리우스,토요타,0,0,Sedan
334,아우디 Q7 2013년형,Q7,아우디,0,0,Mid-Large suv
335,메가트럭 4.5,메가트럭,현대,0,0,Truck
336,랜드로버 레인지로버 스포츠 2016년형,레인지로버 스포츠,랜드로버,0,0,Mid-Large suv
337,랜드로버 디스커버리 스포츠 2015년형,디스커버리 스포츠,랜드로버,0,0,Mid-Large suv
338,대우45인승버스전체썬팅,NaN,대우,NaN,NaN,NaN
339,02포크레인,NaN,NaN,NaN,NaN,NaN
340,벤츠 A-클래스 W176,A-클래스,벤츠,0,W176,Sedan
341,푸조 208 2019년형,208,푸조,0,0,Sedan
342,쉐보레/한국GM 마티즈 M100,마티즈,쉐보레/한국GM,0,0,Sedan
343,현대2.5T 마이티2,랜서,랜서,랜서,랜서,랜서
344,재규어 S타입,S타입,재규어,0,0,Sedan
345,포드 토러스 2010년형,토러스,포드,0,0,Sedan
346,혼다 CR-V 2009년형,CR-V,혼다,0,0,Small suv
347,스즈키 짐니,짐니,스즈키,0,0,Small suv
348,다이하쓰 코펜,코펜,다이하쓰,0,0,Coupe
349,BMW 미니쿠퍼  컨트리맨,컨트리맨,미니,0,0,Small suv
350,미니쿠페,쿠퍼,미니,0,0,Sedan
351,재규어 XJ6,XJ6,재규어,0,0,Sedan
352,포드 S-MAX 2008년형,S-MAX,포드,0,0,van
353,BMW New i3 I01,i3,BMW,0,0,Sedan
354,닛산 알티마 2016년형,알티마,닛산,0,0,Sedan
355,볼보 C30 2008년형,2008,푸조,0,0,Small suv
356,렉서스 RX 2006년형,RX,렉서스,0,0,Mid-Large suv
357,대우 노부스,노부스,대우,0,0,Truck
358,C4 GREND PICASO,C4,시트로엥,0,0,Small suv
359,링컨 MKZ 2010년형,MKZ,링컨,0,0,Sedan
360,BMW Z8,Z8,BMW,0,0,Coupe
361,아우디 A1 2019년형,A1,아우디,0,0,Sedan
362,OUTBACK,아웃백,스바루,0,0,Mid-Large suv
363,아우디 A8 2006년형,A8,아우디,0,0,Sedan
364,렉서스 GS 2009년형,GS,렉서스,0,0,Sedan
365,이스즈 V크로스,V크로스,이스즈,0,0,Mid-Large suv
366,푸조 307 2008년형,2008,푸조,0,0,Small suv
367,마세라티 기블리 2017년형,기블리,마세라티,0,0,Sedan
368,르노삼성 더 뉴 QM6,QM6,르노삼성,0,0,Mid-Large suv
369,아우디 A8 2013년형,A8,아우디,0,0,Sedan
370,기아 카렌스 RS,카렌스,기아,0,RS,Small suv
371,BMW i8 I12,i8,BMW,0,0,Sedan
372,벤츠 GLS-클래스 2016년형,GLS-클래스,벤츠,0,0,Mid-Large suv
373,아우디 S4 2011년형,S4,아우디,0,0,Sedan
374,옵티마리갈,옵티마,기아,0,0,Sedan
375,링컨 MKS 2015년형,MKS,링컨,0,0,Sedan
376,현대 뉴 1열 포터 AU,1열 포터,현대,0,AU,One row truck
377,사브 900 2007년형,900,사브,0,0,Sedan
378,bmw 420i,4 시리즈,BMW,0,0,Sedan
379,지프 그랜드체로키,체로키,지프,0,0,Mid-Large suv
380,링컨시리즈,NaN,링컨,NaN,NaN,NaN
381,아우디 Q3 2015년형,Q3,아우디,0,0,Mid-Large suv
382,Scion,사이언,토요타,0,0,Sedan
383,쉐보레/대우 EV 스파크 M300,스파크,쉐보레/한국GM,0,M300,Sedan
384,혼다 어코드 2006년형,어코드,혼다,0,0,Sedan
385,재규어 XKR,XKR,재규어,0,0,Coupe
386,재규어 F페이스 2020년형,F페이스,재규어,0,0,Mid-Large suv
387,르노 마스터 2018년형,마스터,르노,0,0,van
388,X-TREK,카렌스,기아,0,0,Small suv
389,푸조 308 2016년형,308,푸조,0,0,Coupe
390,닛산 마치,마치,닛산,0,0,Sedan
391,지프 랭글러 2011년형,랭글러,지프,0,0,Mid-Large suv
392,뷰익 리갈 2014년형,리갈,뷰익,0,0,Sedan
393,포르쉐 카이맨 2008년형,2008,푸조,0,0,Small suv
394,프레스토,프레스토,현대,0,0,Sedan
395,아우디 Q7 2012년형,Q7,아우디,0,0,Mid-Large suv
396,쌍용 렉스턴 스포츠 Q150,렉스턴 스포츠,쌍용,0,0,Mid-Large suv
397,현대 포터 2 HR,1열 포터,현대,0,HR,One row truck
398,XC 2019년형,NaN,볼보,NaN,NaN,NaN
399,더뉴 트랙스 U200,트랙스,쉐보레/한국GM,0,0,Small suv
400,5 시리즈 GT,5 시리즈 GT,BMW,0,0,Sedan
401,말리부 V400 F/L,말리부,쉐보레/한국GM,0,0,Sedan
402,니로 ,니로,기아,0,0,Small suv
403,G25,G 시리즈,인피니티,0,0,Sedan
404,벤츄라밴,벤츄라,GMC,0,0,van
405,렉서스 SC 430,SC,렉서스,0,0,Coupe
406,220D,2 시리즈,BMW,0,0,Sedan
407,노부스,노부스,대우,0,0,Truck
408,벤츠 CL Class,CL-클래스,벤츠,0,0,Sedan
409,2012 프라이드,프라이드,기아,0,0,Sedan
410,E400 쿠페,E-클래스,벤츠,0,0,Sedan
411,벤츠 new SL-Class,SL-클래스,벤츠,0,0,Coupe
