,store_addr,latlng,predicted_name
311,충청남도 천안시 동남구,"('127.298293378855', '36.7601265658988')",Unknown
312,경기 남양주시 오남읍,"('127.2733306545', '37.6802193912362')",Unknown
313,조치원읍 행복길 7,"('127.290522308974', '36.6033892766972')",세종 멀티샵
314,대구시 달서구 성서로,"('128.515662042784', '35.8331681999207')",성서SK주유소
315,광주시 북구 하남대로,"('126.874063934972', '35.1717674938885')",GS칼텍스직영 클릭주유소
316,경상남도 창원시 의창구,"('128.609416855908', '35.3546520564984')",Unknown
317,전남 여수시 좌수영로,"('127.703594811552', '34.7669877681135')",기아오토큐 여수자동차공업사
318,경남 진주시 송백로,"('128.143392710118', '35.1836694064825')",소낙스 경남충무공동점
319,인천시 서구 서곶로,"('126.6774390327985', '37.54791601566275')",기아오토큐 연희점
320,인천광역시 서구 봉수대로,"('126.662854742928', '37.4895959439381')",KCar 인천직영점
321,경기도 김포시 석모로,"('126.64939655756298', '37.650944983988296')",기아오토큐 김포서비스
322,부산시 연제구 연동로8번길,"('129.0909047055778', '35.18966426172386')",루마썬팅 부산연산점
323,충청남도 서산시 서해로,"('126.460298384548', '36.7723244801439')",현대자동차블루핸즈 석림점
324,경북 경산시 경산로,"('128.72219733875508', '35.83444502962639')",SK LPG충전소 SK행복충전경산VIP충전소
325,충북 진천군 문화로,"('127.44325235672', '36.8641992324693')",타이어뱅크 진천중앙점
326,충남 보령시 매방아2길,"('126.607074456982', '36.3475459021861')",루마썬팅 충남보령점
327,경기도 화성시 오래4길,"('126.954670038242', '37.2207762216166')",Unknown
328,경남 진주시 상대로,"('128.119916836335', '35.1846206319014')",루마썬팅 동진주점
329,구미시 도량동 314,"('128.317204827917', '36.1382617665835')",브이쿨 구미도량점
330,서울특별시 동대문구 정릉천동로,"('127.0360394566192', '37.575349452596676')",Unknown
331,경기도 화성시 동탄치동천로3길,"('127.12380340472', '37.2042778426126')",워시아지트 동탄점
332,대전시 중구 충무로,"('127.432311338559', '36.3200285846146')",현대오일뱅크 충무주유소
333,충북 제천시 동현동,"('128.220454307451', '37.1303505560024')",기아오토큐 동현점
334,서울시 송파구 삼전로,"('127.087082284458', '37.5028283846933')",기아오토큐 삼전점
335,서울시 성동구 고산자로,"('127.038147394094', '37.5710852825027')",현대자동차블루핸즈 대명자동차공업
336,서울특별시 용산구 대사관로34길,"('127.00655730305', '37.530048985036')",미쉐린타이어 한남점
337,원주시 앙월길5 1층(단구동),"(0, 0)",Unknown
338,경기도 김포시 북변중로,"('126.71358998465685', '37.623469860019966')",타이어프로 김포사우점
339,광주시 북구 자동차로,"('126.900554763614', '35.1606189007436')",띠띠빵빵광주썬팅네비게이션블랙박스
340,인천광역시 남동구 경인로,"('126.71099144219524', '37.4786879896376')",현대자동차블루핸즈 간석점
341,광주시 광산구 왕버들로,"('126.83206084594656', '35.19983519910948')",SK행복충전 더드론 수완충전소
342,서울시 서초구 반포대로,"('127.012844774555', '37.4871173915054')",현대자동차블루핸즈 선진자동차공업서초점
343,전남 순천시 장자보3길,"('127.515478341181', '34.9477283729278')",루마버텍스 순천연향점
344,대구광역시 북구 칠성남로2길,"('128.581206156785', '35.87931836190334')",동양자동차정비공장
345,경북 영주시 원당로,"('128.63450152662', '36.8294664994548')",삼일주유소
346,경기도 김포시 김포한강9로12번길,"('126.628462125096', '37.6382356667832')",Unknown
347,충남 아산시 아산로141번길,"('126.99406856715582', '36.79220250151553')",루마썬팅 아산실옥점
348,경기도 김포시 운양로,"('126.674050514135', '37.6606642588211')",타이어플래너
349,서울 동대문구 장안동,"('127.077251765966', '37.5726339014378')",Unknown
350,광주광역시 광산구 동곡로,"('126.775919294679', '35.1409326648271')",현대자동차블루핸즈 광산현대서비스
351,경기도 화성시 효행로,"('127.033833079404', '37.2109261865941')",기아오토큐 병점점
352,부산광역시 해운대구 좌동순환로15번길,"('129.163123471168', '35.1670978050496')",루마버텍스 부산해운대2호점
353,경기도 수원시 팔달구,"('127.014041185109', '37.2819144990562')",Unknown
354,전라남도 여수시 시청로,"('127.662792199646', '34.7822646251427')",해솔주유소
355,경기도 하남시 광암로176번길,"('127.17292915738217', '37.51443253976534')",지스타
356,진천군 진천읍 성석리,"('127.447227626675', '36.8628074674208')",현대자동차블루핸즈 진천점
357,서울 서초구 방배동867-32,"('126.987051361353', '37.486187539746')",레이노 방배점
358,대구시 남구 대명로,"('128.56724325143', '35.8398418607327')",기아오토큐 대명점
359,경기도 의정부시 체육로,"('127.03206733257', '37.7522996665755')",현대자동차블루핸즈 가능점
360,경북 구미시 옥계2공단로,"('128.416136474414', '36.1543442477865')",SK에너지직영 양포주유소
361,경북 칠곡군 왜관읍,"('128.40279585101', '35.9952339948683')",Unknown
362,전북 익산시 고봉로,"('126.968640310304', '35.9524984300279')",기아오토큐 영등점
363,부산시 금정구 중앙대로,"('129.0911835079189', '35.23704275706725')",KCar 부산직영점
364,서울시 마포구 월드컵북로,"('126.913317508324', '37.5639201338019')",Unknown
365,전라남도 여수시 도원로,"('127.660714496781', '34.7614662867524')",순수 주유소
366,서울특별시 송파구 새말로15길,"('127.12982483689538', '37.48576733037326')",브이쿨 송파점 차애맴버스
367,경기도 구리시 동구릉로30번길,"('127.13366431383189', '37.603474920456264')",루마버텍스 프리미엄구리점
368,충청남도 천안시 서북구,"('127.135694066293', '36.8325085040351')",Unknown
369,원주시 나비허리길 101(관설동),"('127.961873786314', '37.3219780176556')",DS모터스
370,청원군 오창읍 각리,"('127.419916869472', '36.6973878035951')",기아오토큐 오창점
371,경남 거창군 거함대로,"('127.920092370003', '35.6826242641338')",한들주유소
372,서울 중랑구 면목동,"('127.095764720133', '37.5711282880022')",Unknown
373,서울특별시 중구 다산로29길,"('127.012993267518', '37.5610103873374')",루마버텍스 신당점
374,경북 구미시 새마을로,"('128.35844783210752', '36.10301980848912')",현대자동차 금오대리점
375,서울 마포구 성산동,"('126.892401498248', '37.5728155695483')",Unknown
376,경기도 의정부시 부용로19,"('127.060341868485', '37.7488360743612')",루마썬팅 의정부금오점
377,인천 서구 심곡동,"('126.687171615485', '37.5466672928409')",Unknown
378,대구시 서구 와룡로,"('128.537960669644', '35.8683434433015')",르노삼성자동차 대구사업소
379,충남 홍성군 홍장북로,"('126.669220589391', '36.5947307309634')",루마버텍스 프리미엄홍성점
380,경기 오산시 경기대로,"('127.074025165773', '37.1515968712284')",기아오토큐 오산점
381,경북 경주시 충효동,"('129.191001639853', '35.8457746296277')",Unknown
382,경기도 오산시 현충로,"('127.07474796732464', '37.16200093788977')",루마버텍스 오산운암점
383,전남 담양군 봉산면,"('126.962981676142', '35.2844238696076')",Unknown
384,전남 목포시 영산로,"('126.399700936186', '34.8059692735419')",Unknown
385,경기도 고양시 일산서구,"('126.754312921559', '37.6646969089792')",Unknown
386,경기도 수원시 영통구,"('127.051874100004', '37.2933759874451')",Unknown
387,경기도 김포시 김포한강2로24번길,"('126.67544611416135', '37.6483174898311')",루마버텍스 한강신도시점
388,광주광역시 서구 천변좌로,"('126.88433099291169', '35.167125826000344')",한강주유소
389,전남 순천시 명말2길,"('127.51394163694', '34.9372473344676')",루마썬팅 순천연향3지구점
390,경북 구미시 신시로10길,"('128.343474851253', '36.1162705196594')",루마버텍스 구미송정점
391,세종시 번암안동네길 6,"('127.292445016909', '36.5833359953556')",루마버텍스 세종조치원점
392,부산시 사상구 대동로,"('128.985026222838', '35.1481957192331')",쌍용자동차 부산정비사업소
393,대전 유성구 월드컵대로,"('127.327062376318', '36.3605013615183')",쌍용자동차 유성정비센터
394,충남 당진시 남부로,"('126.642869519252', '36.8856000894782')",루마버텍스 당진점
395,전라남도 해남군 고도1길,"('126.600187737653', '34.56644600289203')",해남자동차용품점
396,전북 군산시 공단대로,"('126.731495794636', '35.959923993018')",골든벨주유소
397,경기 양평군 양평읍,"('127.469519580088', '37.5021652601593')",Unknown
398,대구시 서구 국채보상로,"('128.5700079365029', '35.87200830180494')",기아 평리대리점
399,충남 서산시 안견로,"('126.45939759106828', '36.77873806040922')",기아 서산지점
400,울산 북구 진장동,"('129.359371201252', '35.5699039954363')",현대자동차블루핸즈 북구서비스현대자동차
401,경기도 의정부시 평화로,"('127.04630894444334', '37.73721361824764')",Unknown
402,서울시 영등포구 도림로,"('126.90514660451765', '37.4987002993932')",기아오토큐 신길남부점
403,인천광역시 남동구 앵고개로941번길,"('126.734402217284', '37.402906503098')",맥스덴트
404,전남 목포시 통일대로,"('126.43537458011266', '34.801947621316366')",현대자동차 상동대리점
405,경기도 김포시 은행영사정로51번길,"('126.775836338296', '37.6034728755073')",3M썬팅 고촌점
406,인천광역시 서구 대평로56번길,"('126.671158514417', '37.5484437938774')",Unknown
407,충남 태안군 태안읍,"('126.30198909221', '36.7672766189282')",Unknown
408,서울시 성북구 화랑로,"('127.050433197749', '37.6071131616167')",기아오토큐 월곡점
409,경남 김해시 전하로,"('128.8672352204003', '35.22137218167085')",서부주유소
410,서울시 노원구 광운로,"('127.059970387095', '37.6257879876576')",성북역주유소
411,인천 연수구 동춘동,"('126.662046128', '37.395910140096')",Unknown
412,경남 창원시 마산합포구,"('128.5870460366396', '35.07712259000571')",Unknown
413,부산광역시 북구 금곡대로13번길,"('129.003284016656', '35.2106453985033')",더 포스 맥과이어스 북구점
414,원주시 봉산로 133(봉산동),"('127.967488931493', '37.3431074769204')",한국타이어T스테이션 삼광점
415,청원구 율천북로 13번길,"('127.473890351254', '36.6603329119097')",멀티썬팅샵
416,충남 공주시 신관로,"('127.131580084946', '36.4710139721934')",타이어프로 신관점
417,경북 구미시 신시로,"('128.338916868148', '36.1186284745096')",쉐보레 서구미바로서비스
418,경기도 화성시 매화길,"('126.7929483995078', '37.02824884582028')",3M썬팅 우정점
419,경기도 광명시 한내일로,"('126.883188775864', '37.455593470508')",만도내비게이션 서비스지정점 광명점(엘림)
420,서울시 성동구 천호대로,"('127.058117663887', '37.5624131648295')",타이어뱅크 서울장안점
421,대구시 북구 중앙대로,"('128.59757176583', '35.8846149482561')",오페라주유소
422,전북 정읍시 샘골로,"('126.857038073259', '35.5798728328227')",3M썬팅 정읍점
423,경남 김해시 김해대로2400번길,"('128.894589528958', '35.2265839391276')",루마버텍스 김해대로점
424,전북 남원시 충정로,"('127.39077181259064', '35.420681537514945')",현대자동차블루핸즈 도통점
425,전남 여수시 신월로,"('127.723815962812', '34.7384752960656')",주유소 꽃길
426,경기도 화성시 영통로8번길,"('127.066170116069', '37.2316114234732')",3M썬팅 반월점
427,부산시 사상구 가야대로230번길,"('128.997779548996', '35.1496153645599')",루마썬팅 부산사상개금점
428,부산시 연제구 월드컵대로,"('129.068971290037', '35.1905403532425')",현대자동차블루핸즈 거제점
429,광주시 서구 상무대로,"('126.85540573008277', '35.15010954806219')",BMW 한독모터스 광주상무전시장
430,대전시 동구 백룡로,"('127.454280326922', '36.3330538164729')",용운주유소
431,경기도 화성시 한신대길,"('127.02360957450195', '37.200386368158874')",루마썬팅 한신대점
432,인천 부평구 십정1동,"('126.692444131803', '37.4762769268018')",이조주유소
433,서울특별시 강서구 공항대로53길,"('126.860277055929', '37.5549926610086')",3M썬팅 등촌점
434,부산 수영구 망미동,"('129.11908961417', '35.1743142401014')",현대자동차블루핸즈 망미동부점
435,충남 천안시 동남구,"('127.298293378855', '36.7601265658988')",Unknown
436,대구광역시 북구 태전동,"('128.55058895715223', '35.91793333825386')",현대자동차블루핸즈 태전점
437,경남 거제시 계룡로,"('128.62275724119516', '34.878666104920775')",기아오토큐 고현점
438,경기도 화성시 도이3길,"('126.919358727996', '37.1403545350105')",광성유통
439,전북 김제시 벽성로,"('126.870445071631', '35.8012025888419')",현대자동차블루핸즈 갈공점
440,경기도 화성시 기산로,"('127.045514950717', '37.2211221533607')",루마버텍스 경기남부총판
441,서울 서초구 양재1동,"('127.040292609639', '37.4766739327213')",Unknown
442,경기 용인시 수지구,"('127.044338085061', '37.3585237105685')",Unknown
443,원주시 원일로 260,"('127.942249723553', '37.3585191251165')",코니카미놀타썬팅 원주학성점 카플러스
444,경기 의정부시 금오동,"('127.066606230921', '37.7499210699357')",Unknown
445,대구광역시 수성구 동대구로,"('128.624822164757', '35.8421444711435')",BMW 코오롱모터스 대구전시장
446,서울시 노원구 상계로,"('127.06230180826746', '37.65578145297027')",Unknown
447,광주시 광산구 목련로,"('126.832240631463', '35.180218382993')",SK행복충전 제일에너지충전소
448,대구시 북구 호국로,"('128.599334149863', '35.913211643252')",SK행복충전 서변LPG충전소
449,강원도 태백시 황연길,"('128.988958859005', '37.1789731174581')",루마썬팅 태백점
450,대구시 달서구 유천동,"('128.508392808613', '35.8153518014403')",대영주유소
451,서울시 강서구 강서로,"('126.841525355833', '37.5406250950297')",화곡역주유소
452,전남 순천시 중앙로,"('127.484778862848', '34.9806000141994')",기아오토큐 가곡점
453,경기도 군포시 금정로18번길,"('126.943067261027', '37.3672763012605')",루마버텍스 군포금정점
454,춘천시 공지로 57-4.,"('127.751170749593', '37.85247334945')",블루오션
455,제주도 제주시 오라로,"('126.509844478347', '33.4960220557995')",카매니저
456,경북 구미시 비산동,"('128.3764332604333', '36.120355774137344')",현대자동차블루핸즈 구미현대서비스
457,대구시 달서구 와룡로57길,"('128.537081707642', '35.8579157525925')",루마버텍스 대구달서죽전점
458,충청남도 금산군 금산읍,"('127.446277071173', '36.0828151583635')",Unknown
459,광주 광산구 신가동,"('126.832240631463', '35.180218382993')",SK행복충전 제일에너지충전소
460,울산광역시 남구 번영로,"('129.3296964957402', '35.53266222814662')",기아 달동대리점
461,경기 안양시 만안구,"('126.939453784593', '37.435892664613')",Unknown
462,경남 양산시 양산대로,"('129.039513787522', '35.3562428239423')",타이어뱅크 북양산점
463,대구시 남구 명덕로,"('128.587027371314', '35.8565165170489')",도원주유소
464,인천시 남동구 인주대로,"('126.712126779316', '37.4497323445133')",BMW 바바리안모터스 인천전시장
465,광주시 북구하남대로 497(동림동),"('126.84775939586424', '35.175694246306676')",로드필
466,부산시 부산진구 성지로,"('129.0554480176212', '35.17157601744855')",현대자동차블루핸즈 연지점
467,대전시 동구 계족로,"('127.432442950348', '36.3567383742767')",현대자동차블루핸즈 용전점
468,충남 서천군 서천로,"('126.687643644969', '36.0832894884956')",현대자동차블루핸즈 서천점
469,광주시 남구 서문대로,"('126.897298175996', '35.1248537562051')",기아오토큐 진월점
470,경기도 이천시 이섭대천로,"('127.452056869096', '37.2875828316398')",현대자동차블루핸즈 오토서비스
471,경남 사천시 삼천포대교로,"('128.077498209104', '34.9492024411881')",현대자동차블루핸즈 삼천포종합정비
472,경기도 화성시 동탄지성로,"('127.06292270846403', '37.20884909895785')",기아 동탄지점
473,경기도 하남시 신평로,"('127.211442635094', '37.5469788611369')",기아오토큐 미사점
474,울산광역시 북구 명촌6길,"('129.360818370273', '35.5604434605547')",케이모터스
475,서울시 강서구 양천로47가길,"('126.83878952949', '37.5710210192402')",토요타 강서서비스센터
476,경기도 용인시 수지구,"('127.044338085061', '37.3585237105685')",Unknown
477,서울특별시 용산구 한강대로,"('126.965792675118', '37.5296874164533')",Unknown
478,충북 음성군 응천동길,"('127.597417344056', '36.9893511154816')",루마썬팅 충북금왕점
479,인천시 미추홀구 미추홀대로,"('126.67897585978326', '37.44354260130569')",기아 학익대리점
480,울산 북구 명촌동,"('129.357326255768', '35.5537106910043')",현대자동차블루핸즈 명촌점
481,경남 진주시 강남로,"('128.094474283392', '35.1830470382934')",기아오토큐 칠암점
482,울산시 중구 구교로,"('129.340640645233', '35.5597450108599')",차세대주유소
483,청주시 청원구 주성로,"('127.495530703889', '36.6707988022261')",Unknown
484,대구 수성구 범어동,"('128.638331304119', '35.8583977979797')",Unknown
485,대구시 북구 팔거천동로,"('128.556413085498', '35.9347939983066')",기아오토큐 동천점
486,서울 금천구 시흥동954-27,"('126.903822692603', '37.4410805151629')",카프리
487,충남 태안군 샘골로,"('126.303313055644', '36.7536453338785')",마스타자동차 태안월드부분정비(협력)
488,부산광역시 동구 중앙대로,"('129.047201884885', '35.1264880124374')",문화가스충전소
489,부산광역시 사하구 낙동대로,"('128.980366544489', '35.1007725208734')",Unknown
490,경기도 광명시 금하로,"('126.892873750255', '37.4515877333013')",타이어테크 소하점
491,충북 청주시 청원구,"('127.45610651327', '36.6891445783166')",Unknown
492,경남 김해시 분성로,"('128.865427016829', '35.22969460790558')",현대자동차 김해서부지점
493,경북 구미시 구미대로,"('128.36345488174823', '36.10430832821749')",BMW 코오롱모터스 구미전시장
494,경기도 화성시 여울로,"('127.053339465129', '37.2091385337195')",GS칼텍스 동탄푸른숲주유소
495,대전시 중구 문화로,"('127.40700133928489', '36.31487618398125')",기아 문화대리점
496,대전 유성구 계룡로26번길,"('127.333871174165', '36.3555531016167')",이지카디텍솔라가드
497,강원도 태백시 태백로,"('128.97017592492594', '37.17973389003326')",타이어뱅크 태백점
498,부산시 해운대구 해운대로,"('129.131309909753', '35.1755992511328')",메르세데스벤츠 해운대전시장
499,경북 경산시 계양로,"('128.748011708254', '35.8189648455082')",Unknown
500,경기도 의정부시 신흥로353번길,"('127.042300044162', '37.7478925078247')",Unknown
501,서울시 구로구 서해안로,"('126.835235757379', '37.4884520211996')",현대자동차블루핸즈 오류점
502,서울시 광진구 동일로,"('127.074841145079', '37.5618451304744')",태양주유소
503,경기 평택시 동삭동,"('127.095386220222', '37.0187748345883')",이에스주유소
504,경남 김해시 덕정로186번길,"('128.803224179821', '35.1762905228774')",루마버텍스 김해장유점
505,경북 포항시 북구,"('129.378187000619', '36.0550695749354')",Unknown
506,광주시 남구 독립로,"('126.903469443169', '35.1461706515238')",독립로주유소
507,경기도 김포시 양곡4로,"('126.620982074935', '37.6529735106654')",현대자동차블루핸즈 양촌점
508,울산시 동구 방어진순환도로,"('129.427042695665', '35.4956549255518')",현대자동차블루핸즈 현대동구서비스
509,강원도 춘천시 역전옛길,"('127.729733249003', '37.86133279139')",루마썬팅 남춘천역점
510,부산시 해운대구 좌동순환로15번길,"('129.163123471168', '35.1670978050496')",루마버텍스 부산해운대2호점
511,중구 용두동 180-4번지,"('127.402320976652', '36.3341195643945')",매니아썬팅전문샵
512,경기도 평택시 서정북로,"('127.056308768248', '37.0705999350494')",워시코시 평택본점
513,충남 공주시 번영1로,"('127.14650319402932', '36.47443541854277')",현대자동차 공주지점
514,대구시 남구 대명,"('128.576886344019', '35.8580162073654')",Unknown
515,광주시 북구 서림로,"('126.89755550424414', '35.16290314927032')",Unknown
516,대구시 수성구 상동,"('128.608558771053', '35.8273069727712')",기아오토큐 수성종합서비스
517,대구시 수성구 수성로,"('128.613453506814', '35.8480397734869')",기아오토큐 중동점
518,강원도 동해시 동해대로,"('129.112481302508', '37.4787155999839')",현대자동차블루핸즈 이도점
519,부산시 연제구 거제천로,"('129.078417829981', '35.1888790120595')",부산중고차 연제매매단지
520,부산시 강서구 신호산단1로,"('128.874964833334', '35.0823953618294')",Unknown
521,서울 영등포구 영등포동7가,"('126.907804943801', '37.5256523333652')",현대자동차블루핸즈 영등포점
522,대전 서구 갈마동,"('127.367932130675', '36.3494782858321')",기아오토큐 갈마점
523,대구시 남구 희망로,"('128.60355786743', '35.847793787559')",루마버텍스 대구남구희망교점
524,강원도 동해시 동굴로,"('129.113940449144', '37.5179591773514')",오토오아시스 로타리점
525,부산시 동구 중앙대로274번길,"('129.044102663274', '35.1215082116068')",루마썬팅 부산초량점
526,경남 김해시 인제로,"('128.905276406652', '35.2290115516565')",타이어뱅크 김해점
527,부산시 사하구 낙동대로,"('128.980366544489', '35.1007725208734')",Unknown
528,부산시 수영구 광남로257번길,"('129.126767829161', '35.1598225241144')",루마썬팅 부산수영민락점
529,대구광역시 서구 팔달로18길,"('128.558729156817', '35.8886218597619')",현대모비스 한국정밀
530,경기도 화성시 동탄반송3길,"('127.067670816301', '37.2110991072879')",루마버텍스 화성반송점
531,인천시 서구 중봉대로,"('126.649669518831', '37.5468827382881')",현대자동차블루핸즈 청라동부점
532,부산시 사하구 사하로,"('128.993705820457', '35.0952224225491')",현대자동차블루핸즈 괴정중앙점
533,광주시 북구 죽봉대로,"('126.884774540696', '35.1701746405458')",썬팅명가
534,대전시 유성구 계룡로74번길,"('127.337952362313', '36.3507023144783')",루마버텍스 대전도안점
535,춘천시 동면 한솔만천로,"('127.77600192436', '37.8756572185526')",레전드
536,서울 마포구 성산동232-4,"('126.916341777333', '37.5599290994296')",루마버텍스 월드컵북로점
537,경남 김해시 김해대로,"('128.923890191994', '35.2258440848718')",현대자동차 서부산서비스센터
538,부산시 사상구 모라로,"('128.984160053292', '35.191484326965')",르노삼성자동차서비스 롯데정비공업사
539,충남 아산시 배방읍,"('127.041748444574', '36.7464789343682')",Unknown
540,강원도 춘천시 동내면,"('127.749502845624', '37.8421556738922')",Unknown
541,강원도 홍천군 무궁화로,"('127.874988299988', '37.6845231024212')",3M썬팅 홍천점
542,경기도 파주시 평화로,"('126.766193382513', '37.767824587068')",디오티디 파주태권브이주유소
543,경남 창녕군 창녕읍,"('128.503676546575', '35.5463252618053')",Unknown
544,인천 서구 경서동,"('126.6102446703511', '37.536444604430336')",Unknown
545,인천광역시 계양구 길마로,"('126.707746941002', '37.5343295007788')",3M썬팅 봉오대로점
546,서울 강동구 길동225-135,"('127.14533172037974', '37.53631089692639')",현대자동차블루핸즈 길동동부점
547,경남 함양군 함양로,"('127.733182211828', '35.5297907106294')",현대자동차블루핸즈 함양점
548,경남 진주시 신안로,"('128.071783161533', '35.1799259753552')",현대자동차블루핸즈 신안점
549,경기도 화성시 동탄치동천로2길,"('127.126063622305', '37.2032374484482')",카핏 동탄직영점
550,대구시 동구 반야월로,"('128.721129559812', '35.8715714496906')",쉐보레 동대구지정서비스
551,경남 통영시 남해안대로,"('128.4352702511696', '34.85834048777031')",통영가스충전소
552,경기 과천시 과천동149-1,"('127.011676490838', '37.4490516000054')",Unknown
553,경남 김해시 진영읍,"('128.771213112235', '35.3144449987726')",Unknown
554,경남 거제시 고현로,"('128.629533086648', '34.8834044816094')",현대자동차블루핸즈 고현로점
555,경북 경주시 북문로,"('129.216005377576', '35.8499653012358')",루마버텍스 프리미엄경주성동동점
556,대전시 유성구 계백로,"('127.31970195485', '36.2923091413404')",쉐보레 서대전서비스센터
557,울산시 남구 돋질로,"('129.321640701131', '35.5406929291601')",MINI 동성모터스 울산전시장
558,충북 증평군 초중6길,"('127.575311183201', '36.7800224371117')",루마버텍스 충북증평점
559,서울시 구로구 고척동,"('126.861367846807', '37.5037486169125')",현대자동차블루핸즈 대광자동차공업
560,제주 서귀포시 대정읍,"('126.29326837911009', '33.21655176874322')",Unknown
561,서울 서초구 반포동709-9,"('127.019743406121', '37.5094253579638')",다본다 반포점
562,경기도 이천시 중부대로,"('127.457320435464', '37.2591620515202')",루마버텍스 이천장록점
563,경기 가평군 청평면,"('127.49072076943015', '37.71502775032536')",Unknown
564,경북 영천시 최무선로,"('128.90858528564152', '35.955081072286404')",덕진주유소
565,충남 아산시 남부로,"('127.015305120199', '36.7715039416963')",한국타이어 타이어샵 풍기점
566,서울특별시 성동구 고산자로,"('127.038147394094', '37.5710852825027')",현대자동차블루핸즈 대명자동차공업
567,경남 김해시 가야로,"('128.888117236917', '35.2381373427826')",기아오토큐 동상점
568,경기도 남양주시 경춘로,"('127.163148686362', '37.60849960096947')",기아오토큐 지금점
569,경북 칠곡군 중앙로,"('128.39972730919087', '35.98750642698135')",현대자동차 왜관지점
570,인천광역시 계양구 장제로,"('126.733507522075', '37.532883972473')",현대자동차블루핸즈 작전점
571,부산광역시 해운대구 우동3로,"('129.162541459801', '35.1674974937246')",Unknown
572,경남 양산시 웅상대로,"('129.154842103784', '35.3836388413488')",현대자동차블루핸즈 평산점
573,서울시 강동구 올림픽로,"('127.126174908275', '37.5475224269382')",기아오토큐 천호점
574,경기도 남양주시 수레로,"('127.217578853789', '37.58845668947')",기아오토큐 덕소모터스
575,경기도 이천시 경충대로,"('127.454818380186', '37.2712419454598')",기아오토큐 진리점
576,제주특별자치도 서귀포시 남조로,"('126.720950900052', '33.2847037502764')",남원농협주유소
577,서구 동서대로 1062,"('127.378669701504', '36.3298171154752')",스마트카
578,광주광역시 북구 하남대로,"('126.874063934972', '35.1717674938885')",GS칼텍스직영 클릭주유소
579,경기 파주시 동패동(숲속노을로,"('126.719686137172', '37.703134591672')",하나모터스
580,경기도 안성시 개내교4길,"('127.252096031211', '37.0133011426487')",루마버텍스 한경대점
581,대구시 달성군 유가읍,"('128.513621767691', '35.689630469796')",Unknown
582,서울특별시 영등포구 영등포로19길,"('126.89316373774412', '37.52416595748663')",루마버텍스 영등포구청점
583,부산 수영구 민락동,"('129.12989115611677', '35.16076249867495')",Unknown
584,부산광역시 금정구 금정로231번길,"('129.09043887195676', '35.244446821043724')",레인보우 구서점 와우모터스
585,서울 강서구 방화동180-5,"('126.819062292795', '37.5726034097253')",디노베이션
586,경기도 의왕시 고천공업로,"('126.972361952826', '37.3495977978924')",루마썬팅 의왕고천점
587,광주시 북구 연양로,"('126.8746974583637', '35.20672538439454')",기아 양산제일대리점
588,충남 계룡시 서금암1길,"('127.253803521773', '36.2742127042747')",오토오아시스 계룡점
589,원주시 서원대로 50,"('127.922413066806', '37.3520342382031')",MJ모터스
590,경북 김천시 영남대로,"('128.082964347808', '36.1246116487563')",기아오토큐 백옥점
591,동구 계족로 512번길,"('127.437033358417', '36.3543858342366')",카오디오대장간 대전점
592,서울특별시 중랑구 봉화산로,"('127.09785918791167', '37.60769603813473')",현대자동차블루핸즈 신내점
593,부산 연제구 연산9동,"('129.105759273368', '35.1881830178127')",현대자동차블루핸즈 현대연산서비스
594,충남 부여군 흑천로,"('126.918184795337', '36.2820961311066')",청명칼라썬팅
595,울산시 울주군 봉화로,"('129.117073001121', '35.5580121384042')",루마썬팅 울산언양점
596,경기도 양평군 중앙로,"('127.5031062262703', '37.495855158389375')",기아오토큐 양평기아자동차서비스
597,부산시 남구 유엔로,"('129.100486409964', '35.1298329760216')",현대자동차블루핸즈 대연남부점
598,대구시 달성군 성천로28길,"('128.496813186104', '35.8062722577316')",Unknown
599,서울 강서구 화곡동,"('126.844045561882', '37.5366604491309')",Unknown
600,인천시 미추홀구 인주대로,"('126.67224311376543', '37.45156383737587')",기아오토큐 주안남부점
601,대구시 달서구 월곡로,"('128.540615664072', '35.8149034081231')",기아오토큐 상인점
602,부산광역시 사상구 사상로75번길,"('128.99265974517', '35.154014531935')",3M썬팅 사상로점
603,대구시 달성군 논공로,"('128.44243110360372', '35.710997693575806')",현대자동차블루핸즈 현풍점
604,경기도 평택시 서재5길,"('127.094866272176', '37.0091012571873')",루마썬팅 평택법원점
605,경기도 파주시 새꽃로,"('126.776665620521', '37.7667051799518')",현대자동차블루핸즈 동진자동차
606,부산광역시 부산진구 월드컵대로,"('129.049803993429', '35.1819485417365')",3M썬팅 초읍점
607,서울특별시 은평구 진흥로,"('126.92430014115507', '37.60734472861364')",현대자동차블루핸즈 녹번점
608,강릉시 강릉대로 388(포남동),"(37.77806350000001, 128.9053037)",대한민국 강원도 강릉시 포남동 388
609,대구광역시 수성구 달구벌대로,"('128.639295157571', '35.8591884632556')",Unknown
610,경북 구미시 인동중앙로6길,"('128.42530309783484', '36.1067784497019')",루마썬팅 구미인동2호점
611,청주시 상당구 1순환로,"('127.50437337346', '36.6078305721777')",자유에너지 황제주유소
612,원주시 강변로 579,"('127.95107235228625', '37.35533737600469')",카앤조이
613,전북 익산시 궁동로,"('126.972387918335', '35.9620308668745')",애니카랜드 영등점
614,울산광역시 중구 구교로,"('129.340640645233', '35.5597450108599')",차세대주유소
615,서울특별시 성북구 동소문로,"('127.028748311194', '37.608482732465')",Unknown
616,제주도 제주시 연미길,"('126.508439012002', '33.4926084698454')",루마썬팅 제주연삼로점
