,store_addr,latlng,predicted_name
617,대구광역시 남구 봉덕1동,"('128.59820654533752', '35.84808047139487')",현대자동차블루핸즈 봉덕점
618,동구 충무로 229(인동),"('127.441208840254', '36.322764491264')",3M썬팅 인동점
619,부산광역시 수영구 황령대로457번길,"(35.140995, 129.105639)",대한민국 부산광역시 수영구 남천1동 황령대로457번길
620,경기 수원시 장안구,"('127.011795743342', '37.2869569586225')",Unknown
621,서울 영등포구 신길동,"('126.911840808155', '37.5107384081464')",Unknown
622,대구광역시 북구 사수동,"('128.512772152115', '35.9049509085689')",Unknown
623,경북 안동시 강남14길,"('128.73651099594', '36.5526101211718')",루마썬팅 안동강남점
624,부산 해운대구 중동,"('129.1728202218132', '35.1581525004111')",Unknown
625,서울특별시 영등포구 국회대로,"('126.907804943801', '37.5256523333652')",현대자동차블루핸즈 영등포점
626,인천 부평구 갈산동,"('126.731247349153', '37.5208054581298')",쌍용자동차 부평정비사업소
627,경남 양산시 북안북4길,"('129.038548238265', '35.3486390731304')",크레이지랩
628,경남 거제시 아주동905-6,"(34.8782786, 128.693955)",대한민국 경상남도 거제시 아주동 905-6
629,경북 김천시 신음동,"('128.13349401409627', '36.12911132759912')",현대자동차블루핸즈 서김천현대서비스
630,경북 경산시 계양동,"('128.750550459634', '35.8223197317146')",현대자동차블루핸즈 계양점
631,경북 경산시 압독2로2길,"('128.763287568879', '35.841504056101')",Unknown
632,경북 안동시 당북1길,"('128.719245120201', '36.5636835691593')",종합자동차유리
633,부산 수영구 수영동462-7,"('129.11056475595944', '35.170687321285456')",3M썬팅 수영점
634,부산시 동래구 아시아드대로,"('129.066540505553', '35.2027438725982')",르노삼성자동차서비스 온천점
635,제주도 제주시 일주서로,"('126.48779162987157', '33.49406927045581')",삼다주유소
636,서울 서초구 서초동1546-1,"('127.010547305715', '37.4879537543948')",3M썬팅 서초점
637,대구시 달서구 야외음악당로,"('128.552218327468', '35.8446147667771')",극동주유소
638,전남 순천시 이수로,"('127.49242386193995', '34.94943658576039')",현대자동차블루핸즈 장천점
639,광주광역시 남구 대남대로,"('126.893498735467', '35.1410029048837')",대원주유소
640,대구광역시 달서구 문화회관길,"('128.523885010929', '35.8404897306527')",달구벌종합폐차장
641,경남 밀양시 밀양대로,"('128.752159014959', '35.4840470594654')",밀양주유소
642,대구광역시 수성구 들안로,"('128.61713694393458', '35.844328001026426')",르노삼성자동차서비스 수성점
643,경기도 시흥시 복지로99번길,"('126.7908771404', '37.4488455413414')",루마썬팅 시흥대야점
644,부산시 사하구 서포로,"('128.9855263558692', '35.08329523142269')",루마버텍스 부산신평2호점
645,대구시 수성구 들안로,"('128.61713694393458', '35.844328001026426')",르노삼성자동차서비스 수성점
646,경기도 군포시 번영로,"('126.943530853222', '37.3632723613014')",현대자동차블루핸즈 금정점
647,대구광역시 수성구 청수로,"('128.6160759581535', '35.84096677327441')",볼보자동차 대구전시장(태영모터스)
648,경남 거제시 아주로,"('128.69026822517418', '34.86538519245893')",Unknown
649,경북 경산시 옥산동,"('128.723482995674', '35.8274761800125')",케이케이 남부에너비스
650,부산시 기장군 대청로71번길,"('129.2183416420529', '35.23769495200485')",현대모비스 기장상사
651,경북 안동시 서경지5길,"('128.713676567075', '36.5585521978211')",루마버텍스 안동일창점
652,울산시 울주군 울밀로,"('129.214052596419', '35.573166545931')",해룡주유소
653,부산시 부산진구 서면문화로,"('129.057875241448', '35.1586698074824')",Unknown
654,인천광역시 계양구 마장로,"('126.70483554451', '37.5254996832386')",3M썬팅 효성점
655,인천시 부평구 평천로,"('126.707526455136', '37.5189362881127')",현대자동차블루핸즈 청천점
656,울산시 중구 북부순환도로,"('129.343405574047', '35.5806173206415')",쉐보레 울산중구서비스센터
657,전북 익산시 금강동,"('126.973282705063', '35.9384618084524')",GS칼텍스 한성충전소
658,부산시 사상구 주감로,"('129.010262988847', '35.1520005894667')",루마썬팅 부산가야점
659,강원도 강릉시 강릉대로,"('128.884358430965', '37.7564810258457')",기아오토큐 교1동점
660,부산광역시 금정구 중앙대로,"('129.0911835079189', '35.23704275706725')",KCar 부산직영점
661,대구시 동구 공항로,"('128.643065176293', '35.893156615512')",BMW모토라드 대구
662,경북 구미시 산호대로24길,"('128.414169271582', '36.13686760161')",루마썬팅 구미옥계점
663,인천 부평구 십정동,"('126.702594525573', '37.4710266147639')",Unknown
664,대구시 남구 현충로,"('128.58023821247593', '35.842563434218135')",현대자동차블루핸즈 대명남부점
665,제주도 서귀포시 토평서로11번길,"('126.573305329919', '33.2661114175716')",루마썬팅 서귀포중앙점
666,광주시 서구 화개중앙로4번길,"('126.860754632366', '35.1224079366986')",Unknown
667,경기도 부천시 소사로,"('126.796128688321', '37.4709619166798')",현대자동차블루핸즈 소사점
668,울산광역시 북구 진장로,"('129.357269474725', '35.5668275001306')",현대모비스 카페호야점
669,경북 구미시 광평동,"('128.36345488174823', '36.10430832821749')",BMW 코오롱모터스 구미전시장
670,서울시 강남구 도산대로38길,"('127.032320607395', '37.5200436193949')",루마버텍스 강남논현점
671,서울시 양천구 월정로,"('126.83413662721934', '37.537295396889576')",스피드메이트 화곡점
672,부산시 연제구 연수로,"('129.08023112853414', '35.17565495619332')",연제주유소
673,전남 목포시 산정로,"('126.393262195228', '34.792809417247')",중앙주유소
674,제주도 제주시 서광로,"('126.50273789078892', '33.49903751304273')",거북이주유소
675,부산시 부산진구 중앙대로,"('129.05954233375', '35.1516736788129')",Unknown
676,대구시 달서구 월암로,"('128.513727924739', '35.8243287743651')",루마썬팅 대구달서대천점
677,서울시 강남구 영동대로76길,"('127.066054315048', '37.5061937540663')",실리스코리아
678,경남 김해시 장유로,"('128.815619340499', '35.2013966400593')",기아오토큐 장유점
679,부산시 강서구 명지국제5로,"('128.9202320594978', '35.1061416514319')",Unknown
680,서울시 은평구 연서로,"('126.928752840967', '37.6243473465207')",기아오토큐 불광점
681,대전시 서구 도산로,"('127.399849132129', '36.3438641656387')",기아오토큐 남선점
682,서울시 강북구 삼양로,"('127.022280487787', '37.6125926415205')",기아오토큐 미아점
683,인천시 연수구 송도미래로,"('126.649134447547', '37.3670939619069')",Unknown
684,서울시 구로구 구로동로43길,"('126.880719907524', '37.4957138512182')",브이쿨 서울구로점
685,서울시 은평구 통일로,"('126.91803174955', '37.6371704250724')",Unknown
686,인천시 계양구 계양대로,"('126.72126159956191', '37.526132450410515')",Unknown
687,부산시 부산진구 중앙대로941번길,"('129.069321210632', '35.1755967928091')",루마버텍스 부산시청점
688,경기도 광명시 신촌로15번길,"('126.888889481825', '37.4495874093829')",루마버텍스 버텍스광명점
689,부산시 해운대구 해운대로177번길,"('129.123792332375', '35.181606829937')",루마버텍스 부산해운대재송점
690,경기도 화성시 동탄대로21가길,"('127.097374323459', '37.2061226376323')",루마썬팅 화성영천점
691,서울시 성북구 오패산로3길,"('127.035727840573', '37.6055003519071')",소낙스 서울성북점
692,경기도 부천시 신흥로470번길,"('126.77794010281674', '37.52503626770878')",모터시티
693,광주시 남구 천변좌로,"('126.913224822972', '35.1444690488054')",골든 24시셀프세차
694,광주시 광산구 첨단봉산길,"('126.84604851538545', '35.206246179186')",루마버텍스 광주첨단점
695,경기도 화성시 동탄순환대로3가길,"('127.094552881472', '37.1658153832094')",루마버텍스 동탄호수공원점
696,경기도 광명시 금오로,"('126.839245428308', '37.4725565527154')",루마썬팅 광명옥길점
697,대구시 서구 국채보상로3길,"('128.53330931087504', '35.86941941120858')",루마버텍스 스카이점
698,서울시 구로구 경인로63길,"('126.883748172023', '37.5089084883764')",루마버텍스 신도림점
699,부산시 금정구 금정로,"('129.089228639461', '35.2425311663598')",현대자동차블루핸즈 구서점
700,서울시 은평구 서오릉로,"('126.909226370309', '37.6147510373043')",기아오토큐 갈현점
701,인천시 서구 가정로,"('126.670879379312', '37.4976266879267')",Unknown
702,광주시 서구 염화로,"('126.874968947592', '35.1427590830134')",Unknown
703,서울시 강남구 영동대로,"('127.066656228239', '37.5013604230454')",BMW 코오롱모터스 삼성전시장
704,서울시 동대문구 한천로,"('127.06728758134786', '37.575987196196785')",SK행복충전 복지장안충전소
705,서울시 노원구 동일로,"('127.068687971734', '37.6400836787935')",Unknown
706,서울 강서구 방화대로33길,"('126.815748617432', '37.5686041775007')",루마버텍스 강서마곡점
707,강원도 원주시 북원로,"('127.941136624679', '37.3709770276947')",BMW 도이치모터스 원주전시장
708,서울시 양천구 신정중앙로21길,"('126.862276803358', '37.5273172174735')",루마버텍스 목동로데오점
709,경남 진주시 대신로,"('128.117092866034', '35.1698329643085')",현대자동차블루핸즈 태성종합정비
710,대구시 달성군 다사읍,"('128.465058159856', '35.8411637749681')",Unknown
711,경기도 평택시 만세로,"('127.109212906338', '37.0111920446651')",비전주유소
712,서울시 중랑구 봉우재로,"('127.081238652397', '37.5913935106344')",기아오토큐 면목점
713,경기도 포천시 소흘읍,"('127.166093989071', '37.7552502830998')",Unknown
714,경기도 하남시 감일남로,"('127.14360521275614', '37.50624836984921')",후퍼옵틱 송파오륜점
715,경남 고성군 고성읍,"('128.321387604124', '34.9806109491311')",Unknown
716,서울시 용산구 한강대로76길,"('126.974048525057', '37.5415034397898')",플라이트틴팅
717,인천시 서구 청라커낼로329번길,"('126.643479600579', '37.5378686760994')",루마버텍스 인천청라국제도시점
718,경남 양산시 물금읍,"('129.011341510234', '35.3149234900107')",Unknown
719,서울시 중랑구 중랑역로49길,"('127.076617832503', '37.6167937064765')",루마버텍스 태릉점
720,경기도 부천시 소사로141번길,"('126.79491691585', '37.4709336905037')",루마버텍스 부천소사대로점
721,제주도 제주시 삼동길,"('126.493997455309', '33.4786946652174')",루마썬팅 제주연북로점
722,강원도 양구군 중심로,"('127.99148798944', '38.103956020392')",루마썬팅 강원양구점
723,경기도 부천시 수도로,"('126.787018312913', '37.5199497175654')",케이에이치에너지직영 내동주유소
724,서울시 양천구 공항대로,"('126.876963096502', '37.5468085436403')",현대오일뱅크직영 목동셀프주유소
725,충북 충주시 팽고리산길,"('127.923354195125', '36.9939526860991')",루마버텍스 충주금릉점
726,부산시 연제구 거제대로,"('129.069925711752', '35.1812565431613')",기아오토큐 거제점
727,서울시 서초구 신반포로,"('127.00432032924516', '37.505305732081965')",Unknown
728,부산시 북구 만덕대로,"('129.04023663725008', '35.21339934721949')",삼보주유소
729,강원도 원주시 송삼길,"('127.921227255194', '37.3266605189592')",루마버텍스 원주무실점
730,경기도 여주시 칠산길,"('127.643643235107', '37.2919427361697')",3M공식인증썬팅전문점 여주점
731,경기도 평택시 평남로,"('127.0711426126923', '36.994251798269886')",기아오토큐 대한공업사
732,부산시 해운대구 선수촌로207번가길,"('129.12276531676', '35.209459409984')",루마버텍스 부산반여점
733,충청남도 예산군 예산읍,"('126.847845535098', '36.6764301210965')",Unknown
734,인천시 남동구 논현고잔로110번길,"('126.713838945473', '37.3930266074481')",루마버텍스 인천고잔점
735,부산시 연제구 과정로,"('129.105759273368', '35.1881830178127')",현대자동차블루핸즈 현대연산서비스
736,서울시 강서구 등촌로,"('126.863063535324', '37.5487141707895')",강서열린점주유소
737,부산시 사하구 낙동대로536번길,"('128.965773043931', '35.11207307062')",루마버텍스 부산동아대점
738,인천시 연수구 앵고개로,"('126.659369610429', '37.4133785759122')",기아오토큐 동춘점
739,부산시 해운대구 좌동순환로,"('129.166379308029', '35.1687049042739')",쉐보레 해운대바로서비스
740,광주시 광산구 장신로148번길,"('126.82677899826332', '35.18998498360817')",루마버텍스 광주수완점
741,서울시 강남구 삼성로76길,"('127.060714637396', '37.5044558772437')",오토개러지
742,부산시 연제구 안연로23번길,"('129.099897173545', '35.1893626213027')",루마버텍스 부산연산2호점
743,울산시 남구 정동로60번길,"('129.344547218678', '35.5391439334056')",루마버텍스 울산남구4호점
744,경기도 화성시 양감면,"('126.95479614450214', '37.09233939435005')",Unknown
745,서울특별시 서초구 강남대로2길,"('127.046912866277', '37.4690994000617')",쇼카모터스
746,경북 구미시 금오대로,"('128.3507701346434', '36.07673918151982')",KCar 구미직영점
747,서울시 강동구 풍성로,"('127.126029822553', '37.5339355119847')",Unknown
748,부산시 북구 기찰로,"('129.011748344228', '35.2131670391842')",르노삼성 부품대리점
749,인천시 부평구 백범로,"('126.691051957115', '37.473923469924')",타이어뱅크 십정점
750,강원도 춘천시 공단로,"('127.749704326872', '37.8885199023176')",루마버텍스 춘천후평점
751,경기도 파주시 가람로21번길,"('126.751165829512', '37.7341445525263')",현대자동차블루핸즈 가람로중앙점
752,경기도 부천시 부흥로,"('126.74585575576114', '37.496786435759205')",좋은하루주유소
753,경기도 평택시 산단로,"('127.073096244723', '37.0377673571758')",쉐보레 평택서비스센터
754,서울시 서초구 남부순환로337가길,"('127.024120542579', '37.4848694139882')",루마썬팅 서초IC점
755,대구시 수성구 무학로,"('128.62843781751596', '35.83071588501648')",르노삼성자동차 지정정비코너 지산점
756,경기도 김포시 풍무로,"('126.722503101138', '37.6044226905909')",현대자동차블루핸즈 풍무점
757,경기도 시흥시 은계로,"('126.8009100811221', '37.430617336259864')",브렉스
758,부산시 수영구 광남로,"('129.124146100694', '35.1587583231359')",기아오토큐 민락점
759,전남 여수시 성산로,"('127.641263342023', '34.7738401114279')",루마버텍스 여수무선점
760,충북 충주시 봉현로,"('127.934615636624', '36.9771662669704')",쉐보레 충주바로서비스
761,경남 고성군 중앙로,"('128.32602447458527', '34.974246761992006')",현대자동차 고성지점
762,인천시 서구 경명대로,"('126.640471097164', '37.5564704932483')",현대오일뱅크 청라셀프주유소
763,경기 구리시 벌말로,"('127.148537729591', '37.5873672455598')",현대자동차블루핸즈 토평점
764,울산시 북구 명촌4길,"('129.35815128394765', '35.55800968458688')",3M썬팅 명촌2호점
765,강원도 삼척시 중앙로4길,"('129.167081289014', '37.4362371014561')",루마썬팅 삼척점
766,서울시 종로구 율곡로,"('126.980660310529', '37.575382201454')",경복궁주유소
767,대구시 북구 매천로,"('128.544883655225', '35.895541362505')",동양자동차운전전문학원
768,대구시 중구 명덕로35길,"('128.588417931689', '35.8576371855765')",로얄모터스
769,경기도 파주시 청암로48번길,"('126.73677131742', '37.7317707714254')",레인보우팩토리
770,경남 진주시 강남로227번길,"('128.089642878939', '35.1866714728329')",루마버텍스 진주강남점
771,부산시 수영구 수영로652번길,"('129.116370212316', '35.1637390515631')",Unknown
772,경남 진주시 돗골로7번길,"('128.111753258638', '35.1684904839224')",루마버텍스 진주금강점
773,광주시 서구 죽봉대로,"('126.883675211783', '35.1597493814876')",BMW 코오롱모터스 광주전시장
774,경남 통영시 중앙로,"('128.42855381539', '34.8547656866574')",현대오일뱅크직영 거북셀프주유소
775,서울특별시 중랑구 봉우재로,"('127.081238652397', '37.5913935106344')",기아오토큐 면목점
776,대구시 달성군 현풍읍,"('128.45161961861928', '35.69757218638553')",Unknown
777,경북 영천시 동부로,"('128.94770994939', '35.9771197589522')",루마버텍스 영천동부점
778,경기도 양주시 고덕로329번길,"('127.076806169982', '37.8038969952107')",루마버텍스 양주고읍점
779,경기도 화성시 동탄순환대로,"('127.1013127978468', '37.20967668151378')",메르세데스벤츠 동탄전시장
780,광주시 광산구 하남대로,"('126.807383115739', '35.1812161594308')",현대자동차블루핸즈 하남현대자동차써비스
781,부산시 금정구 부곡로142번길,"('129.093556413101', '35.2285138253834')",3M썬팅 부곡현대점
782,서울시 중랑구 용마산로,"('127.099377514964', '37.5946340139783')",우림주유소
783,서울시 광진구 구의로,"('127.08907001545856', '37.538603916842035')",Unknown
784,경남 진주시 사들로34번길,"('128.145477200918', '35.1694885438315')",루마버텍스 진주문산점
785,경기도 김포시 고촌읍,"('126.763354920345', '37.6040179332891')",Unknown
786,인천시 남동구 소래역동로,"('126.73254960467', '37.4030032411453')",루마버텍스 프리미엄인천점
787,서울시 송파구 거마로,"('127.14745321858072', '37.500690736481104')",쉐보레 거여지정서비스
788,서울시 송파구 백제고분로46길,"('127.111853776574', '37.5085018769038')",Unknown
789,부산시 북구 금곡대로221번길,"('129.011701734081', '35.2281829930123')",레이노 화명점
790,서울시 강서구 화곡로,"('126.846670668002', '37.5586878817077')",현대자동차블루핸즈 등촌점
791,경기도 김포시 양촌읍,"('126.6137720344251', '37.655274646313124')",Unknown
792,경남 창원시 의장구,"(35.2538433, 128.6402609)",대한민국 경상남도 창원시 의창구
793,경남 함안군 가야읍,"('128.394828394613', '35.2804288634436')",Unknown
794,충북 청주시 상당구,"('127.492498453353', '36.4626880538098')",Unknown
795,부산시 수영구 과정로5번길,"('129.107781292841', '35.1722911937357')",후퍼옵틱 수영구망미점
796,울산시 중구 염포로,"('129.346969070981', '35.5604653067923')",동부주유소
797,경남 진주시 동진로,"('128.139706323455', '35.1803729656985')",Unknown
798,광주시 서구 천변좌하로,"('126.854934980102', '35.1630642207214')",타이어뱅크 광주시청점
799,서울시 성북구 정릉로10길,"('127.000339757697', '37.6077546299494')",루마썬팅 성북정릉점
800,서울시 영등포구 대림로,"('126.896842761592', '37.5010350541274')",기아오토큐 대림점
801,부산시 동래구 여고로,"('129.067431481052', '35.1952743001172')",현대자동차블루핸즈 사직점
802,부산시 남구 조각공원로,"('129.10109173975', '35.1305947711022')",시티원모터스
803,서울시 종로구 자하문로,"('126.970288002145', '37.582595206591')",현대자동차블루핸즈 종로옥인점
804,광주광역시 남구 독립로,"('126.903469443169', '35.1461706515238')",독립로주유소
805,경기도 화성시 반정로,"('127.026263284628', '37.2293086020857')",루마버텍스 화성반정점
806,강원도 춘천시 효자로24번길,"('127.727550404425', '37.8663158423629')",루마버텍스 춘천퇴계점
807,제주도 서귀포시 서귀동,"('126.51531780746991', '33.237465168471545')",Unknown
808,서울시 서초구 사평대로,"('126.992391545432', '37.497879475595')",기아오토큐 반포점
809,강원도 원주시 천매봉길,"('127.943531090843', '37.3230933877265')",천매세차타운
810,경기도 부천시 상이로9번길,"('126.743524407172', '37.4900400796431')",3M썬팅 부천상동점
811,대전시 서구 동서대로,"('127.368660214752', '36.3347219790235')",그린주유소
812,부산시 사상구 새벽시장로29번길,"('128.977964356387', '35.1568832539322')",루마버텍스 부산산업단지점
813,전남 여수시 웅남4길,"('127.67563643658', '34.746677193634')",루마썬팅 여수웅천점
814,경기도 화성시 융건로,"('126.983424564766', '37.2171975608415')",수레와바퀴
815,경북 칠곡군 강변대로,"('128.4040326554467', '35.932961462450535')",비쓰리에너지
816,서울시 강남구 개포로34길,"('127.050794568117', '37.4788323074311')",루마버텍스 강남개포점
817,경북 경주시 금성로,"('129.206651069983', '35.853154228643')",해동주유소
818,부산시 서구 구덕로279번길,"('129.017835013603', '35.1090184569501')",오케이카서비스
819,전남 광양시 중마로,"('127.702726561715', '34.9430433673573')",쉐보레 동광양바로서비스
820,대구시 북구 침산남로,"('128.59994603973604', '35.88616213568695')",미니주유소
821,전남 목포시 백년대로,"('126.414604892619', '34.8007380659069')",광장주유소
822,부산시 연제구 반송로,"('129.090464420602', '35.1927447936688')",기아오토큐 연산점
823,대전시 유성구 원신흥남로11번길,"('127.336842377906', '36.3340552938529')",다온다자동차유리 대전유성점
824,경기도 양주시 부흥로,"('127.07139200673', '37.7897048668907')",현대자동차블루핸즈 양주점
825,서울 서초구 양재대로,"('127.035939461535', '37.4613545490563')",BMW 도이치모터스 양재전시장
826,대구시 달서구 비슬로,"('128.51163374363287', '35.80859742228612')",현대자동차블루핸즈 대곡점
827,부산시 강서구 녹산산단232로,"('128.84032309031', '35.0854324660278')",루마버텍스 부산녹산공단점
828,부산시 수영구 무학로,"('129.114426680968', '35.1617436115687')",Unknown
829,경북 문경시 당교6길,"('128.182050086371', '36.5840440338707')",루마버텍스 문경점
830,부산시 수영구 수영로642번길,"('129.119326404294', '35.1628042226823')",루마썬팅 부산수영점
831,부산시 사상구 가야대로,"('128.9885049426786', '35.14993470364558')",기아오토큐 부산서비스센터
832,인천시 미추홀구 인하로,"('126.67244539352', '37.4487172069789')",명보주유소
833,경기도 평택시 도일유통길,"('127.10062729745', '37.039242989391')",루마썬팅 평택동삭점
834,서울시 관악구 남부순환로,"('126.941405790019', '37.4829084653991')",Unknown
835,부산시 사하구 다대로,"('128.978068858201', '35.06947847295514')",현대자동차블루핸즈 장림점
836,전북 군산시 번영로,"('126.72833722612565', '35.97135897432609')",BMW 내쇼날모터스 군산전시장
837,경북 상주시 경상대로,"('128.1523022572006', '36.39252408630847')",기아오토큐 신봉점
838,경북 구미시 들성로,"('128.349697741635', '36.1621224531922')",대경주유소
839,서울시 강동구 둔촌동,"('127.14307114869531', '37.53396925521996')",기아 길동지점
840,대구시 달서구 상화로,"('128.532159113781', '35.8101019976124')",현대자동차블루핸즈 진천점
841,경기도 고양시 세솔로,"('126.88838323299554', '37.6529277288289')",아우토반 삼송점
842,충북 제천시 명륜로,"('128.20909151695756', '37.14169715798573')",의림주유소
843,경기도 동두천시 평화로,"('127.057253800505', '37.8877183766926')",기아오토큐 지행점
844,경기도 군포시 삼성로87번길,"('126.936487460761', '37.3411539440525')",루마버텍스 군포당동점
845,강원도 춘천시 칠전동3길,"('127.716271125159', '37.8436490262025')",루마썬팅 춘천칠전점
846,경북 영주시 구성로88번길,"('128.632928054537', '36.8031030578831')",현대자동차블루핸즈 대흥자동차정비공장
847,서울시 마포구 동교로,"('126.92329131629734', '37.55855168990607')",Unknown
848,경남 진주시 하대로,"('128.11744377845685', '35.193066099743035')",기아 하대대리점
849,경남 거제시 거제중앙로,"('128.624671461992', '34.8855713358624')",Unknown
850,부산시 연제구 거제대로118번길,"('129.07079026189615', '35.17830038174908')",Unknown
851,경남 진주시 진산로,"('128.102196009104', '35.2017204081847')",세계주유소
852,경기도 광명시 양달로10번길,"('126.882192806606', '37.4132123097374')",루마버텍스 광명일직점
853,전남 담양군 담양읍,"('127.004429929837', '35.3239333000236')",Unknown
854,서울시 마포구 토정로,"('126.939616718821', '37.5423738327036')",현대자동차블루핸즈 용강점
855,충청남도 예산군 삽교읍,"('126.707787122963', '36.6639702271714')",Unknown
856,서울시 서초구 강남대로8길,"('127.04357134597696', '37.4691547400668')",3M썬팅 양재점
857,인천시 서구 청라한울로,"('126.64745833171665', '37.53824101942852')",Unknown
858,인천시 남동구 백범로,"('126.70446992213516', '37.46730114821553')",기아오토큐 간석점
859,울산시 북구 진장8길,"('129.359830947033', '35.566027687327')",루마버텍스 울산북구6호점
860,부산시 서구 보수대로,"('129.018965513105', '35.1150122728265')",기아오토큐 서대신점
861,경기도 동두천시 평화로2169번길,"('127.054498833859', '37.8808697830734')",루마썬팅 동두천점
862,경기도 의정부시 호국로,"('127.058244856835', '37.7486605395624')",쉐보레 한국지정서비스
863,부산시 수영구 구락로,"('129.115292274793', '35.1785511587873')",Unknown
864,경남 하동군 하동읍,"('127.766829945296', '35.0591576263612')",Unknown
865,경기 평택시 송탄로,"('127.05935045214092', '37.05753650499199')",기아 서정대리점
866,서울시 영등포구 국회대로,"('126.907804943801', '37.5256523333652')",현대자동차블루핸즈 영등포점
867,전라남도 순천시 하풍1길,"('127.507027203624', '34.9399219393431')",루마버텍스 순천풍덕점
868,경기도 부천시 까치로,"('126.805276742292', '37.5161069219985')",쉐보레 부천오정바로서비스
869,부산시 연제구 연산동,"('129.106876298355', '35.189951461926')",Unknown
870,전남 광양시 광양읍,"('127.608620845114', '34.9612867118434')",Unknown
871,부산시 연제구 연안로,"('129.107381705217', '35.1896290648127')",신한양주유소
872,전남 목포시 원산로,"('126.380985436166', '34.8091277403881')",쉐보레 목포바로서비스
873,제주도 제주시 매촌2길,"('126.589931766076', '33.5153149803066')",루마버텍스 제주도련점
874,경북 김천시 신음3길,"('128.119065407134', '36.1421840683945')",루마버텍스 김천점
875,강원도 철원군 금학로,"('127.22163266373819', '38.20100545461576')",기아오토큐 동송점
876,경기도 의정부시 동일로,"('127.057921482355', '37.7064303778147')",BMW 코오롱모터스 의정부전시장
877,강원도 강릉시 성덕로,"('128.925455707284', '37.758443382546')",루마버텍스 강릉성덕점
878,부산시 연제구 좌수영로,"('129.110084213111', '35.1883528217645')",루마버텍스 부산이마트타운점
879,전남 목포시 옥암로,"('126.42850216423787', '34.80430514596265')",기아 하당대리점
880,부산시 사상구 낙동대로902번길,"('128.970683766506', '35.1409176789651')",루마버텍스 부산낙동대로점
881,전북 군산시 대학로,"('126.685936857572', '35.9505595224179')",기아오토큐 미룡점
882,경북 울진군 울진읍,"('129.307987307023', '36.9597444751025')",Unknown
883,경기도 남양주시 와부읍,"('127.260967701021', '37.5591189170969')",Unknown
884,부산시 북구 덕천로,"('129.02046543980842', '35.21102484808894')",현대자동차블루핸즈 덕천점
885,경기도 부천시 양지로171번길,"('126.821893829046', '37.4691546892865')",솔라가드프리미엄 부천옥길점 원로그
886,전남 광양시 눈소1길,"('127.704143601141', '34.9377315082715')",르노삼성자동차 지정정비코너 중마점
887,경남 거제시 거제대로,"('128.597356903147', '34.8891275190596')",기아오토큐 장평점
888,경기도 평택시 신흥1로,"('127.144846391291', '37.0036911576997')",루마버텍스 안성IC점
889,서울시 성동구 아차산로,"('127.059766934299', '37.5470521339011')",쉐보레 동서울직영서비스센터
890,대구시 수성구 동대구로,"('128.624822164757', '35.8421444711435')",BMW 코오롱모터스 대구전시장
891,전남 무안군 무안읍,"('126.47749722856', '34.9878492223368')",Unknown
892,전남 순천시 서면,"('127.477054983062', '35.0431028226263')",Unknown
893,경북 영천시 호국로,"('128.961684749829', '35.9775732249539')",동영천ic주유소
894,충북 진천군 장기길,"('127.44095623519', '36.9827979699924')",루마썬팅 진천광혜원점
895,경기도 평택시 포승읍,"('126.847486541628', '36.970078347697')",Unknown
896,서울특별시 노원구 동일로,"('127.068687971734', '37.6400836787935')",Unknown
897,강원도 속초시 조양로64번길,"('128.593532833398', '38.1882762490221')",레인보우 조양점
898,대전시 유성구,"('127.289945203151', '36.3456664954889')",Unknown
899,부산시 동래구 충렬대로107번길,"('129.072498290426', '35.2073009696107')",루마썬팅 부산온천점
900,전남 완도군 장보고대로,"('126.747034399547', '34.3192852076812')",동화 주유소
901,대구시 남구 성당로,"('128.57469968787782', '35.85833325967273')",현대자동차블루핸즈 대명중부점
902,경기도 포천시 중앙로,"('127.196803198633', '37.8895967236353')",기아 포천지점
903,전남 강진군 보은로,"('126.77305971694433', '34.638025105679525')",산림조합주유소
904,경기도 가평군 청평면,"('127.49072076943015', '37.71502775032536')",Unknown
905,울산시 남구 중앙로,"('129.316443120789', '35.5295548782119')",기아오토큐 야음점
906,인천시 서구 원당대로608번길,"('126.668710719555', '37.5911439509445')",루마썬팅 인천원당대로점
907,전남 화순군 화순읍,"('126.920035653916', '35.0787388745842')",Unknown
908,광주시 광산구 상무대로,"('126.81018488889194', '35.143874633911906')",신공항LPG충전소
909,부산시 사하구 하신중앙로,"('128.964669458424', '35.0885771822814')",기아오토큐 부산부기산업
910,경기도 광주시 곤지암읍,"('127.327351952716', '37.3512673181098')",Unknown
911,경기도 하남시 천현로,"('127.215902362408', '37.5364110935158')",기아오토큐 신장점
912,경기도 파주시 송화로,"('126.77720976589202', '37.772967002471226')",Unknown
913,광주시 동구 중앙로,"('126.920295405675', '35.1633267568409')",Unknown
914,충북 충주시 사직로,"('127.919379213684', '36.967200642495')",문화주유소
915,경기도 평택시 중앙2로,"('127.10009446893095', '36.989519151969205')",쌍용자동차 평택전시장
916,제주시 화북이동 4837-6,"('126.549314768271', '33.5120182974903')",루마썬팅 제주화북점
917,경기도 화성시 우정읍,"('126.554282213197', '37.0596163660571')",Unknown
918,경기도 부천시 신흥로,"('126.774459416634', '37.5208238003279')",기아오토큐 서부천서비스
919,제주도 서귀포시 중앙로,"('126.559934772955', '33.2604855388415')",Unknown
920,경기도 파주시 월롱면,"('126.791313116011', '37.7707728496384')",기아오토큐 파주정비서비스
